frame,Fish1_P1_x,Fish1_P1_y,Fish1_P2_x,Fish1_P2_y,Fish1_P3_x,Fish1_P3_y,Fish1_P4_x,Fish1_P4_y,Fish1_P5_x,Fish1_P5_y,Fish2_P1_x,Fish2_P1_y,Fish2_P2_x,Fish2_P2_y,Fish2_P3_x,Fish2_P3_y,Fish2_P4_x,Fish2_P4_y,Fish2_P5_x,Fish2_P5_y,Fish3_P1_x,Fish3_P1_y,Fish3_P2_x,Fish3_P2_y,Fish3_P3_x,Fish3_P3_y,Fish3_P4_x,Fish3_P4_y,Fish3_P5_x,Fish3_P5_y,Fish4_P1_x,Fish4_P1_y,Fish4_P2_x,Fish4_P2_y,Fish4_P3_x,Fish4_P3_y,Fish4_P4_x,Fish4_P4_y,Fish4_P5_x,Fish4_P5_y
10,597.366027832031,900.328002929688,662.643005371094,899.349975585938,818.736022949219,901.262023925781,934.278991699219,898.973022460938,977.679016113281,931.551025390625,1256.21704101562,714.593017578125,1313.873046875,741.088012695312,1431.53503417969,819.789978027344,1521.35205078125,867.5009765625,1579.11901855469,857.242980957031,1129.46594238281,870.432006835938,1210.14404296875,873.304016113281,1379.82800292969,874.232971191406,1494.84704589844,850.133972167969,NaN,NaN,554.677978515625,491.3330078125,620.320983886719,501.914001464844,759.219970703125,517.630004882812,856.106994628906,503.56201171875,888.322998046875,523.530029296875
11,595.2509765625,899.633972167969,661.0009765625,898.976013183594,818.327026367188,902.651000976562,934.630981445312,895.301025390625,981.737976074219,924.156005859375,1253.01501464844,714.68798828125,1313.15405273438,740.263000488281,1432.22595214844,816.591979980469,NaN,NaN,NaN,NaN,1129.39501953125,870.004028320312,1210.01196289062,873.427978515625,1379.2509765625,875.036010742188,1498.56298828125,855.387023925781,1574.39099121094,862.442016601562,553.822998046875,489.442993164062,620.219970703125,501.295989990234,758.617980957031,521.517028808594,855.591003417969,499.713989257812,889.901977539062,516.35498046875
12,594.518981933594,898.426025390625,661.177978515625,898.260986328125,819.158020019531,904.971984863281,933.840026855469,891.551025390625,985.903015136719,914.742004394531,1250.541015625,714.281982421875,1312.06005859375,739.372985839844,1431.20104980469,813.143981933594,NaN,NaN,NaN,NaN,1129.61206054688,869.601989746094,1209.77294921875,873.517028808594,1379.3349609375,875.632995605469,1508.40795898438,863.351013183594,1569.76196289062,867.252014160156,555.174011230469,487.488006591797,620.427001953125,501.143005371094,758.372985839844,523.68701171875,852.969970703125,497.871002197266,892.7509765625,509.421997070312
13,593.208984375,897.598999023438,661.713989257812,897.456970214844,818.242980957031,907.443969726562,936.31201171875,888.515991210938,987.546020507812,906.231994628906,1249.18200683594,711.158996582031,1310.12097167969,737.469970703125,1433.39599609375,806.392028808594,NaN,NaN,NaN,NaN,1129.60803222656,869.661987304688,1209.98999023438,873.320983886719,1379.59094238281,876.052978515625,1503.76696777344,862.531005859375,1568.36401367188,872.182006835938,555.755004882812,486.160003662109,620.385009765625,500.531005859375,757.934997558594,525.93798828125,849.4169921875,496.079010009766,891.932006835938,500.542999267578
14,593.778991699219,896.822021484375,660.431030273438,896.68798828125,816.620971679688,907.914978027344,934.281982421875,886.690979003906,987.629028320312,897.130004882812,1247.09802246094,710.796020507812,1309.09594726562,736.280029296875,1432.8349609375,800.401000976562,1506.45495605469,864.043029785156,1563.98303222656,876.960998535156,1129.52795410156,869.460021972656,1210.44201660156,873.057983398438,1379.376953125,876.284973144531,1561.91198730469,838.617004394531,NaN,NaN,556.190002441406,484.907989501953,621.325988769531,499.410003662109,758.356018066406,528.510009765625,846.286987304688,496.859985351562,883.382995605469,496.260009765625
15,593.098022460938,894.268981933594,658.965026855469,895.900024414062,817.176025390625,909.992004394531,933.629028320312,885.484985351562,986.765991210938,891.494995117188,1246.09802246094,709.861022949219,1306.91796875,734.510986328125,1433.35095214844,794.9580078125,1508.88598632812,867.211975097656,1558.31103515625,883.015991210938,1129.53002929688,869.471008300781,1210.61901855469,873.726013183594,1379.08605957031,876.281005859375,1565.35705566406,839.036010742188,1585.91003417969,849.247009277344,556.539001464844,483.889007568359,621.492980957031,498.179992675781,757.211975097656,529.919982910156,846.262023925781,499.295013427734,887.018005371094,492.864013671875
16,593.831970214844,893.174011230469,658.544006347656,895.611022949219,814.708984375,911.580017089844,932.518981933594,885.2919921875,987.033996582031,884.283996582031,1244.18701171875,708.844970703125,1305.84301757812,731.340026855469,1435.24694824219,790.718994140625,1567.08605957031,839.39599609375,1589.05297851562,851.202026367188,1129.73596191406,869.132995605469,1210.93603515625,874.015991210938,1379.44604492188,876.820983886719,1508.94897460938,866.380004882812,1556.65600585938,882.655029296875,555.744995117188,482.985992431641,620.786987304688,497.283996582031,758,530.513977050781,849.734008789062,500.837005615234,889.60302734375,490.528015136719
17,592.754028320312,892.955993652344,658.02197265625,894.276000976562,816.073974609375,912.888000488281,931.231994628906,885.68701171875,985.950012207031,880.864990234375,1242.94396972656,706.533996582031,1302.79797363281,730.268005371094,1433.373046875,785.39697265625,1567.19604492188,841.31201171875,1586.28601074219,849.93798828125,1129.89294433594,869.193969726562,1212.34094238281,873.700012207031,1380.20202636719,876.935974121094,1509.30200195312,865.218017578125,1549.5400390625,886.794006347656,555.620971679688,482.777008056641,621.6259765625,496.161987304688,757.466003417969,531.025024414062,853.4990234375,503.816986083984,886.401000976562,488.156005859375
18,592.734008789062,892.828002929688,658.179992675781,894.135009765625,815.083984375,913.971984863281,931.190002441406,886.401977539062,982.814025878906,876.966003417969,1240.751953125,704.466003417969,1301.68994140625,727.200988769531,1436.61499023438,780.47998046875,1565.2060546875,841.265014648438,1588.25305175781,852.661010742188,1130.69396972656,868.094970703125,1213.16796875,874.6669921875,1380.65197753906,877.361022949219,1507.98901367188,861.328002929688,1544.59094238281,889.700012207031,555.505004882812,483.063995361328,623.340026855469,495.532989501953,756.840026855469,530.630981445312,849.409973144531,515.153991699219,874.825012207031,483.263000488281
19,591.637023925781,893.419006347656,657.827026367188,894.776977539062,815.010986328125,914.132019042969,931.439025878906,887.418029785156,981.906005859375,875.361022949219,1239.09399414062,702.213989257812,1300.39294433594,726.304016113281,1432.47497558594,773.015991210938,1565.13598632812,841.098999023438,1585.04895019531,850.935974121094,1130.998046875,867.715026855469,1213.82800292969,875.070007324219,1381.17895507812,877.013000488281,1507.73901367188,855.033020019531,1541.42797851562,890.02001953125,555.182006835938,483.209991455078,621.940002441406,494.351989746094,755.593017578125,528.989013671875,851.443969726562,521.210021972656,873.364013671875,484.809997558594
20,593.026977539062,891.802001953125,658.3759765625,893.635009765625,814.492004394531,914.447021484375,936.094970703125,887.138000488281,980.807006835938,873.257019042969,1237.15600585938,699.080017089844,1298.71801757812,724.619018554688,1431.55798339844,769.958984375,1507.72998046875,849.991027832031,1537.81396484375,884.314025878906,1131.48095703125,868.736999511719,1213.69897460938,874.726989746094,1381.51403808594,877.030029296875,1566.46398925781,841.885009765625,1588.43603515625,849.703002929688,554.909973144531,482.126007080078,619.986022949219,494.192993164062,756.080017089844,527.219970703125,848.471008300781,528.611022949219,873.931030273438,486.037994384766
21,592.760986328125,892.35400390625,655.492004394531,894.328002929688,814.2080078125,914.218994140625,935.476989746094,890.942016601562,979.239013671875,873.39501953125,1234.68994140625,696.431030273438,1297.57897949219,723.927001953125,1430.4580078125,766.205993652344,1510.18701171875,854.892028808594,1534.32995605469,880.6669921875,1131.91003417969,868.596984863281,1214.32397460938,874.489990234375,1382.03796386719,877.276000976562,1565.39404296875,842.807983398438,1586.541015625,849.7080078125,554.586975097656,482.618011474609,619.528015136719,493.421997070312,755.806030273438,526.284973144531,848.442993164062,534.046997070312,880.244995117188,515.536010742188
22,592.411010742188,891.156005859375,657.434020996094,894.067993164062,813.684997558594,913.85302734375,939.903991699219,894.192993164062,978.200988769531,873.536987304688,1234.92102050781,695.780029296875,1296.28405761719,722.526000976562,1430.85400390625,763.737976074219,1499.68701171875,827.580017089844,1532.11596679688,876.523010253906,1132.86206054688,868.531982421875,1214.79797363281,874.559020996094,1381.9150390625,877.163024902344,1565.31604003906,841.700988769531,1583.39294433594,849.945007324219,554.273010253906,481.813995361328,619.005981445312,493.454986572266,756.161010742188,524.379028320312,848.818969726562,538.992980957031,881.648986816406,517.151000976562
23,591.966003417969,892.619018554688,657.090026855469,894.038024902344,813.142028808594,912.953002929688,942.918029785156,897.2080078125,975.536010742188,874.357971191406,1233.18005371094,694.383972167969,1295.87805175781,721.245971679688,1429.46704101562,758.869995117188,1500.90905761719,819.591003417969,1552.79797363281,839.143005371094,1133.34802246094,868.614990234375,1215.73498535156,874.883972167969,1382.44995117188,877.588989257812,1566.78796386719,843.059020996094,1580.34899902344,850.747009277344,553.408996582031,484.236999511719,618.836975097656,491.605987548828,758.593994140625,520.674011230469,846.232971191406,544.838989257812,878.989013671875,516.112976074219
24,592.994995117188,892.348022460938,656.218994140625,895.322021484375,812.661010742188,911.059997558594,939.797973632812,907.273010253906,973.450988769531,875.008972167969,1232.72595214844,691.778015136719,1295.80505371094,718.664001464844,1427.83801269531,757.14501953125,1504.38000488281,813.581970214844,1569.36206054688,845.481018066406,1134.32495117188,868.705993652344,1216.4169921875,874.718017578125,1382.69104003906,877.778015136719,1501.09301757812,860.528015136719,1525.21398925781,852.383972167969,551.27099609375,483.394989013672,618.262023925781,491.220001220703,755.601989746094,517.221984863281,842.911987304688,548.476013183594,878.10400390625,539.176025390625
25,591.453979492188,890.924987792969,655.997985839844,894.213989257812,812.713989257812,910.1259765625,934.484008789062,917.955017089844,972.903015136719,882.684020996094,1231.123046875,689.6669921875,1294.48999023438,715.380981445312,1426.98205566406,754.986999511719,1502.92199707031,807.447998046875,NaN,NaN,1134.71899414062,868.2080078125,1216.89904785156,875.033020019531,1383.81604003906,878.523986816406,1505.77099609375,860.982971191406,1570.64599609375,846.52197265625,550.872985839844,485.164001464844,617.007019042969,490.907989501953,756.421020507812,515.656982421875,841.719970703125,548.171997070312,878.336975097656,537.346984863281
26,590.580993652344,891.380004882812,655.616027832031,894.377990722656,812.322998046875,907.263000488281,932.877990722656,922.559020996094,974.973999023438,889.653991699219,1229.98706054688,688.119018554688,1292.77404785156,713.661010742188,1426.83605957031,752.18701171875,1506.14196777344,803.804016113281,1551.88793945312,842.75,1135.33605957031,868.359008789062,1217.74304199219,875.2080078125,1384.71997070312,878.377990722656,1738.85595703125,454.609008789062,1751.96997070312,480.236999511719,549.075988769531,483.941986083984,615.380004882812,491.010009765625,754.784973144531,513.028991699219,838.106018066406,548.966979980469,876.268005371094,539.119995117188
27,592.223999023438,891.202026367188,656.77099609375,894.263977050781,812.734008789062,906.216979980469,931.669006347656,926.971008300781,977.294006347656,897.994995117188,1228.873046875,686.6669921875,1290.98803710938,711.932006835938,1425.19494628906,751.630004882812,1506.98498535156,797.716979980469,1562.7939453125,843.85302734375,1135.77502441406,868.151000976562,1218.05700683594,874.969970703125,1384.91796875,878.508972167969,1738.81799316406,454.593994140625,1750.21594238281,479.632995605469,548.310974121094,483.477996826172,614.612976074219,490.834014892578,754.539978027344,511.023986816406,837.31201171875,549.674987792969,872.632995605469,550.968994140625
28,589.721984863281,893.088989257812,656.859985351562,894.697998046875,812.073974609375,904.205993652344,929.557983398438,930.247985839844,977.591979980469,904.762023925781,1228.53503417969,685.47900390625,1289.876953125,709.898986816406,1423.76000976562,750.820983886719,1510.07897949219,794.841979980469,NaN,NaN,1136.28796386719,868.002990722656,1218.376953125,875.1669921875,1385.66101074219,878.494018554688,1507.39404296875,859.968017578125,1554.85498046875,841.661010742188,545.89599609375,484.539001464844,613.640014648438,491.325012207031,754.215026855469,508.962005615234,838.724975585938,548.325012207031,878.181030273438,546.742004394531
29,589.375,893.690979003906,656.695007324219,895.398010253906,811.596984863281,902.966003417969,929.456970214844,933.835021972656,979.2919921875,912.831970214844,1226.88305664062,682.377990722656,1289.76794433594,708.810974121094,1422.99401855469,749.783996582031,1509.41003417969,788.344970703125,NaN,NaN,1136.78503417969,868.327026367188,1218.86499023438,875.169982910156,1385.748046875,878.588989257812,1508.02099609375,859.505004882812,1558.31604003906,842.77001953125,545.921997070312,484.524993896484,612.950988769531,491.769989013672,753.341003417969,506.532989501953,838.544982910156,546.609008789062,876.692993164062,552.041015625
30,591.101013183594,893.698974609375,656.2490234375,895.078002929688,811.846984863281,899.601989746094,927.411987304688,935.581970214844,981.656982421875,920.820983886719,1226.52099609375,680.966979980469,1288.38305664062,706.869995117188,1422.38500976562,748.471984863281,1510.6669921875,784.052978515625,1563.57202148438,842.580993652344,1137.45495605469,868.539001464844,1219.28002929688,875.567016601562,1386.30700683594,878.684020996094,1510.22204589844,857.815002441406,NaN,NaN,546.088012695312,482.822998046875,612.598022460938,491.579010009766,753.219970703125,504.56201171875,841.861999511719,547.864013671875,877.22802734375,556.203979492188
31,590.857971191406,894.026000976562,657.664978027344,895.752990722656,811.379028320312,898.747985839844,927.293029785156,938.461975097656,980.695983886719,928.736999511719,1225.44604492188,679.296020507812,1286.99194335938,705.710021972656,1419.49096679688,746.966003417969,1511.81799316406,780.823974609375,1558.80004882812,825.982971191406,1137.99499511719,868.901000976562,1220.03295898438,876.218994140625,1386.85400390625,878.851013183594,1508.41101074219,858.35302734375,NaN,NaN,545.619018554688,482.498992919922,611.382995605469,491.342010498047,752.760009765625,503.657012939453,844.867004394531,546.935974121094,876.629028320312,555.10302734375
32,589.890014648438,894.559020996094,655.747985839844,896.114013671875,810.43798828125,896.366027832031,925.513000488281,939.304992675781,978.067016601562,933.570983886719,1225.20703125,676.255981445312,1286.47900390625,703.065002441406,1418.79602050781,745.882019042969,1513.80798339844,775.846984863281,1561.42797851562,818.418029785156,1138.71496582031,869.276000976562,1220.03601074219,876.755981445312,1388.67199707031,878.752014160156,1502.73901367188,861.898986816406,1570.28601074219,846.741027832031,544.758972167969,481.402008056641,611.205017089844,490.941009521484,753.367980957031,502.747009277344,846.442016601562,546.164978027344,875.765014648438,559.153015136719
33,590.52099609375,896.534973144531,654.693969726562,896.762023925781,810.835998535156,894.72900390625,925.197021484375,939.663024902344,975.486022949219,937.825988769531,1223.88403320312,674.307006835938,1285.67395019531,701.234985351562,1417.72399902344,745.054016113281,1514.96203613281,773.619995117188,1563.80700683594,804.419006347656,1139.54797363281,869.703002929688,1220.43994140625,877.151977539062,1389.43103027344,878.026000976562,1508.625,862.122009277344,1571.65002441406,848.392028808594,544.301025390625,481.003997802734,611.073974609375,490.898986816406,752.169982910156,502.601989746094,848.474975585938,542.906005859375,878.880004882812,564.116027832031
34,590.903015136719,898.440979003906,654.31201171875,896.642028808594,810.760986328125,892.885986328125,922.206970214844,938.265014648438,970.802978515625,938.252014160156,1222.96105957031,672.348022460938,1285.65295410156,698.955993652344,1415.82897949219,742.817993164062,1515.81701660156,771.140991210938,1566.30798339844,801.843017578125,1140.88195800781,871.039001464844,1221.27294921875,877.150024414062,1389.86499023438,877.512023925781,1507.76403808594,865.210021972656,1571.09094238281,849.848022460938,543.620971679688,480.303985595703,612.221008300781,490.428009033203,752.231018066406,501.877990722656,847.590026855469,539.471008300781,875.671020507812,562.14599609375
35,590.723022460938,898.969970703125,653.935974121094,898.182983398438,810.432983398438,891.234985351562,920.702026367188,937.065979003906,969.367004394531,940.39599609375,1222.24597167969,670.513000488281,1284.43103027344,697.232971191406,1414.33898925781,741.101013183594,1518.14294433594,769.844970703125,1568.49694824219,793.658996582031,1142.20703125,871.768981933594,1221.50903320312,877.010009765625,1390.26403808594,877.210021972656,1508.40600585938,869.14501953125,1571.14001464844,851.607971191406,543.565002441406,480.584014892578,610.763000488281,489.783996582031,751.919006347656,501.148986816406,846.291015625,529.307983398438,876.231994628906,559.263000488281
36,590.033020019531,898.973022460938,652.2490234375,898.844970703125,810.426025390625,891.025024414062,920.588989257812,935.065979003906,966.276000976562,942.517028808594,1219.92895507812,667.189025878906,1282.26501464844,693.463989257812,1414.06994628906,739.859008789062,1518.74194335938,766.77099609375,1568.15197753906,795.140014648438,1142.24096679688,872.968994140625,1222.72497558594,876.7490234375,1391.57995605469,876.14697265625,1507.9599609375,873.356994628906,1570.83801269531,854.867980957031,543.244995117188,480.569000244141,610.372985839844,488.683013916016,751.356994628906,500.308990478516,845.664978027344,523.505981445312,876.203979492188,554.643005371094
37,590.017028808594,898.9990234375,655.697021484375,897.47998046875,810.275024414062,891.02099609375,920.982971191406,934.127990722656,963.091979980469,946.164001464844,1220.30798339844,665.096984863281,1281.48400878906,691.466979980469,1413.91796875,739.039001464844,1517.94897460938,763.976989746094,1567.59704589844,785.578002929688,1143.03796386719,875.013977050781,1222.89501953125,877.534973144531,1393.32702636719,874.153015136719,1508.76794433594,877.35498046875,1572.51904296875,862.190002441406,542.734008789062,480.623992919922,609.848999023438,488.260009765625,751.046997070312,500.0830078125,849.882019042969,523.734985351562,877.536010742188,553.161987304688
38,588.64501953125,898.310974121094,653.960021972656,898.945983886719,809.182006835938,891.174011230469,921.72998046875,928.862976074219,949.640014648438,944.390014648438,1220.05798339844,664.026000976562,1281.46801757812,691.35498046875,1413.16394042969,738.286010742188,1519.80603027344,762.799011230469,1571.10095214844,777.927978515625,1143.96997070312,876.952026367188,1225.27197265625,879.211975097656,1394.06298828125,873.726013183594,1509.35400390625,880.158996582031,1571.59704589844,865.77099609375,542.788024902344,480.140014648438,609.531005859375,486.813995361328,750.065002441406,499.6669921875,850.379028320312,519.078979492188,878.489013671875,545.638000488281
39,589.867980957031,898.739013671875,653.960998535156,897.765991210938,808.390014648438,891.364013671875,918.1259765625,917.265014648438,945.14697265625,944.932983398438,1220.06396484375,663.018005371094,1280.72802734375,689.697021484375,1412.37194824219,736.802978515625,1515.5810546875,759.0830078125,1581.78100585938,778.914978027344,1144.76696777344,878.247985839844,1226.41796875,879.155029296875,1394.2509765625,871.864990234375,1512.13195800781,883.625,1571.25500488281,872.692016601562,542.684997558594,479.183013916016,610.64599609375,487.149993896484,750.833984375,500.27099609375,855.234985351562,518.655029296875,882.885009765625,542.666015625
40,589.361022949219,899.085021972656,653.7080078125,898.963989257812,808.015991210938,892.510986328125,921.109008789062,911.486022949219,950.794006347656,942.828979492188,1219.15600585938,663.35302734375,1281.57299804688,688.883972167969,1411.28894042969,735.718994140625,1514.65795898438,757.60400390625,1566.17797851562,769.169982910156,1145.59399414062,879.252990722656,1227.27795410156,880.122009277344,1395.08703613281,870.439025878906,1511.91198730469,884.906982421875,1571.43603515625,880.174987792969,542.073974609375,478.716003417969,610.193969726562,487.067993164062,750.195007324219,500.106994628906,850.580993652344,512.171020507812,886.705993652344,536.252990722656
41,587.408020019531,897.169006347656,652.742004394531,899.135986328125,808.39697265625,893.963989257812,921.471008300781,904.684020996094,956.408996582031,942.528991699219,1217.64001464844,664.390991210938,1281.65295410156,685.463989257812,1410.97302246094,735.947021484375,1513.40405273438,755.39599609375,1571.10498046875,764.986022949219,1146.2080078125,880.033020019531,1229.76904296875,880.044006347656,1394.88598632812,869.047973632812,1512.40795898438,886.390014648438,1571.83703613281,887.093017578125,541.859985351562,478.123992919922,610.205993652344,486.816009521484,750.763977050781,500.138000488281,846.52197265625,507.35400390625,883.263977050781,528.401000976562
42,588.171997070312,895.992004394531,653.578979492188,898.598022460938,807.875,896.775024414062,922.148986816406,899.531982421875,964.263000488281,939.39697265625,1215.1259765625,666.372009277344,1281.1669921875,683.476989746094,1410.1650390625,734.612976074219,1511.22595214844,754.580017089844,1574.82495117188,765.93798828125,1146.52294921875,880.413024902344,1229.83703613281,881.507995605469,1396.28698730469,866.893981933594,1510.86804199219,887.765991210938,1572.63903808594,891.898010253906,541.559020996094,478.007995605469,609.713012695312,485.901000976562,750.39501953125,500.933990478516,848.166015625,504.897003173828,886.06201171875,524.789001464844
43,586.504028320312,895.958984375,653.898010253906,898.388977050781,806.52197265625,898.799987792969,921.810974121094,894.297973632812,966.247985839844,929.703979492188,1214.18200683594,669.400024414062,1280.66796875,681.934020996094,1409.62097167969,733.502014160156,1506.85595703125,754.942993164062,1561.123046875,756.877990722656,1146.50805664062,880.340026855469,1230.71105957031,882.481018066406,1396.30603027344,865.060974121094,1508.35095214844,888.388977050781,1571.36694335938,897.838989257812,541.573974609375,477.790985107422,609.900024414062,485.843994140625,750.731018066406,501.286010742188,851.75,503.657989501953,892.156005859375,523.723022460938
44,588.320007324219,895.143005371094,650.419006347656,897.304992675781,806.413024902344,899.552001953125,921.809997558594,889.966979980469,969.861022949219,919.973999023438,1213.29296875,672.380004882812,1279.61694335938,681.197021484375,1410.85095214844,732.721008300781,1502.15600585938,759.306030273438,1581.18798828125,764.195983886719,1147.42395019531,880.664001464844,1231.791015625,882.518005371094,1397.37097167969,862.807006835938,1510.11804199219,888.210021972656,1571.18200683594,903.690002441406,541.419982910156,477.454986572266,609.369018554688,485.18701171875,750.869995117188,501.489990234375,846.601989746094,500.305999755859,885.732971191406,514.755004882812
45,586.861022949219,894.984985351562,652.987976074219,898.130004882812,806.012023925781,901.216003417969,922.97802734375,887.140991210938,972.390991210938,911.546997070312,1213.0439453125,677.669982910156,1279.01599121094,679.935974121094,1408.00903320312,727.607971191406,1498.53503417969,761.530029296875,1551.68103027344,751.836975097656,1148.416015625,881.328979492188,1232.32897949219,883.525024414062,1397.82104492188,861.633972167969,1509.97900390625,887.335021972656,1572.11999511719,907.513977050781,541.22998046875,477.007995605469,609.539001464844,484.955993652344,751.315002441406,501.889007568359,847.567993164062,499.023986816406,889.419006347656,512.560974121094
