pt1_X,pt1_Y,pt2_X,pt2_Y,pt3_X,pt3_Y,pt4_X,pt4_Y,pt5_X,pt5_Y
1228.030000,702.190000,1270.290000,701.060000,1358.522620,699.224510,1402.011178,694.243135,1436.585080,682.105413
1228.000000,702.240000,1270.210000,701.000000,1358.522620,699.527568,1402.011178,694.647608,1437.241914,684.025864
1227.970000,702.270000,1270.120000,700.950000,1358.522620,699.527568,1402.011178,694.748726,1437.898748,685.946314
1227.960000,702.270000,1270.130000,700.910000,1358.522620,699.224510,1402.011178,694.445371,1438.555581,687.692178
1227.960000,702.300000,1270.130000,700.910000,1359.916164,692.961318,1402.264798,692.625245,1438.555581,687.692178
1227.970000,702.290000,1270.040000,700.950000,1360.169535,691.648067,1402.645227,691.209591,1438.774526,688.739697
1227.960000,702.280000,1275.054491,700.042456,1360.169535,690.738894,1402.898847,690.198409,1438.774526,688.739697
1228.030000,702.140000,1276.144485,698.443961,1360.169535,690.536856,1403.152466,689.389464,1437.241914,689.438043
1229.200709,702.122428,1276.144485,698.443961,1360.549593,689.425644,1403.532896,688.580519,1435.271413,691.009320
1229.120000,701.980000,1276.144485,698.443961,1360.549593,688.718509,1404.166945,687.063747,1432.863022,690.136388
1229.030000,701.960000,1276.144485,698.443961,1360.549593,688.213413,1404.420565,685.546975,1432.206188,689.438043
1229.070000,701.850000,1276.144485,698.443961,1360.802964,688.011375,1404.420565,684.636911,1431.330410,688.215938
1229.120000,701.670000,1277.390192,697.214348,1360.802964,687.203221,1404.420565,683.524612,1431.768299,685.771728
1229.140000,701.610000,1277.390192,696.845465,1360.549593,686.395067,1404.420565,683.120139,1431.987244,683.502104
1229.140000,701.550000,1277.234479,696.230659,1360.549593,685.687932,1404.166945,679.479886,1432.425133,682.279999
1229.150000,701.410000,1277.390192,695.369930,1360.422907,685.081817,1404.166945,677.356405,1432.863022,681.232481
1229.870000,696.670000,1277.545906,694.386241,1371.064512,684.879778,1404.166945,676.951932,1433.519856,679.137444
1230.150000,695.750000,1277.701619,693.771435,1369.924340,685.081817,1403.406086,674.929570,1435.052468,674.598197
1230.730000,694.950000,1278.013046,693.156629,1369.797654,685.182836,1402.645227,673.918388,1435.271413,672.852333
1230.840000,694.250000,1278.013046,693.033668,1369.670969,686.496086,1402.645227,673.918388,1433.300911,667.265567
1230.940000,693.720000,1278.791613,692.541823,1369.797654,687.607298,1402.898847,675.839633,1428.922019,664.297598
1231.000000,692.920000,1278.947326,692.418861,1369.797654,687.607298,1403.279276,676.951932,1428.046241,663.250080
1231.070000,692.460000,1281.438741,691.927017,1369.797654,688.011375,1403.532896,677.760878,1423.448404,662.377147
1231.100000,692.010000,1281.438741,691.927017,1372.204684,690.536856,1403.786516,678.468705,1423.448404,662.377147
1231.210000,691.840000,1281.438741,691.927017,1372.584742,691.041952,1404.420565,681.603367,1423.010515,662.377147
1231.320000,691.580000,1281.905882,690.820366,1373.598228,692.557241,1404.800994,683.524612,1423.667349,665.170530
1231.400000,691.580000,1281.905882,690.820366,1373.724914,692.961318,1405.054614,684.535793,1425.199961,667.265567
1231.590000,691.600000,1282.217308,690.697405,1373.724914,693.062337,1406.449522,689.086110,1428.484130,671.281055
1232.170000,692.030000,1282.995876,690.697405,1374.104971,693.567433,1407.083571,691.209591,1431.768299,675.471129
1232.800000,692.280000,1282.995876,690.697405,1375.371829,695.082722,1407.971239,694.040899,1432.863022,679.661203
1232.830000,692.690000,1284.397296,691.435172,1376.005258,695.688837,1408.858908,696.467734,1433.957745,684.375036
1232.840000,693.200000,1284.708723,691.927017,1376.385315,694.678645,1408.858908,696.771089,1436.585080,690.310975
1233.010000,693.640000,1285.020150,692.541823,1376.385315,694.476606,1409.492957,698.085625,1437.241914,692.056839
1233.140000,694.090000,1285.020150,692.541823,1376.765372,693.163356,1409.619767,698.287861,1437.679803,694.675635
1233.260000,694.490000,1285.331577,693.525512,1376.765372,692.961318,1410.127006,697.478916,1437.898748,695.548567
1233.540000,695.320000,1285.487290,693.771435,1376.892058,692.759279,1409.746577,693.434190,1438.336637,696.421499
1234.220000,696.390000,1286.110144,694.263280,1377.398801,691.648067,1409.746577,692.119654,1438.336637,697.294432
1234.990000,697.180000,1286.577284,694.755124,1378.032230,689.122586,1409.746577,691.614063,1438.555581,698.341950
1235.680000,697.770000,1286.888711,695.369930,1378.032230,689.122586,1410.127006,689.591700,1438.336637,699.040296
1235.890000,697.970000,1287.044425,695.369930,1378.158916,688.112394,1410.253816,687.164865,1437.241914,699.040296
1236.190000,698.200000,1287.044425,695.492892,1378.158916,686.092009,1410.253816,686.558156,1436.804025,697.469018
1236.490000,698.320000,1288.912986,695.738814,1378.538973,685.586913,1410.887865,684.434675,1438.336637,694.501049
1237.080000,698.120000,1289.691553,695.984736,1378.919031,685.182836,1411.395104,683.524612,1439.431360,693.802703
1237.930000,697.750000,1289.847266,696.107698,1379.172402,685.182836,1411.775534,681.097776,1440.745027,692.231425
1238.480000,697.140000,1290.470120,696.845465,1380.185888,686.092009,1410.887865,678.974295,1443.372363,691.009320
1238.760000,696.790000,1290.937260,697.460271,1380.439260,686.496086,1410.127006,678.468705,1446.218642,688.565111
1238.960000,696.310000,1291.404401,697.583232,1380.692631,687.102202,1409.873386,678.468705,1448.189144,684.724209
1239.190000,695.850000,1291.560114,697.583232,1381.959489,689.021567,1409.746577,680.592186,1448.845977,680.708722
1239.490000,695.040000,1292.027254,697.460271,1381.959489,689.627683,1410.761055,683.322376,1448.627033,677.216993
1240.110000,694.200000,1292.027254,696.968426,1382.339547,690.536856,1411.648724,686.153684,1448.189144,675.121956
1240.910000,693.680000,1292.027254,696.722504,1382.972975,691.648067,1412.409583,688.479401,1448.189144,673.550678
1241.510000,693.390000,1292.805822,696.230659,1383.099661,692.961318,1412.663202,689.591700,1443.153418,671.281055
1241.900000,693.290000,1292.961535,696.230659,1383.353033,693.567433,1413.297251,693.636426,1443.153418,671.281055
1242.310000,693.220000,1293.740102,695.984736,1383.606404,694.779664,1413.931300,696.669971,1445.342864,674.598197
1242.990000,693.590000,1294.051529,695.984736,1384.366519,697.608203,1414.565350,698.186743,1446.656532,677.042407
1244.100000,694.470000,1294.362956,695.738814,1384.873262,698.719414,1415.579828,701.624760,1450.597534,687.343006
1244.790000,695.370000,1294.674383,695.615853,1385.760063,700.032664,1416.467497,704.051595,1452.130146,691.183907
1245.550000,696.070000,1295.920090,694.878086,1386.520177,700.739799,1416.467497,705.062777,1454.757482,695.548567
1245.780000,696.880000,1296.387230,694.878086,1387.406978,701.749991,1416.467497,706.073958,1456.946928,699.738641
1246.080000,698.070000,1300.591493,694.878086,1388.040407,703.265280,1416.467497,708.197439,1457.384817,704.452475
1246.360000,699.110000,1300.591493,694.878086,1388.800521,701.749991,1416.467497,708.298557,1456.071149,710.213827
1247.140000,700.170000,1300.747206,694.755124,1388.800521,701.143876,1416.467497,708.298557,1454.319592,713.530969
1247.910000,701.120000,1302.148627,694.509202,1388.800521,700.335722,1416.467497,708.197439,1453.005925,715.276833
1248.600000,701.920000,1302.927194,694.386241,1388.800521,699.123491,1417.101546,703.141532,1450.378590,717.371870
1248.790000,702.290000,1303.082908,694.386241,1388.927207,698.517376,1417.228356,701.725878,1447.313365,718.070216
1248.900000,702.590000,1304.484329,694.386241,1389.053893,697.103106,1417.228356,700.310224,1446.437587,718.244802
1249.010000,702.340000,1304.951469,694.386241,1389.053893,695.587818,1417.101546,698.490097,1444.904975,718.244802
1249.120000,701.980000,1306.041463,694.878086,1389.053893,694.678645,1417.101546,696.568852,1444.467086,717.546456
1249.150000,701.650000,1306.352890,695.001047,1389.053893,694.173548,1417.101546,694.748726,1444.904975,714.753074
1249.400000,700.790000,1306.820030,695.001047,1389.053893,693.264375,1416.594307,691.007354,1447.532310,708.817135
1250.050000,699.850000,1309.155731,695.615853,1389.053893,692.456221,1416.467497,689.591700,1454.100648,704.277888
1250.720000,698.300000,1309.311445,695.738814,1387.533663,692.254183,1416.087067,688.176046,1456.071149,697.818191
1250.670000,696.750000,1309.311445,695.738814,1387.533663,692.153164,1416.087067,687.973810,1458.041650,692.929771
1250.650000,694.800000,1309.622872,696.353620,1388.040407,691.142971,1416.087067,689.591700,1459.136373,690.485561
1250.770000,693.790000,1309.622872,696.599542,1388.673835,693.971510,1416.467497,693.939781,1460.231096,688.390524
1250.950000,692.630000,1309.934299,696.722504,1389.307264,696.092914,1416.467497,695.153198,1460.887930,685.073382
1251.590000,690.950000,1310.090012,696.845465,1389.940693,697.507183,1417.101546,698.692333,1461.544764,682.105413
1251.880000,689.860000,1310.090012,696.845465,1390.320751,699.123491,1417.101546,701.220287,1461.544764,682.105413
1251.910000,689.290000,1310.090012,696.845465,1390.574122,700.133684,1417.355165,703.647122,1458.698484,680.708722
1251.860000,689.010000,1310.090012,696.845465,1390.700808,701.244895,1417.735595,704.860540,1458.698484,680.708722
1251.750000,689.030000,1310.090012,696.845465,1390.700808,702.861203,1417.862405,705.265013,1461.325819,690.834734
1251.800000,689.170000,1309.934299,696.845465,1390.700808,703.871395,1418.116024,705.770604,1461.325819,694.675635
1251.850000,689.630000,1307.598597,694.140318,1390.700808,704.881588,1418.116024,705.770604,1461.544764,696.421499
1251.700000,690.090000,1307.287170,693.525512,1391.334237,701.547953,1418.116024,705.770604,1462.420542,700.786160
1251.650000,690.790000,1306.975743,692.541823,1391.334237,701.547953,1418.116024,704.557186,1461.544764,710.213827
1251.670000,691.070000,1306.820030,692.049978,1391.967666,700.638780,1418.369644,703.748241,1460.668986,715.276833
1251.590000,691.520000,1306.820030,691.804055,1392.221037,698.820433,1419.003693,701.725878,1459.355318,717.197284
1251.400000,692.070000,1306.820030,691.804055,1391.967666,697.204126,1419.384122,700.815814,1456.290094,719.816080
1251.040000,692.570000,1306.820030,691.804055,1391.967666,696.800049,1419.764552,699.804633,1452.786980,720.863598
1251.030000,692.680000,1306.820030,691.804055,1391.967666,695.789856,1420.271791,697.074443,1450.378590,721.038185
1251.050000,692.690000,1306.508603,689.467793,1391.840980,694.981702,1420.905840,695.153198,1448.627033,720.863598
1251.060000,692.430000,1306.041463,688.361142,1391.840980,693.264375,1421.920319,692.220772,1449.283867,715.800592
1251.190000,691.780000,1306.041463,688.361142,1391.207551,691.446029,1422.934797,688.176046,1453.881703,710.388413
1251.200000,691.130000,1304.017188,686.393762,1390.827494,682.556336,1425.597803,677.861996,1457.384817,704.801648
1251.210000,690.240000,1303.861475,686.393762,1390.827494,678.313528,1423.822466,672.907207,1459.136373,700.786160
1251.140000,688.950000,1303.705761,686.147840,1390.574122,677.505374,1425.978233,670.884844,1460.231096,698.167364
1250.940000,687.760000,1303.705761,686.147840,1389.560636,676.798239,1425.231573,668.577189,1462.858432,692.929771
1250.790000,686.860000,1303.705761,686.147840,1389.433950,676.596201,1424.123239,667.482978,1465.923656,683.502104
1250.730000,685.850000,1303.705761,686.147840,1389.433950,677.000278,1423.595461,665.841662,1448.189144,666.043462
1250.240000,684.660000,1303.705761,686.147840,1390.194065,678.515566,1422.592682,663.737410,1442.058695,664.123012
1249.560000,683.550000,1303.705761,686.147840,1391.207551,680.636970,1422.539904,663.611155,1433.957745,662.900907
1248.920000,682.600000,1303.705761,686.147840,1391.207551,681.546143,1421.748237,665.631237,1429.797798,664.123012
1248.300000,682.260000,1303.705761,686.147840,1391.207551,681.950220,1421.748237,665.631237,1429.578853,666.916394
1248.290000,681.850000,1303.705761,685.041189,1391.334237,682.657355,1422.803793,667.482978,1429.578853,670.408123
1248.620000,681.000000,1303.394335,684.057500,1391.334237,682.657355,1423.859350,669.208465,1429.578853,673.550678
1249.310000,680.140000,1303.238621,683.934538,1391.334237,682.657355,1424.387128,670.891867,1430.016742,677.042407
1249.580000,679.890000,1303.238621,683.934538,1391.460923,683.061432,1425.706574,672.701523,1430.673576,678.962857
1249.300000,680.010000,1303.238621,683.934538,1391.967666,684.475701,1427.395464,674.805775,1430.892521,681.581654
1248.850000,680.230000,1303.238621,677.786478,1392.474409,685.687932,1429.453799,676.741687,1431.111465,684.200450
1248.210000,680.560000,1303.082908,677.540556,1393.107838,687.607298,1430.509356,677.709643,1431.330410,685.597141
1247.920000,680.960000,1303.082908,677.540556,1393.107838,686.193028,1433.095470,681.371041,1431.330410,689.088870
1247.630000,681.190000,1301.681487,677.663517,1393.107838,687.506279,1426.918581,687.697354,1430.892521,691.707666
1246.940000,681.630000,1301.681487,677.663517,1392.601095,685.990990,1423.888160,688.474073,1430.235687,693.628117
1246.360000,681.780000,1300.902920,677.663517,1392.601095,685.182836,1423.347014,688.991885,1429.578853,695.199395
1246.090000,681.900000,1298.722932,677.909439,1392.601095,684.374682,1423.347014,688.991885,1428.484130,696.246913
1245.840000,681.940000,1298.411505,677.786478,1392.601095,683.566528,1422.264720,688.215167,1428.484130,694.675635
1245.620000,681.920000,1297.010084,677.909439,1391.967666,681.950220,1421.398886,688.128865,1428.484130,693.453530
1244.700000,681.340000,1296.387230,677.909439,1390.574122,678.818624,1421.290656,685.453501,1428.046241,692.755185
1243.770000,680.840000,1295.452950,677.786478,1390.320751,678.111489,1421.723574,684.245272,1428.046241,689.088870
1242.960000,680.060000,1295.141523,677.786478,1388.673835,675.990085,1422.048262,682.087721,1428.484130,686.644660
1242.370000,679.180000,1294.674383,677.663517,1388.293778,675.586008,1422.048262,682.087721,1428.484130,685.073382
1242.290000,678.990000,1294.362956,677.540556,1387.533663,674.878874,1422.589408,680.620586,1428.484130,683.327518
1242.130000,678.820000,1293.272962,677.171672,1386.140120,674.373777,1422.481179,678.204128,1428.046241,680.534135
1242.040000,678.510000,1294.051529,675.942060,1385.506691,673.969700,1422.481179,677.341107,1428.046241,679.137444
1241.880000,677.920000,1294.051529,675.942060,1384.614670,672.090335,1423.130555,672.939703,1428.046241,677.391580
1241.690000,677.330000,1294.051529,675.819099,1384.614670,672.090335,1423.563472,670.350641,1428.046241,675.296543
1241.760000,676.650000,1293.895815,675.081332,1384.614670,672.090335,1423.671701,666.984861,1428.484130,668.313086
1241.140000,673.070000,1293.117248,674.835409,1384.739651,673.585229,1423.671701,666.984861,1428.046241,666.392635
1240.760000,672.200000,1292.338681,674.589487,1384.739651,675.080122,1423.671701,666.984861,1427.608352,665.170530
1240.420000,671.340000,1292.338681,674.589487,1384.614670,675.578420,1423.671701,665.690330,1427.389407,664.123012
1239.820000,669.020000,1292.182968,674.097642,1384.614670,676.076718,1423.671701,665.604028,1425.418906,662.900907
1239.510000,666.040000,1292.027254,673.359875,1384.614670,676.575015,1422.589408,667.847881,1425.418906,663.250080
1239.410000,664.900000,1292.027254,673.359875,1384.614670,676.575015,1422.481179,669.487620,1426.294684,666.916394
1239.370000,664.230000,1291.560114,672.622108,1384.114748,678.069909,1422.481179,670.264339,1426.732573,670.058950
1239.270000,663.680000,1291.248687,671.638418,1383.989767,678.169568,1422.481179,675.183556,1426.732573,673.550678
1239.300000,662.990000,1289.691553,669.056233,1383.989767,679.465143,1422.481179,675.615066,1426.951518,676.867820
1239.310000,662.760000,1289.691553,668.687349,1383.864787,680.461738,1425.186912,681.483606,1426.951518,679.835790
1239.320000,662.040000,1289.847266,666.719970,1383.739806,681.657653,1425.728058,685.021991,1427.389407,683.327518
1239.490000,661.520000,1290.002980,665.490358,1383.489845,682.056291,1425.836288,686.834334,1427.827296,690.136388
1239.810000,661.470000,1290.158693,664.014823,1383.114903,683.351865,1426.269205,688.215167,1428.046241,693.628117
1239.800000,661.330000,1290.470120,662.785211,1382.739961,683.949823,1426.918581,690.545322,1428.046241,698.691123
1239.840000,661.820000,1290.470120,662.785211,1382.739961,683.949823,1419.342529,693.824800,1428.046241,700.786160
1239.850000,662.210000,1290.470120,662.785211,1382.739961,683.650844,1418.476694,695.378238,1427.827296,704.103302
1239.910000,662.480000,1290.470120,662.293366,1382.614980,681.657653,1413.084475,698.251477,1427.389407,704.976234
1239.970000,662.500000,1290.937260,661.678560,1382.614980,680.860376,1413.961280,696.899758,1426.294684,706.198339
1240.050000,662.570000,1291.248687,661.555599,1382.614980,680.162760,1414.487363,694.988708,1425.199961,706.722098
1240.130000,662.210000,1291.248687,661.186715,1383.114903,678.867185,1415.013447,694.242932,1424.105238,706.722098
1240.240000,661.900000,1291.248687,660.571909,1385.864477,672.588633,1416.299428,692.658159,1425.418906,704.277888
1240.380000,661.260000,1291.248687,660.448948,1386.239419,671.492378,1417.234687,691.259829,1430.235687,699.738641
1240.860000,659.760000,1291.560114,658.727491,1386.614361,670.196804,1418.053039,689.628445,1431.768299,699.040296
1241.000000,658.700000,1293.117248,658.112685,1388.239109,667.705315,1419.572836,685.852955,1431.768299,699.040296
1242.535901,656.403180,1294.051529,657.866763,1388.364090,667.505996,1417.938736,673.253528,1436.147191,697.294432
1242.655150,654.802343,1294.362956,657.497879,1388.739031,666.708719,1419.236243,664.976477,1437.679803,694.675635
1243.012898,653.107340,1297.996734,655.804283,1389.113973,665.612464,1418.371238,660.768976,1439.869249,688.390524
1243.012898,653.107340,1297.996734,655.804283,1389.738876,663.718933,1417.938736,659.527419,1440.745027,682.454586
1243.847643,652.448172,1298.209611,655.468081,1391.613586,660.629486,1417.938736,659.527419,1439.431360,664.123012
1243.489895,650.847336,1299.486871,653.955173,1392.238489,659.632891,1416.727731,658.009959,1435.052468,656.790382
1244.205391,647.928164,1299.699748,653.787072,1392.488450,658.735955,1416.208728,655.250942,1433.957745,653.822413
1244.801638,646.421494,1299.061118,652.610365,1391.599130,656.267427,1410.127194,655.957906,1430.892521,652.600308
1245.636384,644.632324,1299.061118,652.442264,1391.599130,655.824996,1414.442464,650.581350,1429.649196,650.461562
1245.874882,643.784823,1299.061118,650.761254,1391.807196,654.884828,1414.442464,650.581350,1427.786216,648.846844
1245.874882,643.784823,1299.061118,650.088850,1391.807196,654.774220,1414.442464,650.581350,1425.194244,646.521651
1246.471129,640.865650,1299.061118,649.584547,1391.529775,656.156819,1416.869803,648.215665,1424.951246,646.457062
1246.232630,639.735648,1299.273994,648.744042,1391.876551,654.940132,1414.442464,657.893466,1425.032245,652.011691
1246.232630,639.358981,1299.273994,648.239739,1391.876551,654.331788,1414.172759,657.893466,1425.761238,655.887013
1246.828877,638.417312,1299.061118,647.399234,1391.876551,654.331788,1413.093942,657.893466,1425.761238,659.051860
1247.663622,638.040645,1299.061118,647.063032,1391.854085,653.010918,1412.824238,657.893466,1424.951246,662.410473
1249.213864,638.040645,1299.061118,646.558729,1391.854085,653.010918,1410.127194,653.807283,1423.736259,657.372554
1249.452362,638.040645,1299.061118,645.886325,1392.008034,650.862633,1410.127194,653.807283,1423.817258,655.564070
1249.452362,638.040645,1299.061118,645.382022,1392.008034,650.003320,1413.363646,651.656661,1423.898258,654.853594
1250.048609,637.569811,1299.061118,644.877719,1392.008034,649.144006,1413.633351,647.355416,1423.088266,652.915933
1250.644856,637.004810,1299.061118,644.037214,1391.931059,647.916415,1413.363646,647.355416,1422.683271,652.011691
1251.598850,636.533976,1299.061118,642.524306,1391.623161,646.197787,1413.363646,647.355416,1422.602271,650.138618
1251.956598,635.968974,1299.486871,641.179498,1391.623161,645.092955,1414.172759,642.624046,1423.007267,648.782256
1253.179346,633.452997,1301.206449,635.635539,1392.315932,643.435707,1413.633351,642.193922,1423.574261,646.198707
1252.591788,632.937471,1300.833095,634.161420,1393.085679,642.330875,1412.824238,636.172179,1424.384252,641.871264
1253.832188,631.700209,1301.206449,632.097653,1394.425884,630.891148,1412.284829,634.236618,1424.951246,639.029361
1254.550315,631.081579,1301.393126,631.802829,1395.849732,628.756641,1412.015125,627.784751,1426.004235,632.958022
1254.942020,630.411395,1302.513187,630.623534,1396.533179,626.077152,1411.745420,627.784751,1428.172881,627.905650
1255.203157,629.638107,1303.446572,629.591651,1396.704041,625.123436,1412.284829,624.773879,1425.246192,622.601692
1255.790715,628.710161,1308.113494,626.348588,1396.988811,624.533040,1412.824238,620.687697,1423.915879,618.995000
1255.944473,621.300146,1308.113494,625.316705,1397.615304,622.671023,1412.824238,620.687697,1422.585566,617.722050
1258.930789,618.590742,1308.860201,621.778819,1397.558350,621.399402,1411.745420,619.397323,1421.787378,616.236942
1260.582794,616.282731,1310.540293,620.157288,1396.704041,619.537384,1411.745420,618.106950,1421.521315,613.478883
1261.853567,614.225591,1312.033709,616.766814,1396.134502,618.220348,1411.745420,618.106950,1421.255253,610.508667
1263.060801,612.519670,1312.967093,615.734930,1397.220314,616.935981,1411.745420,618.106950,1421.255253,610.508667
1264.268035,610.763575,1314.647185,614.113399,1396.714628,617.540833,1411.745420,618.106950,1421.255253,610.508667
1265.030499,609.760092,1316.140600,611.312573,1396.630347,617.070393,1411.745420,618.106950,1422.585566,609.235717
1266.555426,608.756609,1317.260661,609.985865,1396.630347,616.868776,1418.488029,617.031638,1424.448004,613.478883
1268.525124,610.412356,1317.634015,609.838453,1396.883190,616.599953,1418.488029,617.031638,1425.246192,617.722050
1269.922975,609.208176,1320.060815,607.479863,1398.315967,615.054222,1418.488029,616.171389,1425.246192,618.782842
1270.240668,607.903649,1320.247492,607.037627,1399.748744,613.374080,1418.488029,615.311140,1429.237131,617.297733
1270.876054,607.702952,1322.674291,606.005744,1400.422992,612.029967,1419.566846,614.020767,1431.365632,616.449100
1272.591598,608.254868,1323.607676,605.563508,1401.012959,609.879385,1420.375960,612.945456,1435.888697,613.054567
1272.909291,608.054171,1324.541060,604.826448,1402.108612,604.032491,1424.151820,608.644211,1441.742074,611.569458
1273.862371,607.953823,1325.101091,603.794565,1403.263728,597.345098,1431.703542,604.127903,1456.375518,613.266725
1277.102841,607.151036,1325.474445,603.352329,1405.157912,593.932662,1436.018812,598.966409,1462.494958,612.418092
1279.835003,605.043722,1330.141367,601.878210,1408.287170,590.141425,1447.885804,591.009106,1466.485898,609.872192
1280.190032,604.009528,1332.381490,601.141150,1408.549955,589.617564,1444.109943,586.922923,1468.082273,602.870967
1283.103658,603.107259,1334.808289,600.551503,1409.601092,588.360299,1444.109943,586.922923,1471.008962,596.081900
1282.132449,602.836579,1337.608442,599.667031,1408.846580,585.344732,1443.840238,584.127114,1469.678649,584.837509
1283.560697,602.114764,1339.475211,598.045500,1410.815240,584.385404,1444.649351,579.395744,1470.476837,577.199809
1284.988946,600.851588,1343.208749,596.129145,1413.440120,582.205113,1444.649351,577.245122,1468.552939,567.031285
1285.960155,599.994433,1344.142134,595.244673,1413.549490,581.943478,1444.649351,576.599935,1467.371773,565.147560
1289.559340,594.490596,1346.008902,593.770554,1413.877600,584.036557,1444.649351,576.599935,1464.123564,561.380110
