pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y,pt4_cam1_X,pt4_cam1_Y,pt4_cam2_X,pt4_cam2_Y,pt5_cam1_X,pt5_cam1_Y,pt5_cam2_X,pt5_cam2_Y,pt6_cam1_X,pt6_cam1_Y,pt6_cam2_X,pt6_cam2_Y,pt7_cam1_X,pt7_cam1_Y,pt7_cam2_X,pt7_cam2_Y,pt8_cam1_X,pt8_cam1_Y,pt8_cam2_X,pt8_cam2_Y,pt9_cam1_X,pt9_cam1_Y,pt9_cam2_X,pt9_cam2_Y,pt10_cam1_X,pt10_cam1_Y,pt10_cam2_X,pt10_cam2_Y,pt11_cam1_X,pt11_cam1_Y,pt11_cam2_X,pt11_cam2_Y,pt12_cam1_X,pt12_cam1_Y,pt12_cam2_X,pt12_cam2_Y
351.3656,429.6766,351.3829,429.8977,367.7533,460.8775,367.8183,473.9209,181.5460,399.4474,181.2503,399.8188,81.4275,399.5948,81.5247,399.3408,396.1574,389.8125,396.4942,389.6992,251.3848,414.6353,251.5776,414.9055,246.4445,439.5430,246.7127,439.5687,211.4607,407.5080,211.2897,407.5842,206.5351,434.8653,206.5356,434.5240,231.5862,359.7064,231.4326,359.9921,396.6537,409.8593,396.4016,409.7458,357.3953,375.7481,357.6229,389.1820
351.5058,429.7361,351.4022,429.4504,367.0033,460.2528,366.9116,472.6087,181.2130,399.3837,181.1776,399.5368,81.0656,399.5809,81.3348,399.5787,396.4615,389.6923,396.2650,389.6178,251.4134,414.5338,251.4067,414.4184,246.0690,439.7407,246.1740,439.6005,211.3116,407.8409,211.4330,407.8223,206.3769,434.5476,206.4448,434.6026,231.3325,359.6412,231.0577,359.4534,396.2883,409.5967,396.2591,409.4356,356.8005,375.4872,357.3178,387.5603
350.7741,429.0265,351.0188,429.1926,366.0912,459.8033,366.1670,470.5509,181.0550,399.4560,181.3048,399.1798,81.0972,399.3892,81.0288,399.4537,396.2383,389.3079,396.4534,389.5348,251.1125,414.4478,251.1582,414.2816,246.2411,439.4646,246.1828,439.4886,211.0265,407.1591,211.2461,407.1821,206.1707,434.1688,206.1080,434.1663,230.8195,359.5870,230.9734,359.4142,396.2618,409.3616,396.2554,409.5621,355.7465,374.6331,356.1511,385.4214
350.8972,429.2558,351.0324,429.4467,365.1483,458.6156,365.0801,467.7873,180.8062,399.6212,180.9367,399.2291,81.2537,399.1256,81.1071,399.2433,396.0900,389.3949,396.1664,389.1736,250.8529,414.1800,251.1057,414.0612,246.2139,439.4885,245.8867,439.1569,211.2715,407.0776,211.1294,407.5317,205.9442,434.1336,206.2113,433.9702,230.9467,359.3592,230.9238,359.3745,395.7674,409.3361,395.9792,409.0246,354.8983,373.9138,354.9366,382.8834
350.8556,429.0581,350.4877,429.1032,364.1181,457.8984,363.8171,464.5401,180.8620,399.2771,180.4721,399.0228,80.6512,398.7645,80.8295,398.8624,395.9373,389.1253,395.4642,389.2721,250.8635,414.2570,250.9898,414.2505,245.7089,439.1889,245.6493,439.1048,210.7092,406.9839,211.1101,407.0002,205.7042,433.8568,205.5320,434.0687,230.6166,359.3277,230.4999,359.2891,395.6274,409.1144,395.8197,409.2718,353.6380,372.7949,354.0886,379.7484
350.4676,428.8553,350.4218,429.0879,362.6627,456.7725,362.4014,461.1134,180.4210,398.6802,180.2699,399.1094,80.6143,398.9547,80.4765,399.0062,395.3747,389.0082,395.5840,388.7655,250.5055,414.2901,250.6992,413.9816,245.6217,438.7024,245.4576,438.9886,210.6242,407.1003,210.7487,407.0932,205.5339,434.1330,205.1922,434.0004,230.3363,359.1977,230.3160,359.3150,395.6507,409.1803,395.3910,409.0013,352.6324,371.8047,352.4998,376.2170
350.2286,429.1467,350.0875,428.9728,360.8182,455.6561,360.9577,457.5614,180.2692,399.0841,180.2070,398.8001,79.9413,399.0123,80.2860,398.9535,395.2621,388.8594,395.2924,389.1665,249.7763,414.0924,250.4483,413.9089,245.1885,439.0265,245.0695,438.9683,210.3639,407.1957,210.2807,406.7728,205.2570,433.8930,205.1112,434.2230,230.2298,358.8681,230.0916,359.0330,395.2580,408.9560,395.3698,409.0346,350.9205,370.9618,351.1218,372.3298
349.9814,428.8092,350.0330,429.1266,359.4529,454.6413,359.5970,453.5939,179.9255,399.0102,180.0252,399.0055,79.9988,398.9525,79.9964,399.0867,395.1083,389.1203,395.2447,389.3053,249.8411,413.7997,249.8103,413.9406,244.9770,439.1998,245.4519,438.9872,209.9081,406.8805,209.9536,406.9895,204.8835,434.1106,205.0190,433.8864,229.9977,358.8238,229.6228,358.8680,394.9868,408.9837,394.4983,408.9503,349.3481,369.4177,349.6985,368.9135
349.7520,429.1070,349.6793,429.2530,357.9315,453.5591,358.0989,449.8675,179.4944,399.0094,179.8640,398.7596,79.5377,398.9004,79.7467,399.1633,394.6354,389.0551,394.7337,388.9541,249.5973,413.9098,249.7927,414.0714,244.7105,438.9903,244.7086,438.9234,209.6004,407.2688,209.8667,407.2823,204.6564,433.9326,204.4683,434.2501,229.6442,359.2054,229.8677,359.1508,394.4029,409.1709,394.5989,409.1889,348.0634,368.3999,347.7337,365.0632
349.5190,429.3847,349.6627,429.2117,356.6448,452.1360,356.7008,446.2956,179.5306,399.0280,179.5486,398.8662,79.5090,398.9214,79.4621,398.9343,394.0320,389.0416,394.3843,389.0512,249.3513,414.1399,249.4508,414.3267,244.3613,439.2314,244.4497,438.7046,209.1824,407.0846,209.6230,407.1195,204.5424,434.0509,204.4958,433.9079,229.3055,359.1875,229.5142,359.1812,394.3261,409.1272,394.2170,409.1391,346.4487,367.3620,346.7454,361.3685
349.0923,429.3576,349.1540,428.9282,355.4796,451.4245,355.3583,443.1649,179.2222,399.1603,178.7977,399.1937,79.1159,399.0523,79.3024,399.3057,394.1375,388.9536,393.6619,389.2653,249.3088,414.1788,249.1905,414.3570,244.2159,439.1535,244.0527,438.9686,209.1671,407.1126,208.9150,406.9770,204.1802,434.0802,204.1303,434.3104,229.0768,359.3321,228.9130,359.2376,394.0410,409.4472,394.0204,409.1503,345.0473,366.3364,345.3287,358.2474
349.0446,429.4048,348.6669,429.2760,354.1863,450.7456,354.2841,440.4259,178.8588,399.2715,179.0874,399.4250,78.9425,399.4738,78.7922,399.4113,393.7597,389.3371,394.0409,389.2520,248.8747,414.1269,248.8894,414.4695,243.9599,439.1367,244.1338,439.1745,209.2489,407.2588,208.8293,407.3046,203.8398,434.4854,203.9353,434.2656,229.0239,359.4072,228.8421,359.3666,393.9286,409.2027,393.9014,409.4487,343.8963,365.7340,344.0768,355.6554
348.8597,429.6976,348.7629,429.3129,353.3746,450.3004,353.3803,438.3060,178.6003,399.3877,179.1090,399.3430,78.4415,399.2934,78.8966,399.4136,393.6424,389.1786,393.9243,389.5514,248.7805,414.4837,248.7839,414.3150,243.8850,439.1614,243.7408,439.6250,208.8860,407.5748,208.6091,407.6089,203.7633,434.5991,203.9585,434.3761,228.9271,359.3619,228.7781,359.3443,394.0242,409.5376,393.6230,409.5876,343.3713,364.6943,343.3098,352.9992
348.7487,429.5964,348.7063,429.5650,352.5066,449.3030,352.4341,436.5104,178.4736,399.8541,178.9808,399.4956,78.6415,399.5577,78.6317,399.6209,393.3880,389.6012,393.5311,389.4350,248.6164,414.5346,248.4997,414.7484,243.4201,439.4318,243.7090,439.3382,208.7041,407.8504,208.5321,407.7489,203.4830,434.6981,203.5253,434.3080,228.7155,359.6234,228.4447,359.8612,393.6589,409.4600,393.6029,409.6784,342.5068,364.4159,342.3317,351.5108
348.4613,429.6440,348.7676,429.7447,352.1844,449.0143,352.2269,435.3288,178.3494,399.6789,178.3815,399.8163,78.7321,400.0336,78.5221,399.8012,393.5016,389.7101,393.3587,389.7162,248.5662,415.0021,248.5176,414.8585,243.2523,439.8299,243.3593,439.9041,208.6958,407.5211,208.4040,407.6290,203.8413,434.8442,203.6583,434.8485,228.5244,359.8163,228.6093,359.6709,393.3030,409.8289,393.6091,409.6278,341.9835,363.9743,342.3501,350.6162
348.4824,429.8076,348.4869,430.0973,351.9554,448.9656,351.8375,434.8898,178.6952,400.1645,178.5180,399.8445,78.4736,400.2499,78.5306,400.0741,393.1873,389.8104,393.7044,390.1116,248.3753,415.1047,248.8055,414.9352,243.2734,440.0652,243.4158,440.1841,208.4517,407.7784,208.4060,407.6638,203.5550,434.7775,203.3988,434.9016,228.4742,360.1852,228.2426,359.7756,393.4381,409.9824,393.4559,409.9489,342.0864,364.1021,342.0838,350.1394
348.5443,430.1512,348.7064,430.2314,352.2762,449.0845,352.0723,435.4668,178.5918,400.2946,178.5538,400.1323,78.5144,399.9191,78.5203,399.9477,393.3123,390.1371,393.6658,390.1046,248.7573,415.1296,248.5721,415.1350,243.5823,440.1396,243.3644,440.1022,208.8390,408.3162,208.5589,408.1350,203.5490,435.1651,203.5431,435.4723,228.6326,359.9446,228.5918,360.1070,393.7742,410.1638,393.2821,410.1150,342.4267,364.2519,342.2901,350.3698
348.5351,430.5394,348.5673,430.2766,352.4606,449.5473,352.5635,436.2999,178.5161,400.2211,178.6120,400.4144,78.5932,400.3488,78.5161,400.6120,393.5249,390.5717,393.5380,390.6850,248.6971,415.3471,248.8350,415.4638,243.9043,440.3399,243.5009,440.2982,208.4503,408.2535,208.7391,408.4675,203.5860,435.2732,203.6390,435.2019,228.7834,360.2870,228.8746,360.5075,393.4117,410.2753,393.8198,410.3294,342.6600,364.2742,342.6651,351.0772
348.7040,430.6961,348.7604,430.5481,353.1782,449.9002,353.2469,438.0090,178.8152,400.4070,178.8625,400.5108,78.7055,400.4608,79.1957,400.7080,393.7059,390.5079,393.5971,390.5127,248.7487,415.2383,248.8693,415.5134,244.0015,440.5753,243.7455,440.4103,208.8750,408.6065,208.8748,408.3217,203.7149,435.4964,203.9356,435.4032,228.8731,360.4289,228.4866,360.6449,393.8135,410.4816,393.8182,410.6766,343.1543,364.9102,343.3365,353.0641
348.8662,430.5590,348.8340,430.7034,354.1931,450.7954,353.9759,440.5749,179.1235,400.6384,178.9958,400.8899,78.9725,400.9934,78.8297,401.0981,393.9971,390.9278,393.9303,390.8508,249.2030,415.5299,248.7569,415.7663,244.2185,440.5231,243.7630,440.8064,208.9337,408.7769,209.0954,408.8548,203.8192,435.6816,203.7929,435.5290,228.7172,360.6747,229.0755,360.7226,393.7155,410.9184,394.0543,410.6210,344.0919,365.7393,344.1680,355.2313
349.0186,430.8869,349.3154,430.9302,355.3327,451.5470,355.1905,443.1956,179.0422,400.7904,178.9902,400.6267,79.1810,400.7898,79.0642,400.8877,393.7138,390.7544,394.1371,390.8782,248.9553,415.7552,249.0272,415.8813,244.0346,440.7231,243.9591,440.7462,208.9920,408.8208,209.3606,408.7144,203.9284,435.6980,204.4678,435.9936,229.1740,360.8154,228.8327,360.7416,394.4907,410.8041,394.1930,410.9653,345.1559,366.4081,345.4427,358.2963
349.1026,430.8395,349.2836,430.7638,356.5668,452.3261,356.9166,446.3052,179.2481,401.1093,179.2143,400.6574,78.9746,400.9769,79.2926,400.9526,394.4544,390.9484,394.3795,390.7717,249.2115,415.8750,249.3309,415.9718,244.3700,440.9844,244.3459,440.9606,209.5107,408.7211,209.5077,409.0519,204.2527,435.7707,204.5999,435.9772,229.3363,360.6856,229.1243,361.0215,394.4621,410.8500,394.5046,410.6731,346.6083,367.3771,346.8485,361.5070
349.5622,431.0579,349.5915,430.9896,358.2859,453.5005,357.8936,450.2245,179.7026,401.0964,179.6979,401.0063,80.0028,400.9565,79.5659,401.0303,394.4934,390.7636,394.5155,391.1011,249.3722,416.0472,249.9344,415.8311,244.7680,441.0925,244.8550,441.2427,209.7414,409.2113,209.5517,408.9863,204.6407,436.0286,204.7062,435.9944,229.6228,360.7654,229.8538,361.0447,394.7404,410.9509,394.7557,410.9472,348.0964,368.3952,347.9653,364.9228
349.8652,430.9014,349.8054,430.9580,359.4217,454.5632,359.7323,453.7357,180.1489,401.1056,179.8026,400.8816,79.6943,400.8815,79.8915,401.1786,394.7926,391.1379,395.0250,391.0055,249.6840,415.8360,249.8240,415.9994,245.0694,440.9779,244.8578,441.1077,209.8637,409.0694,210.0753,409.1330,204.7004,436.0423,204.8983,436.1242,230.0128,360.8494,229.7979,361.1512,394.8784,410.9740,395.0462,411.0549,349.5736,369.4427,349.4000,368.7645
350.3346,431.0446,350.3273,430.9177,360.6430,455.9948,360.8179,457.5043,180.0138,400.9152,180.2401,401.0984,80.1965,400.8435,80.2961,400.9635,395.3034,391.1358,395.1725,391.0730,250.3660,415.9068,250.2478,416.1055,245.1933,441.1862,245.3617,441.0417,210.1551,408.9155,210.5543,409.0814,205.3838,436.0903,205.4034,435.9755,230.1275,360.9891,230.0979,361.0733,395.0581,411.2483,395.1394,410.7743,351.0578,370.8454,351.2582,372.5193
350.5681,430.8240,350.4040,430.9601,362.5157,456.8694,362.6457,461.5259,180.3089,401.0228,180.3935,401.2473,80.3404,400.9437,80.5531,401.0937,395.4559,391.1357,395.0177,391.1882,250.5134,416.2059,250.6481,415.5390,245.7386,441.2850,245.2507,440.8896,210.3932,409.0430,210.3123,409.0038,205.5481,435.8806,205.4599,435.7621,230.4051,360.9368,230.2446,361.0664,395.4789,410.7479,395.3205,410.8285,352.5378,371.9320,352.6646,376.0608
350.7845,430.8176,350.8595,430.8343,363.6472,457.8887,363.9238,464.8307,180.7111,400.8476,180.6087,400.8444,80.9030,401.0626,80.7079,400.9032,395.4463,391.0455,395.4496,390.9514,250.6526,415.6437,250.6702,415.6048,245.8346,441.1417,245.7172,441.1132,210.5869,409.0801,210.8492,408.8348,205.5938,435.7796,205.9515,436.0495,230.5461,361.0554,230.9918,360.8678,395.7745,410.7871,395.6861,410.8059,354.0030,373.1168,353.7551,379.8549
350.8580,430.8172,351.3244,430.6398,364.9572,458.7990,365.1149,467.8154,181.1511,400.7859,181.0051,400.8998,80.8799,400.6103,80.8116,400.7923,395.8594,390.5606,395.9170,390.7771,251.0377,415.9669,250.8391,415.6786,246.0558,440.9979,246.0443,440.9383,210.8734,408.8040,211.1829,408.4747,205.7900,435.7196,205.8139,435.8324,230.9356,360.5117,230.8297,360.6225,395.8099,410.7764,395.8642,410.6786,355.0967,373.8140,355.0781,382.5378
351.0149,430.5783,351.0751,430.5509,366.1491,459.1347,366.1742,470.5650,181.2064,400.7627,181.2134,400.6472,81.2231,400.6729,81.3194,400.5652,396.2008,390.6389,396.3420,390.6423,251.2058,415.6979,251.2593,415.6747,246.1557,440.5932,245.9876,440.5359,210.8780,408.9759,211.3417,408.6969,206.3106,435.6673,206.3031,435.7078,231.1694,360.6147,231.2973,360.7299,396.0415,410.6107,396.0191,410.6673,355.9443,374.5275,356.2028,385.0874
351.3306,430.5237,351.2110,430.5650,366.9948,460.0781,366.8888,472.3972,181.1600,400.5193,181.4772,400.5222,81.3812,400.4449,81.5942,400.5169,396.2642,390.5524,396.2111,390.7668,251.5920,415.5091,251.3890,415.4586,246.0372,440.5474,246.5277,440.5674,211.2737,408.4050,211.5929,408.2991,206.1236,435.1767,206.2246,435.4089,231.3402,360.2358,231.1995,360.5348,396.1720,410.4482,396.1448,410.6107,356.8839,375.0580,356.7590,387.6819
351.4924,430.3709,351.4072,430.3084,367.9330,460.7166,367.8396,474.0408,181.5115,400.6554,181.3349,400.3429,81.2531,400.2975,81.6332,400.4545,396.4434,390.5826,396.4612,390.3971,251.3172,415.5233,251.3291,415.1488,246.4556,440.4783,246.4882,439.9905,211.3747,408.2445,211.6661,408.3037,206.4213,435.3539,206.3853,435.3721,231.2827,360.3146,231.2743,360.2709,396.4506,410.2533,396.4112,410.2633,357.7471,375.7230,357.9876,389.2495
351.3437,430.0981,351.4150,430.0321,367.8508,460.8829,368.0177,475.2064,181.6604,400.0777,181.3797,400.0675,81.7637,400.4129,81.3948,400.0094,396.5817,390.0731,396.8726,390.0243,251.4079,415.2394,251.2741,415.0905,246.3439,440.1223,246.5115,439.9602,211.6751,408.2585,211.7545,408.3446,206.5283,435.3629,206.5527,435.1993,231.7209,360.2078,231.4659,360.2386,396.2797,410.0774,396.7096,410.1484,357.8932,375.9056,357.6995,389.8325
351.6018,429.8668,351.7732,430.1632,368.0317,461.0844,368.2188,474.8861,181.6617,399.9277,181.7704,400.0570,81.8672,399.8403,81.4978,400.2249,396.4554,389.9406,396.6329,389.9787,251.3844,415.0173,251.5667,414.6654,246.4018,439.9454,246.4433,439.9087,211.5819,407.9579,211.3319,408.0773,206.3679,434.9531,206.6961,434.6607,231.3060,359.8023,231.4966,359.7771,396.5708,409.9475,396.2427,410.0498,358.3799,376.0148,357.7605,390.1597
351.6772,429.9150,351.5143,429.6769,367.4838,460.6719,367.6284,473.9463,181.3913,399.8982,181.4897,399.9405,81.4685,399.9497,81.2572,400.1553,396.4168,389.6584,396.6431,389.6996,251.5330,414.7422,251.3474,414.6397,246.2939,439.6654,246.2714,439.8758,211.3891,407.8874,211.3492,407.7985,206.4036,434.8610,206.3293,434.6713,231.4105,359.9750,231.5256,359.8888,396.5436,409.5795,396.4669,409.5301,357.6762,375.9284,357.7561,389.3220
351.4481,429.8431,351.1410,429.5263,367.1708,460.1781,367.0962,473.2516,181.4673,399.5415,181.3405,399.6398,81.3836,399.5410,81.0705,399.5421,396.3093,389.7597,396.0332,389.4771,251.5803,414.3982,251.4899,414.4817,246.7078,439.5489,246.5119,439.3487,211.1118,407.6670,211.3151,407.7449,206.4647,434.3933,206.4925,434.9031,231.0026,359.5699,231.5446,359.6914,396.7051,409.7830,396.2937,409.5940,357.3612,375.4342,357.4155,388.4410
351.1083,429.4179,351.3320,429.4644,366.0084,459.9888,366.6381,471.3099,181.3228,399.4606,181.1854,399.4071,81.4450,399.5075,81.2601,399.3665,396.2335,389.6956,396.1785,389.3281,251.4206,414.6005,251.1158,414.3513,246.2800,439.4156,246.2623,439.3102,211.2634,407.2029,211.2876,407.5316,206.0170,434.1858,206.3575,434.2768,231.0429,359.4492,231.2880,359.5111,396.0688,409.2255,396.3395,409.3718,356.6885,374.9652,356.4545,385.8437
350.8517,429.3585,351.2910,429.4596,365.3128,458.9212,365.5863,469.0029,181.2230,399.1990,180.8644,399.3317,81.5304,399.4156,81.0953,399.2547,395.7810,389.2473,395.9489,389.0825,250.9600,414.0766,251.2054,414.2878,246.0847,439.6255,246.2468,439.0843,210.9151,407.3815,210.8573,407.1957,206.0918,434.0843,205.9716,434.2556,230.9163,359.3789,230.9710,359.2206,396.0018,409.0767,395.9465,409.2353,355.4423,373.9449,355.4429,383.7011
350.9486,428.9229,350.5700,429.2760,364.0797,458.4814,364.3744,465.3854,180.7886,399.0120,180.6709,399.0628,80.9983,399.0971,80.9506,399.0620,395.5750,389.1811,395.8590,388.9525,251.1258,414.1875,250.7027,414.3773,245.7357,439.1980,245.7404,439.0617,210.5211,407.2005,210.8218,407.2650,205.6840,434.1804,205.9883,434.2783,230.8831,359.3131,230.5278,359.1555,395.6489,409.2073,395.6882,409.0072,354.3951,373.1716,354.0839,380.8587
350.5551,428.9831,351.0334,428.9880,363.0200,457.1784,362.9451,462.3742,180.4196,399.3035,180.4681,398.8903,80.6062,398.9000,80.8777,398.7914,395.8101,389.0429,395.7391,388.9995,250.6073,413.9468,250.5554,413.7938,245.3497,439.2205,245.7238,439.1322,210.6117,407.3389,210.7508,407.1105,205.5031,434.0424,205.4832,433.8789,230.5291,358.9160,230.6356,359.2749,395.7659,409.1932,395.5724,409.1970,352.8082,372.0726,352.6283,377.3783
350.0760,429.0785,350.4021,428.9959,361.4909,455.9509,361.6223,458.8520,180.2977,398.8939,180.1524,398.9945,80.1858,398.9608,80.3241,399.1563,395.3374,388.7836,395.4799,389.0782,250.5579,414.2307,250.1039,413.8263,245.3353,438.6348,245.2907,439.0377,210.2108,406.9619,210.2549,406.9736,205.3682,433.9460,205.3641,433.8991,230.3761,358.8921,230.4897,359.1032,395.1501,408.8952,395.3345,409.0672,351.4840,371.2586,351.2911,373.5754
350.1712,429.2649,349.9400,429.0090,359.7956,454.9798,360.3775,454.8331,180.0358,399.0491,180.1511,399.1167,79.9770,398.9692,80.3281,399.0732,394.7738,389.1999,394.8868,388.8732,249.9005,414.3397,249.7665,414.0258,245.1029,438.9358,245.0706,438.8813,209.9803,407.0605,210.3767,406.9670,205.2216,433.7300,204.8928,434.1683,229.6172,359.2263,229.9334,359.1977,394.9102,409.1254,395.0800,409.2153,349.9196,370.0738,349.8905,370.0675
349.6952,429.0351,349.6006,429.0591,358.5251,453.9669,358.5969,450.9779,180.1459,399.0216,179.8409,399.0926,79.5855,399.1177,79.7953,398.8138,394.5000,388.8287,394.5594,388.8576,249.5097,414.0369,249.7639,413.9257,244.9650,439.1233,244.9340,439.3126,209.6628,407.3654,209.6882,407.2140,204.6670,433.8976,204.7000,434.0452,229.8361,359.0305,229.9569,358.9621,394.8806,409.1012,395.0228,409.0943,348.6885,368.7990,348.4078,366.1837
349.4315,428.9285,349.4666,428.9705,357.1102,452.7598,357.2583,447.6823,179.1871,398.9208,179.1122,399.2300,79.5481,399.0013,79.4548,398.6803,394.4316,389.2390,394.6509,389.1035,249.6678,414.2259,249.3621,413.9566,244.5084,439.0416,244.3711,439.1394,209.2246,406.9710,209.5129,407.1615,204.5900,434.0243,204.2379,434.5325,229.5744,359.2122,229.2878,359.2605,394.7590,409.3615,394.5814,408.9145,346.9472,367.3895,347.0515,362.5552
349.2361,428.8288,349.2700,429.4580,355.4407,451.9184,355.7171,444.2102,179.2770,399.4862,179.1451,399.0797,79.0943,399.2727,79.0382,399.0807,394.0126,389.2892,394.1794,389.1473,249.1501,414.1122,248.9927,414.1914,244.2699,439.1125,244.2542,439.5798,209.1608,407.2238,209.1799,407.0146,204.3223,434.2274,204.1418,434.2284,229.2044,358.8593,229.1508,358.9212,394.4269,409.1289,394.0242,408.9638,345.6126,366.2786,345.6436,359.1002
