snout_X,snout_Y,snout_Z,mid1_X,mid1_Y,mid1_Z,mid2_X,mid2_Y,mid2_Z,mid3_X,mid3_Y,mid3_Z,mid4_X,mid4_Y,mid4_Z,peduncle_X,peduncle_Y,peduncle_Z,caudaltip_X,caudaltip_Y,caudaltip_Z
236.7940,475.4263,-3.5188,218.2446,481.1670,-1.1786,198.8501,487.3642,2.4641,178.4124,490.8792,3.5357,159.1187,491.3224,1.1545,138.5673,492.3858,-2.5046,118.8284,498.3655,-3.6233
238.1962,474.9700,-3.5977,219.5434,480.1549,-2.0417,200.3300,487.1443,1.3929,180.0787,491.3127,3.4435,160.5710,492.4575,2.1244,140.1524,492.4099,-1.4706,120.0458,496.7541,-3.4156
239.5107,474.0743,-3.3140,220.5954,479.1516,-2.7019,201.5126,485.9792,0.4288,181.6622,491.8774,3.3142,162.3753,493.3083,2.9863,141.5941,492.8935,-0.4680,121.3576,495.6879,-3.1683
240.6680,473.9050,-2.9046,221.9717,478.3872,-3.6314,202.4874,485.0165,-0.5687,183.1705,491.7133,2.4980,164.0733,493.9397,3.4770,143.0863,493.7257,0.4877,122.6687,495.5741,-2.5664
242.1771,473.5361,-1.9852,223.6656,477.6912,-3.4225,203.9369,483.9817,-1.4630,184.5307,491.2232,2.0785,165.7850,494.8429,3.6051,144.9359,495.2007,1.4741,124.1713,495.2444,-2.0212
243.6209,473.5808,-0.8260,224.7950,476.7525,-3.2780,205.0209,482.3625,-2.6719,185.7997,490.2842,1.1566,167.1765,494.9561,3.1990,146.7030,496.3441,2.4601,125.6472,495.5053,-0.9274
245.1544,473.4790,0.4897,225.9252,476.3217,-2.7567,206.3408,481.6569,-3.0686,187.1385,489.0318,-0.1708,168.7329,495.0351,2.7330,148.5574,497.1916,3.1135,127.2599,496.3889,0.0682
246.4495,473.7723,1.3221,227.7174,475.7985,-1.8462,207.5063,480.3690,-3.6075,188.1938,487.9537,-1.3215,170.3748,494.6858,1.9770,149.9691,498.0395,3.4333,129.1225,497.4815,1.4350
248.2534,474.1340,2.2348,228.9887,475.9867,-0.9785,208.6963,479.6300,-3.4672,189.5770,486.5054,-2.4725,171.3731,494.1050,0.9924,151.6175,499.0067,3.4880,130.9611,498.9265,2.3044
249.5867,474.3040,3.1232,230.4398,476.5315,-0.0665,210.1627,479.0254,-2.9924,190.7587,485.0592,-3.0227,172.4986,492.6882,-0.0567,153.2652,498.7713,3.1193,132.7099,500.3375,3.0550
251.2273,474.4131,3.8118,232.0575,476.5925,1.3369,211.6877,478.8049,-2.6254,191.8370,483.7688,-3.4876,173.6501,491.2782,-1.2703,154.4483,498.6643,2.3340,134.3990,501.3723,3.5700
252.5674,474.5222,3.4559,233.7746,476.8273,2.0588,212.9707,478.6989,-1.5140,193.0973,482.9647,-3.4695,174.8710,489.8522,-2.1184,155.9491,498.2102,1.6000,135.8631,502.4960,3.6124
253.9641,474.2960,3.3647,235.1378,477.0785,2.7679,214.5043,478.8663,-0.3492,194.6747,481.9369,-3.1722,175.9447,488.2827,-2.6778,157.0097,496.7232,0.4639,137.4865,502.9028,3.0523
255.6273,474.2294,2.9373,236.4284,477.6589,3.2750,216.1800,479.3804,0.7754,195.9174,481.3361,-2.6727,177.1867,486.7558,-3.3252,158.3250,495.6667,-0.7644,138.8899,502.9394,2.8428
256.8667,473.8753,1.9351,238.3858,478.0334,3.5710,217.6785,479.8079,1.6905,196.9992,481.3164,-1.6185,178.5046,485.7175,-3.5271,159.3507,493.8499,-1.6875,140.0622,502.3232,1.8855
258.1277,473.3605,0.8467,239.9782,478.1818,3.4593,219.5922,480.7067,2.7519,198.5724,481.6352,-0.6062,179.8602,484.9076,-3.5923,160.3459,491.8764,-2.4981,141.3708,501.0357,1.0230
259.6244,472.3507,-0.2999,241.1228,478.0916,2.8901,220.7607,480.9698,3.1315,199.9762,482.0969,0.3919,181.1191,483.9052,-2.7945,161.8522,490.3614,-3.4284,142.6218,499.6239,-0.3244
260.9336,471.6269,-1.3873,242.5381,477.5444,2.0244,222.5554,481.7279,3.4238,202.0387,482.7430,1.1810,182.7345,483.8019,-1.9125,162.8287,488.9252,-3.4791,143.7374,498.0564,-1.4619
262.3992,470.9814,-2.3086,243.7350,476.9556,0.8309,224.0265,481.9183,3.4554,203.2932,483.4437,2.3031,183.8956,483.8791,-1.3076,164.0582,487.6882,-3.6498,144.9935,495.8042,-2.4756
263.5591,469.9233,-3.0125,245.0917,476.5745,0.1730,225.6995,481.8882,2.8979,205.4230,484.3538,2.7949,185.6552,484.6833,0.1857,165.1460,486.6694,-3.0250,146.0214,494.0515,-2.9059
265.1539,469.2262,-3.4387,246.4757,475.1247,-1.1249,227.0419,481.5545,2.3914,206.8158,484.9089,3.5077,187.4178,485.5470,1.1967,166.6802,486.5128,-2.8437,146.9147,492.1193,-3.3231
266.1718,468.7038,-3.6716,247.5135,474.1044,-2.1763,228.4337,480.9077,1.2786,208.3632,485.2795,3.7013,189.0917,486.2948,2.2128,168.4530,486.5396,-1.5026,148.3753,490.7981,-3.6561
267.5628,468.3197,-3.3901,248.9846,473.4834,-3.0934,229.5229,479.9901,0.1812,210.0250,485.6390,3.4421,190.8033,487.1306,2.9156,169.8539,487.1459,-0.4768,149.3391,489.8793,-3.2306
268.8570,467.8328,-2.6050,250.3029,472.1676,-3.6439,231.1237,479.3258,-0.6817,211.2401,485.2820,2.9385,192.2533,488.1389,3.5471,171.3083,487.8957,0.5947,150.7030,489.1884,-2.6750
270.1625,467.3538,-1.6387,251.4431,471.1297,-3.6991,232.0197,477.9107,-1.8423,212.7285,485.0971,2.2191,194.0142,488.9882,3.7043,173.0496,489.0170,1.8938,152.3706,489.2248,-1.7582
271.9575,467.4209,-0.9023,252.9675,470.9397,-3.6165,233.4663,476.7849,-2.5297,213.9984,484.2710,0.9976,195.4924,488.9255,3.4033,174.7054,490.1511,2.8348,153.8413,489.6920,-1.0072
273.4622,467.6210,0.2019,254.2019,470.1419,-2.6046,234.7416,475.6594,-3.3683,215.0216,483.5473,-0.5295,197.0234,489.0595,3.0130,176.6358,491.3451,3.2154,155.4099,490.5422,0.2845
274.6487,467.6797,1.7451,255.8526,470.2545,-2.0797,235.8874,474.5115,-3.8361,216.5689,482.1571,-1.4867,198.2937,488.5965,2.1715,177.9483,492.2365,3.6067,157.3163,491.6684,1.3396
276.0902,467.8640,2.1391,257.2839,469.9668,-0.8816,237.2116,473.6922,-3.8485,217.8335,480.6398,-2.2395,199.7432,488.1226,1.1488,179.6772,492.7387,3.5794,158.7910,493.2262,2.1291
278.0163,468.2811,3.0230,258.7048,470.2610,0.0427,238.4497,473.2128,-2.9571,218.8228,479.3498,-2.9560,200.8783,486.7540,0.0701,181.4253,493.1025,3.1267,160.6500,494.4480,2.9318
279.6381,468.4752,3.3994,260.0868,470.7615,1.3089,239.7209,472.7668,-2.3186,219.8925,477.8703,-3.7415,202.0967,485.3529,-1.2700,182.7739,492.8147,2.4984,162.5896,495.3155,3.2416
280.7116,468.6466,3.6421,261.5628,470.9027,2.2243,241.2962,472.8563,-1.4043,221.3450,476.6435,-3.7358,203.0417,484.0558,-1.6585,183.9804,491.9777,1.5757,164.1158,496.4223,3.5486
282.4204,468.6888,3.3261,263.4734,471.5047,3.0221,243.1440,472.8052,-0.3555,222.9533,476.0858,-3.7199,204.2470,482.0795,-2.7259,185.4686,490.9312,0.3705,165.7566,496.7102,3.4342
283.8861,468.3307,2.7162,264.8041,471.8288,3.5712,244.5753,473.3121,0.5559,224.2169,475.7711,-2.8263,205.3105,480.9829,-3.5197,186.5503,489.3697,-0.6266,167.0202,496.7188,2.6434
285.2902,467.8940,2.0066,266.4775,471.9635,3.4304,245.9883,474.2151,1.8245,225.1596,475.3327,-1.7664,206.6808,479.7413,-3.6978,187.3497,487.8432,-1.4661,168.3905,496.1711,2.2301
286.4084,467.3392,0.9843,267.9303,472.0527,3.3227,247.5909,474.6041,2.4828,227.0027,475.5670,-0.6725,207.6679,478.5163,-3.5329,188.5705,486.0548,-3.0213,169.9818,495.1477,0.6732
287.6497,466.7231,0.1462,269.3806,471.7690,2.9178,249.2627,475.0710,3.2176,228.5462,476.3816,0.5289,209.0517,477.6398,-2.5022,189.7861,484.1727,-3.3981,170.9370,493.5644,-0.3168
289.0879,465.6800,-1.3699,270.8854,471.6134,2.4929,250.6760,475.1398,3.7792,230.0368,476.6050,1.1896,210.8552,477.9078,-1.7741,191.0018,482.8924,-3.6512,172.0396,491.9526,-1.2702
290.4095,464.9113,-2.3901,272.1689,470.8704,1.1345,252.2705,475.9329,3.4045,231.7332,477.3837,2.2418,212.1371,478.1908,-1.1807,192.1092,481.9249,-3.4737,173.2803,490.2177,-2.2348
291.4874,464.0896,-3.1579,273.3694,470.0563,-0.2839,253.9140,475.7659,3.0621,233.2006,478.4968,3.2982,213.9027,478.5090,0.3521,193.4410,480.7324,-3.0129,174.1365,488.0514,-3.0510
293.1910,463.2035,-3.5341,274.7652,469.0704,-1.1025,255.0467,475.5906,2.2598,234.9780,479.0489,3.5699,215.3372,479.6030,1.2713,194.7252,480.3972,-2.5249,174.9883,486.2378,-3.6368
294.5252,462.7804,-3.6140,275.7008,468.1492,-1.7900,256.5382,474.8911,1.5347,236.7601,479.4634,3.4120,216.9254,480.4126,1.8546,196.3542,480.7436,-1.3617,176.4880,484.8316,-3.5108
295.9701,462.0747,-3.1528,277.3404,467.4259,-2.6594,257.7228,474.4032,0.5377,238.0810,479.6680,3.3910,218.6819,481.3296,2.9847,197.8202,481.0804,-0.3862,177.7691,483.8409,-3.4239
297.1320,462.0644,-2.7671,278.5759,466.2795,-3.2378,258.9705,472.9691,-0.7387,239.4059,479.5224,2.5575,220.3310,482.0852,3.7530,199.6428,481.8956,1.1365,178.9000,482.8118,-2.6884
298.3862,461.6678,-1.7878,279.6225,465.5026,-3.5315,260.1434,471.8967,-1.7736,240.9477,479.0692,2.0182,221.9819,482.7812,3.6829,201.4436,483.1513,1.6300,180.4735,483.0567,-1.9444
300.2514,461.4585,-0.6872,281.0359,464.7828,-3.4793,261.6061,471.0777,-2.4920,242.1762,478.2353,0.8318,223.7868,483.2582,3.5136,202.9367,484.0877,2.8961,182.1522,483.4911,-0.8089
301.2037,461.7841,0.4262,282.3083,464.4521,-2.9069,263.0789,469.5564,-3.1741,243.3181,477.1128,0.0301,225.1342,483.3378,3.0313,204.7218,485.0940,3.0150,183.5856,484.4864,0.4285
303.3155,461.7798,1.3619,283.7779,464.0751,-2.0031,263.6830,468.6247,-3.5644,244.7049,475.7166,-1.4083,226.6172,482.6127,2.0706,206.3217,486.0688,3.6673,185.5628,485.2014,1.3196
304.6538,462.0963,2.3407,285.6429,463.9856,-1.2179,265.1685,467.6467,-3.2860,245.7391,474.3710,-2.0829,228.0162,481.8781,1.1501,207.8313,487.0527,3.4729,186.8973,487.0127,2.4000
306.0535,462.1028,3.2090,286.8913,464.0057,0.1889,266.6205,467.0116,-3.1839,246.9458,472.8813,-2.6947,228.8092,480.5863,0.0602,209.5439,487.0702,3.1126,189.0192,488.3255,3.2184
307.5022,462.2964,3.3817,288.2674,464.4677,1.2385,268.0877,466.7112,-2.5204,248.0000,471.6162,-3.4911,230.2844,479.4236,-1.3152,210.7606,486.9658,2.5305,190.8291,489.5389,3.2629
309.1549,462.6976,3.5656,290.1361,465.0061,2.2801,269.3444,466.9845,-1.4640,249.3237,470.3371,-3.7709,231.2336,477.6816,-1.9700,212.0850,486.0370,1.5948,192.1387,490.4407,3.7846
310.7818,462.7386,3.0740,291.5629,465.5956,2.8609,270.9231,467.0740,-0.5979,250.6620,470.1456,-3.4750,232.5518,476.4954,-3.0667,213.5970,485.0239,0.4358,193.6911,490.7596,3.4716
312.1918,462.3962,2.7575,292.8200,465.7862,3.7317,272.4921,467.4454,0.8150,251.8887,469.2357,-2.7242,233.4391,474.9216,-3.4314,214.6290,483.6337,-0.8449,195.4200,491.0624,2.5282
313.1902,461.8959,1.9235,294.8331,465.9998,3.4806,274.1079,467.8035,1.7119,253.6169,469.5146,-2.0695,234.6760,473.5398,-3.6162,215.5190,481.4668,-1.5834,196.5052,489.9746,1.9177
314.5158,461.3616,0.9174,295.8666,466.2197,3.5250,275.6964,468.6434,2.7456,254.8663,469.5442,-0.7678,236.1835,472.4341,-3.4803,217.2054,479.9518,-2.6409,197.6124,489.2917,0.8118
315.6077,460.8169,-0.4493,297.3282,466.0638,2.7561,277.1216,469.1245,3.2323,256.6572,469.8978,0.5148,237.5188,471.9940,-2.8587,217.8387,478.2343,-3.3067,199.2566,487.7157,-0.6177
317.3694,460.0981,-1.3419,299.0723,465.5256,2.3996,278.7921,469.5359,3.3331,258.0866,470.8633,1.4306,239.1939,471.9500,-2.1072,218.9326,476.9360,-3.7840,199.8214,485.9040,-1.4593
318.3806,459.2805,-2.3819,300.3102,465.0601,0.9675,280.1496,469.8384,3.2463,259.7518,471.6824,2.3159,240.2139,472.0266,-1.1924,220.2928,475.5263,-3.4102,201.5421,483.8383,-2.3861
319.7513,458.0322,-3.0960,301.4585,464.1962,-0.0507,282.0751,469.6879,3.3392,261.0805,472.4311,3.2252,242.0951,472.5091,0.1030,221.7108,474.9756,-3.2280,202.1901,481.9634,-3.1961
320.8544,457.2483,-3.3130,302.6480,462.9618,-0.9325,283.4542,469.6791,2.5031,263.4253,472.8772,3.2680,243.4537,473.4171,1.0419,223.1093,474.6210,-2.1583,203.3480,480.1640,-3.6926
322.6658,456.9308,-3.5621,303.9566,462.1380,-2.1340,284.5351,469.1953,1.4079,264.8935,473.5921,3.4675,245.0166,474.3574,2.3836,224.7741,474.8105,-1.3988,204.4793,478.7650,-3.7374
323.8779,456.0241,-3.4937,305.3769,461.2640,-3.1312,285.9688,468.0438,0.2757,266.4743,473.8451,3.4108,247.0741,475.3637,3.0665,226.2267,475.1781,-0.2645,205.5245,477.8102,-3.4119
325.3841,455.7109,-2.7408,306.5796,460.0891,-3.3749,287.2944,467.2608,-0.6159,267.6631,473.5024,2.6762,248.9229,476.1843,3.7179,227.8124,476.2010,0.5848,206.9631,477.1834,-2.5922
326.5553,455.3334,-1.8650,307.5725,459.4812,-3.3814,288.5685,465.8967,-1.7760,268.9682,473.2002,1.9255,250.2544,476.7456,3.4007,229.5059,477.0560,1.7991,208.4251,476.8682,-2.1182
327.8122,455.5946,-0.8698,309.2864,458.7163,-3.4546,289.5510,464.8886,-2.7317,270.3285,472.3788,1.2112,251.8699,477.5195,3.2111,231.2659,478.1534,2.7556,210.0370,477.9054,-0.9966
329.4406,455.4752,0.2239,310.6170,458.3746,-2.7834,291.0069,463.6340,-3.0442,271.5758,471.2747,-0.1827,253.4909,477.2198,3.2686,232.9079,479.3960,3.4349,211.7951,478.5724,0.3325
331.3498,455.8659,1.2973,312.1937,458.0995,-1.9084,292.1523,462.3973,-3.8140,272.5737,469.8073,-1.4033,254.6652,476.7076,2.3673,234.3351,480.3512,3.7080,213.9432,479.7420,1.2292
332.7412,456.3223,2.3383,313.5263,458.1523,-1.0850,293.2177,461.9188,-3.6699,273.8776,468.3616,-2.3523,255.9863,475.9643,1.2348,236.1059,480.9094,3.5934,215.3350,480.8764,2.4875
334.1068,456.1884,3.2343,315.1963,458.2211,-0.4398,294.6197,461.3609,-3.1161,275.1569,467.3587,-3.2529,257.3283,475.0804,-0.0859,237.5898,481.2043,3.1721,217.1165,482.2691,3.1305
335.6384,456.3208,3.4635,316.6609,458.5593,1.3755,296.1704,460.8483,-2.5904,276.5170,465.9874,-3.6780,258.3842,473.2396,-0.9070,239.0032,480.7743,2.4960,218.9020,483.5337,3.2890
337.0264,456.6011,3.5209,318.1645,459.0438,2.0986,297.5286,460.7661,-1.5069,277.1589,464.8081,-3.3911,259.4696,472.1054,-2.1780,240.6327,480.0157,1.8374,220.4451,484.4479,3.7084
338.5318,456.6417,3.1406,319.5134,459.5545,2.6185,299.0449,461.0476,-0.3543,279.0646,464.0639,-3.0547,260.3324,470.4294,-2.8528,241.4998,478.9387,0.4544,222.0501,485.0407,3.0715
339.7148,456.3821,2.8348,321.0864,459.9304,3.3606,300.3355,461.2980,0.4512,280.3323,463.5319,-2.8029,261.8914,468.5934,-3.2752,242.6527,477.6204,-0.4667,223.6265,484.6602,2.7692
341.3845,455.9400,1.7959,322.8210,459.9589,3.6162,302.1060,461.8268,1.7343,281.9252,463.5931,-1.8962,262.9355,467.5174,-3.5291,243.8589,475.7995,-1.8093,224.7686,484.2687,2.0416
342.6206,455.5292,0.9275,324.1471,460.0480,3.1810,303.7298,462.6794,2.9621,283.0526,463.4637,-0.8140,264.1554,466.8390,-3.3841,245.0336,474.1622,-2.5747,226.1571,483.1967,0.8883
344.0294,454.6683,-0.3082,325.7848,459.9884,2.8306,305.4129,463.1359,3.4142,284.5426,463.9152,0.1146,265.6776,466.0316,-2.9955,246.1514,472.4518,-3.4494,227.1576,481.4703,-0.1605
345.6482,453.7503,-1.1413,327.1309,459.7003,1.9727,307.1750,463.7887,3.5438,286.4853,464.6019,1.2668,266.8860,465.7335,-1.9429,247.3893,470.7929,-3.5058,228.1358,480.1826,-1.5178
346.8647,453.0424,-2.4382,328.4642,458.7234,1.3390,308.7892,464.0167,3.6575,288.1159,465.6511,2.3058,268.3283,465.9904,-0.8024,248.3823,469.6811,-3.4196,229.1353,477.9183,-2.4781
347.9532,452.2831,-3.1682,329.6065,458.0313,0.0274,309.9294,463.8890,3.1408,289.7588,466.2286,3.4169,270.2241,466.6500,-0.1381,249.6881,468.5103,-3.1522,230.6100,475.8354,-2.7181
349.2906,451.4478,-3.2470,330.9682,457.3533,-0.8749,311.4211,463.3606,2.3628,291.4178,467.1718,3.2651,271.7873,467.4899,1.2112,251.4968,468.6586,-2.4472,231.6525,474.3974,-3.4313
350.5235,450.7663,-3.4796,332.3383,456.4207,-2.0536,313.0153,463.0121,1.4663,292.9093,467.4149,3.6611,273.3715,468.4803,2.0534,252.4991,468.6131,-1.4001,232.5979,472.8172,-3.4626
351.9763,450.0315,-3.1800,333.2782,455.1617,-3.1685,313.9892,462.2701,0.1746,294.4348,467.5477,3.2470,275.1691,469.2991,2.9761,254.1606,469.2138,-0.6338,234.0596,471.7347,-3.5408
353.3430,449.8515,-2.5708,334.7294,454.3974,-3.1896,315.3275,461.1500,-0.7261,296.0465,467.6363,2.7076,276.6395,470.0945,3.4013,255.6731,470.1239,0.8568,235.0446,471.1741,-2.7868
354.6989,449.6485,-1.9221,335.9091,453.5554,-3.7258,316.7985,460.2176,-1.5564,297.1897,467.3570,1.9729,278.4046,470.8556,3.5980,257.4867,471.0125,1.8514,236.3604,471.1695,-1.9706
356.6296,449.4856,-0.8432,337.3673,452.5238,-3.2352,317.5396,458.9233,-2.7845,298.4807,466.3318,1.0586,279.9391,471.1592,3.2061,259.4232,472.0473,2.7186,238.2848,471.6334,-1.0703
357.9011,449.7475,0.2928,339.0819,452.3386,-2.7672,319.1904,457.6215,-3.1888,299.6761,465.2501,-0.3668,281.5363,471.4752,2.9168,260.9735,473.5526,3.0303,239.7248,472.5120,0.2575
359.2003,449.7396,1.5247,340.2262,452.2314,-2.3085,320.2335,456.7045,-3.4930,300.9379,464.0740,-1.5850,282.6647,471.0209,1.8125,262.7304,474.1021,3.4961,241.6154,473.6569,1.4838
360.8189,450.1363,2.1429,341.6326,452.2042,-1.0011,321.5740,455.8530,-3.4388,302.2077,462.1775,-2.3826,284.0654,470.0683,1.0612,264.4834,474.9821,3.3814,243.6533,475.2261,2.3075
362.7061,450.3811,2.9547,343.2003,452.1127,0.0683,322.8719,455.2256,-3.1434,303.4105,461.0475,-3.2383,285.0525,468.8192,-0.1902,265.8073,475.2766,3.0715,245.4286,476.5981,2.7437
364.0003,450.5289,3.5692,344.9508,452.5734,1.2689,324.3678,454.8159,-2.5072,304.4233,459.5850,-3.5623,286.4014,467.4943,-1.1103,267.1465,474.8676,2.5225,246.9411,477.4549,3.4117
365.4642,450.7966,3.4545,346.1317,452.9985,1.9447,325.8708,454.7369,-1.5497,305.6326,458.8335,-3.6777,287.6761,466.0749,-1.7735,268.7229,474.1439,1.9844,248.5142,478.3974,3.6497
366.7097,450.8113,3.4222,347.5254,453.4412,3.0511,327.5756,454.8237,-0.4591,307.1052,457.8200,-3.3979,288.9465,464.5758,-3.2054,269.6823,473.0014,0.4055,250.1631,478.8387,3.2695
368.4916,450.3446,2.8147,349.6135,453.9677,3.5363,328.8462,455.3568,0.3864,308.6042,457.6336,-2.5682,289.7296,463.0163,-3.2371,270.9167,471.5433,-0.5120,251.6153,478.8443,2.7399
369.7326,450.0998,1.8115,350.8015,454.0241,3.5947,330.5405,456.1108,1.8254,309.9240,457.5393,-2.0178,291.2293,461.3574,-3.5394,272.2022,469.8801,-1.5760,252.9338,478.0613,1.6829
370.9670,449.4596,0.7195,352.3047,454.1056,3.5448,331.9395,456.7757,2.7195,311.5247,457.6939,-0.9376,292.4111,460.7848,-3.2390,273.2279,468.1229,-2.7641,254.1176,477.1579,0.9620
372.6410,448.6566,-0.5099,353.8167,454.1980,2.9895,333.8960,457.2897,3.1381,313.0667,458.1176,0.2972,293.5082,459.9170,-3.0810,274.4305,466.1127,-3.2206,255.3487,475.9727,-0.2546
373.6405,447.9713,-1.4659,355.3886,453.3479,2.0241,335.5334,457.7518,3.5884,314.6014,458.5965,1.4852,295.0946,459.9326,-2.0897,275.3959,464.5265,-3.5814,256.7456,473.8324,-1.2436
375.0901,446.9929,-2.2936,356.5372,453.0743,1.0225,336.6175,457.9933,3.3278,316.4340,459.8246,2.0483,296.8383,460.1555,-1.1315,276.6136,463.6473,-3.6272,257.8677,472.0398,-2.7001
376.2006,446.1613,-3.0805,357.9193,452.3374,-0.0828,338.2732,457.5933,3.2917,317.8308,460.1671,3.0902,298.4150,460.7554,0.0962,277.9837,462.9844,-2.9474,258.6130,470.0297,-3.2092
377.6770,445.3884,-3.5186,359.1265,451.5099,-1.3238,339.6305,457.5159,2.7322,319.5692,460.6359,3.6433,300.0713,461.5777,1.1443,279.5621,462.5022,-2.6230,259.6581,468.1504,-3.6573
379.0883,444.7908,-3.8729,360.2920,450.5920,-2.3500,341.0281,457.0383,1.5773,320.8952,461.4950,3.4937,301.5453,462.0790,2.1952,280.8185,462.5994,-1.6690,260.8921,466.8645,-3.6676
380.1075,443.9397,-3.3663,361.9603,449.3500,-2.9900,342.4064,456.3092,0.3397,322.7485,461.5823,3.3271,303.2085,463.2447,2.9455,282.4426,463.0194,-0.2076,262.0544,466.0376,-3.2362
381.7113,443.8378,-3.1206,362.7893,448.0809,-3.4906,343.6460,455.2986,-0.7141,324.1817,461.4305,2.9749,304.8987,464.2045,3.4485,283.9965,464.1451,0.7359,263.4967,465.3877,-2.8313
382.9443,443.6199,-1.8805,364.1073,447.4161,-3.5593,344.8173,453.7811,-1.4547,325.5041,461.1141,1.7783,306.5126,464.9170,3.6174,285.8912,465.5173,1.7722,264.8837,465.1648,-1.7289
384.6991,443.4228,-0.5547,365.5409,446.9729,-3.4348,345.9400,452.8605,-2.2835,326.5397,460.4163,0.9376,308.3187,465.2258,3.3410,287.5659,466.2236,2.9318,266.2573,465.8466,-0.8546
385.9234,443.7053,0.4018,367.0264,446.4179,-2.9655,347.2888,451.5712,-3.2350,328.0865,459.3174,-0.3001,309.7275,465.2220,2.5933,289.0702,467.2218,3.4072,268.0974,466.4866,0.2210
387.3446,443.7287,1.5068,368.5189,446.1437,-2.2048,348.4685,450.4108,-3.4759,329.2626,457.9514,-1.3122,311.2281,464.7882,2.2404,291.2254,467.9159,3.5097,269.9823,467.8555,1.4643
389.0768,444.1453,2.2444,369.9049,446.2259,-0.9347,349.8212,449.8284,-3.3219,330.0405,456.4428,-2.4019,312.0968,463.9273,1.0947,292.4705,468.8741,3.5856,271.6635,469.0338,2.4368
390.5319,443.9457,3.2343,371.5673,446.3223,-0.1033,351.3940,449.1273,-3.3074,331.4858,455.1382,-3.1783,313.6396,462.8797,0.1388,294.0582,469.0309,3.3995,273.5366,470.1637,2.8431
392.0156,444.1365,3.4276,372.7454,446.6115,0.9292,352.5800,448.8888,-2.6045,332.5195,453.8519,-3.3494,314.8334,461.3449,-1.2757,295.1599,468.9296,2.4040,275.3712,471.5143,3.5643
393.4718,444.5633,3.4201,374.5912,447.1325,2.0613,353.9908,448.7358,-1.6764,333.8225,452.9562,-3.5113,316.0927,459.8200,-2.0770,296.7620,468.2541,1.2371,276.6034,472.3134,3.4077
394.9089,444.6130,3.3594,375.9908,447.2937,2.7150,355.6214,449.1134,-0.2720,335.1892,452.1488,-3.0080,316.9448,458.2175,-2.9255,298.0218,467.0643,0.2849,278.7133,472.9663,3.2701
396.5533,444.2055,2.5495,377.6094,447.8339,3.2432,357.0599,449.4755,0.6748,336.6504,451.6323,-2.6683,318.1898,456.7686,-3.2789,299.1794,465.4822,-0.5932,279.6783,472.7900,2.5439
