snout_X,snout_Y,snout_Z,mid1_X,mid1_Y,mid1_Z,mid2_X,mid2_Y,mid2_Z,mid3_X,mid3_Y,mid3_Z,mid4_X,mid4_Y,mid4_Z,peduncle_X,peduncle_Y,peduncle_Z,caudaltip_X,caudaltip_Y,caudaltip_Z
236.1742,475.5466,-3.6968,217.8623,480.8730,-1.8918,198.2341,487.7288,1.7341,178.2481,491.4266,3.8112,158.7951,492.3199,1.6379,137.8011,492.8783,-2.1569,118.3646,497.3514,-3.5589
237.5363,474.6068,-3.3143,218.7815,480.2477,-2.7593,199.5157,487.1847,0.9202,179.6600,491.8148,3.7160,160.4858,492.9357,2.6221,139.4224,493.0362,-0.8102,118.9883,496.8466,-3.4477
238.6288,474.0804,-3.0027,219.8004,479.1056,-3.1816,200.1614,485.8277,-0.1168,180.9837,491.9740,3.0546,161.6836,493.9813,3.2662,140.7261,493.7505,-0.2112,120.3865,495.8225,-3.1074
239.6809,474.0876,-2.6364,220.7398,478.3755,-3.3259,201.3138,485.0965,-1.2908,182.0278,492.0568,2.5518,163.2175,494.4676,3.5041,141.9912,494.7438,1.1180,121.3871,495.2477,-2.4031
240.6480,474.1814,-2.0138,221.9284,477.8688,-3.6242,202.3695,483.8295,-1.7800,183.0449,491.4985,1.8411,164.0772,495.1927,3.4429,143.3576,495.7942,2.0878,122.6666,495.5029,-1.7643
241.9878,473.8975,-0.9303,222.9096,477.0662,-3.4302,203.7451,482.8953,-2.5527,183.8892,490.4534,0.8362,165.7420,495.5725,3.4653,145.1866,496.5393,2.9504,124.0239,495.9707,-0.9549
243.0852,473.9436,0.1976,224.0931,476.6431,-2.9606,204.2847,482.1905,-3.2027,185.0776,489.9080,-0.0231,166.9149,495.3739,2.9625,146.5677,497.7545,3.2912,125.6077,496.8934,0.3728
244.4558,474.2045,1.2531,225.4212,476.5778,-2.5586,205.3596,481.0425,-3.5569,186.2336,488.3889,-1.4493,168.0406,495.4492,2.2641,147.9019,498.6381,3.6491,126.7760,498.2425,1.0823
245.7840,474.4813,2.2791,226.6248,476.4327,-1.3547,206.3456,480.3292,-3.5075,187.1547,487.1604,-2.0812,169.0870,494.4351,1.2305,149.4118,498.9000,3.5896,128.4728,499.0722,2.2225
246.9653,474.8106,2.7343,227.6970,476.5914,-0.1255,207.5487,479.7646,-3.2623,188.0915,485.8819,-2.7470,170.3575,493.6662,0.1481,150.4351,499.3294,3.2773,129.8172,500.3798,2.9918
248.3364,474.6792,3.3180,229.1167,476.8029,0.4970,208.8781,479.1620,-2.8725,189.0037,484.8768,-3.3847,171.0893,492.5996,-0.4201,151.7841,499.6722,2.9832,131.3341,501.5381,3.3520
249.8339,475.0269,3.5800,230.4296,477.3254,1.7418,210.1204,479.2936,-2.2533,190.0087,483.5425,-3.8671,172.0733,491.0771,-1.4823,152.8465,498.7804,2.0842,133.0024,502.5722,3.5782
250.8772,475.2206,3.4795,231.8862,477.6474,2.8215,211.3724,479.4783,-0.9849,191.3395,482.9377,-3.6301,173.2528,489.8335,-2.6225,153.9239,498.2253,0.8664,133.9906,502.9207,3.4698
251.6333,474.8929,3.1522,233.1390,477.9629,2.6863,212.6016,479.6112,-0.1894,192.3297,482.2040,-3.3147,174.3163,488.3729,-2.9918,154.8983,497.1653,0.2450,135.0029,503.1945,3.0697
253.3459,474.8446,2.7092,234.3410,478.1494,3.5863,214.0221,480.0637,0.9854,193.3928,482.0834,-2.4262,174.9227,486.8782,-3.4891,155.8487,495.6103,-0.8279,136.7619,502.9674,2.5625
254.2635,474.2416,1.8578,235.5294,478.8195,3.4896,215.5713,480.4530,1.9332,194.6013,481.9180,-1.7262,175.8489,486.1069,-3.8737,156.6881,494.0982,-1.9582,137.7985,502.4955,1.9533
255.3474,474.0825,0.8557,237.1424,478.5153,3.3802,216.6488,480.9667,2.5071,196.0606,482.1181,-0.8756,177.2090,485.2072,-3.4544,157.7787,492.6006,-2.3836,138.5864,501.5966,0.6712
256.4089,473.4721,0.0400,238.0959,478.7819,3.1899,217.9548,481.8127,3.2376,197.0879,482.6842,-0.0590,178.2490,484.4207,-2.8639,158.5222,491.1322,-3.4088,139.6399,500.5003,-0.3229
257.7191,472.5783,-1.1119,239.4698,478.2058,2.3127,219.2609,482.3233,3.7515,198.5077,483.2836,1.2184,179.2898,484.5584,-2.1571,159.4146,489.8763,-3.5174,140.7171,498.9416,-1.0072
258.8295,471.8608,-2.5058,240.5770,477.8666,1.0702,220.3722,482.3071,3.5920,199.9056,484.0928,2.0884,180.3741,484.4339,-1.2836,160.4329,488.2615,-3.5502,141.3496,496.8391,-2.1735
259.7771,471.1566,-2.6554,241.3468,477.0771,0.5076,221.8645,482.5373,3.3625,201.4258,484.6800,2.8652,181.8122,484.9028,-0.5842,161.5969,487.8406,-3.5660,142.1957,495.3410,-2.7792
260.8312,470.6682,-3.3928,242.7965,476.4317,-0.9112,222.7832,482.4961,2.7643,202.5567,485.1414,3.2242,183.1575,485.3887,0.7240,162.4788,487.4203,-2.9768,143.4935,493.8469,-3.0194
261.9600,469.9040,-3.8298,243.5537,475.5753,-1.2527,224.2136,482.2874,2.0483,203.9159,486.0243,3.7050,184.8681,486.5517,1.4597,164.0340,487.1491,-1.9947,144.0937,492.4347,-3.4926
263.3281,468.9867,-3.7432,244.8979,474.8320,-2.2473,225.2760,481.5434,1.2390,205.3621,486.4409,3.4840,186.1074,487.2579,2.4931,165.1918,487.3419,-1.4368,145.2824,491.0601,-3.6958
264.1059,468.6901,-3.2143,245.7412,473.7102,-2.9869,226.1646,480.5007,0.2975,206.7874,486.2332,3.2229,187.4845,488.1542,3.0170,166.4474,487.8725,-0.1694,145.9174,490.4211,-3.1235
265.1925,468.7955,-2.7838,246.9289,473.0900,-3.5051,227.2200,479.7827,-0.6901,207.6522,486.3954,2.7017,188.6909,489.0212,3.2325,167.8593,489.0839,0.6371,147.1944,490.0050,-2.8377
266.5787,468.1884,-2.0221,247.5454,472.2530,-3.6580,228.2622,478.8764,-1.5425,208.9599,485.7798,1.9669,190.3086,489.7528,3.8326,169.6310,489.7466,1.8678,148.3459,489.7534,-2.0414
267.9478,468.3659,-0.9751,248.6817,471.6187,-3.4930,229.1708,477.7354,-2.5958,210.3370,485.2340,0.7376,191.3027,490.0263,3.4770,170.7522,490.8067,2.7412,149.8148,490.1189,-0.8483
269.1455,468.4091,0.3133,250.0130,471.3897,-3.0289,230.3537,476.6475,-3.2527,211.1254,484.1298,0.0761,192.5034,489.9608,3.2843,172.2845,491.7856,3.0909,151.3623,491.3067,0.2146
270.3342,468.5563,1.0916,251.1047,470.7412,-2.0539,231.4393,475.6541,-3.6006,212.1651,483.1048,-0.8493,193.7779,489.7663,2.2460,173.6074,493.0023,3.6021,152.6354,492.3714,1.0660
271.7098,468.8376,2.0478,252.5228,471.0002,-1.5200,232.3832,475.0648,-3.9474,213.1467,481.6693,-1.8485,195.0353,489.4242,1.2373,174.8057,493.4949,3.6300,154.2505,493.1903,1.8256
272.6472,469.0827,2.6414,253.7194,470.8426,-0.3646,233.5842,474.5407,-3.1745,214.1318,480.8704,-2.6227,195.7388,488.4752,0.8577,176.1062,493.8036,3.4115,155.5443,494.4841,2.4590
274.1605,469.2846,3.1690,254.8138,471.1304,0.5913,234.7486,473.9461,-2.8351,214.8865,479.5136,-3.4154,196.8989,487.0230,-0.4874,177.4424,494.1004,2.9701,157.2564,495.6874,3.3702
275.3561,469.1388,3.4040,255.8083,471.4310,1.6919,236.0142,473.8089,-2.2869,215.7612,478.3879,-3.5081,198.2461,485.9001,-1.4427,178.6082,493.5670,2.2542,158.5508,496.6626,3.6974
276.8255,469.5200,3.6296,257.7724,472.0975,2.2168,236.9209,473.9813,-1.3340,216.8479,477.5756,-3.4634,199.0059,484.5973,-2.4320,179.7060,492.8644,1.2246,159.6126,497.3668,3.6661
277.7817,469.6142,2.9714,259.1039,472.4727,3.0649,238.2452,473.9510,-0.5397,217.8253,477.0690,-2.9998,199.6667,482.9345,-3.1341,180.9885,491.6379,0.2822,161.2184,497.9522,3.3629
279.0153,469.2940,2.6036,260.2598,472.7810,3.3679,239.4829,474.3831,0.7901,219.2430,476.2779,-2.4920,200.7962,481.8293,-3.7042,181.6172,490.6289,-0.7571,162.2965,497.8075,2.7116
280.4883,468.9789,1.8873,261.5682,473.0957,3.4991,241.1220,474.5779,1.7947,220.4803,476.4069,-1.8702,201.8373,481.0828,-3.5552,182.3926,489.2783,-1.9040,163.3876,497.3415,1.9466
281.5106,468.7446,0.8431,262.7026,473.1097,3.6291,242.4545,475.4721,2.6842,221.9090,476.3718,-0.9498,202.7716,479.6718,-3.4715,183.4876,487.3671,-2.4842,164.6939,496.3648,1.1618
282.4419,468.0684,0.0704,263.9958,473.0306,2.8992,243.5192,476.2480,3.1403,222.9782,476.7917,-0.0038,204.1569,479.0957,-2.8968,184.6723,486.0038,-3.1581,165.6666,495.1769,-0.0378
283.6555,467.0899,-0.9687,265.3163,472.9055,2.4367,244.8810,476.5209,3.5746,224.3936,477.4314,0.8887,205.1675,478.9236,-2.4613,185.3796,484.5848,-3.4184,166.6886,493.5738,-0.7934
284.3745,466.6543,-2.2356,266.2521,472.4060,1.4004,246.1752,476.6416,3.8793,225.7392,478.3958,1.7696,206.3167,479.0588,-1.8961,186.5118,483.0884,-3.3857,167.5623,492.0828,-1.9887
285.9129,465.8953,-2.3669,267.3988,471.8031,0.3117,247.8958,477.1110,3.3043,227.0203,478.9151,2.6598,207.6609,479.4466,-0.5639,187.0953,482.2555,-3.2873,168.1191,490.3933,-2.5588
286.7655,465.0957,-3.2890,268.3731,470.8164,-0.1441,248.7621,477.0843,2.8564,228.5235,479.5593,3.0167,209.0658,479.8922,0.4361,188.3255,482.0348,-2.8611,169.1954,488.8703,-3.2291
287.9544,464.0505,-3.5203,269.5768,470.3664,-1.2705,250.2144,476.4096,2.1639,229.7203,480.1369,3.4787,210.3708,480.8728,1.4429,189.7790,481.4998,-2.4453,170.4907,487.2165,-3.5911
288.9913,463.7521,-3.8413,270.6686,469.5333,-2.2083,250.7607,475.9941,1.5840,231.2651,480.5308,3.4023,211.9836,481.2539,2.4551,190.7243,481.8032,-1.4902,170.8966,486.0331,-3.3748
290.1854,462.9883,-3.6352,271.8326,468.5248,-2.9261,252.0939,475.3419,0.2837,232.5575,480.8682,3.6908,213.1349,482.6565,2.5966,192.2944,482.6450,-0.2375,171.6536,485.1330,-3.3133
291.2575,462.9639,-2.8368,272.6332,467.6284,-3.3344,253.2216,474.6042,-0.6578,233.5561,481.0563,2.9435,214.7130,483.3420,3.3236,193.7114,483.0934,0.6659,173.0123,484.4772,-2.6248
292.1886,462.6327,-2.0027,273.6611,466.7280,-3.7331,254.1486,473.5190,-1.4809,235.1321,480.4187,2.1552,215.6970,484.0446,3.5567,195.3458,484.1678,1.6162,174.3713,484.2326,-1.7481
293.7434,462.6396,-1.0715,274.7056,466.1287,-3.4508,255.2196,472.5604,-2.5048,236.0091,480.2517,1.1106,217.3906,484.4050,3.6113,196.4767,485.1613,2.4034,175.4695,484.7625,-1.2405
294.7777,462.6953,-0.2044,275.8694,465.7868,-3.1821,256.1848,471.3830,-3.0457,236.9474,478.9136,0.0396,218.6558,484.7314,3.3059,198.0232,486.2460,3.1285,176.9627,485.2889,-0.2389
295.5699,463.1915,0.8293,276.9714,465.3999,-2.6346,257.2387,470.2840,-3.6132,237.9144,477.7513,-0.9011,219.7763,484.4983,2.2618,199.1952,486.9742,3.3669,178.3515,486.5269,0.8173
297.4793,463.0554,1.6176,278.0632,465.1954,-1.6192,258.3941,469.5027,-3.5728,238.9082,476.7592,-1.8488,220.8035,483.8411,1.8256,200.8295,487.8914,3.6718,179.8056,487.6164,1.7697
298.8130,463.5359,2.4934,279.3283,465.6955,-0.6437,259.5127,468.7569,-3.3706,239.7389,475.4863,-2.5915,221.9390,482.9993,0.8726,202.0509,488.1362,3.4622,181.1778,488.9178,2.7388
299.9246,463.6187,3.1669,280.6200,465.7178,0.4510,260.3075,468.1385,-2.9585,240.5665,474.1902,-3.0684,222.9973,481.5562,-0.2191,203.5563,488.2765,3.2489,182.9094,490.0077,3.3058
301.3092,463.7474,3.5450,282.2384,465.9884,1.4625,261.6578,468.5348,-2.4753,241.8197,473.1164,-3.4633,223.6077,480.8579,-1.1503,204.5938,487.9549,2.2755,184.3805,490.9438,3.5961
302.4915,464.0278,3.8339,283.4855,466.1857,2.2344,262.6949,468.0393,-1.3055,242.6721,472.1333,-3.8751,224.7623,479.1928,-2.2348,205.7443,487.5845,1.6207,185.4934,491.6116,3.4224
303.7203,463.9503,3.0769,284.5480,466.7743,2.8988,264.1855,468.4773,-0.4624,243.7948,471.6165,-3.4679,225.6263,477.7454,-2.8119,206.8303,486.4681,0.4666,187.0748,492.3127,3.2799
304.9347,463.8117,2.9217,285.9022,467.1891,3.3744,265.7188,468.7253,0.5314,245.1655,470.9545,-2.8396,226.4048,476.3528,-3.2622,207.5749,485.0823,-0.4495,188.1577,492.3123,3.0488
306.1113,463.6720,2.0333,287.1765,467.4831,3.3981,266.7735,469.1331,1.4223,246.1889,470.9206,-2.1586,227.4147,475.4548,-3.5575,208.5630,483.7466,-1.4469,189.8257,491.8595,1.9543
307.2032,463.2393,1.1778,288.6360,467.4755,3.5545,268.3859,469.6298,2.4623,247.6141,471.1129,-1.5681,228.6220,474.2425,-3.5837,209.2569,482.0340,-2.5672,189.9413,491.1651,1.0990
308.3081,462.9057,0.4663,289.8244,467.5137,3.3400,269.2580,470.1770,2.7208,248.4365,471.0940,-0.4100,229.5037,473.8124,-3.2971,210.3684,480.6245,-2.9112,191.2480,489.9749,0.2629
309.4416,461.7297,-0.7452,291.3293,467.0174,2.2289,270.5639,470.6583,3.3456,250.0689,472.1587,0.8214,230.7002,473.2235,-2.3851,211.3631,479.4211,-3.6111,192.1967,488.5178,-0.6433
310.6706,461.2865,-1.7507,292.1392,467.0472,1.9207,272.0558,471.0112,3.8323,251.4833,472.7030,1.9687,231.9586,473.5186,-1.6938,212.3851,478.0418,-3.4350,192.8027,487.1445,-1.7172
311.5195,460.3854,-2.6821,292.9839,466.3778,0.8021,273.6147,471.1724,3.5357,252.9812,473.1766,2.4771,233.4935,473.4447,-0.7397,213.3613,477.1663,-3.3799,194.2410,485.3160,-2.6287
312.5070,459.6292,-3.2666,294.0970,465.8259,-0.2289,274.9044,471.4351,2.9032,254.1443,473.9250,3.0732,234.8247,474.1810,0.1567,214.3096,476.4435,-3.1497,194.8048,483.6405,-3.1463
313.6157,459.1327,-3.4804,295.5346,464.7238,-0.9672,276.1318,470.9826,2.4497,255.7771,474.5754,3.6754,235.9542,474.8474,1.1583,215.5945,476.1371,-2.6232,195.9494,481.8023,-3.3643
314.8606,458.2774,-3.5898,296.5894,463.9159,-2.1956,276.9700,470.8645,1.6550,256.8221,475.1086,3.5873,237.6014,475.8469,1.7767,216.8186,476.3509,-1.5454,196.9103,480.5157,-3.6296
315.7648,457.8523,-3.2381,296.9298,462.7981,-2.8025,277.9981,470.3150,0.7000,258.1437,475.3458,3.2569,239.1107,476.7340,2.6187,217.9184,476.5844,-0.7525,198.0109,479.6453,-3.3719
316.9820,457.7135,-3.1961,298.4371,462.0931,-3.3228,279.1061,468.8762,-0.2731,259.5930,475.1615,2.9297,240.1079,477.6545,3.0155,219.5247,477.4660,0.4047,198.8873,478.8423,-3.0596
318.2587,457.3247,-2.2800,299.5689,461.4131,-3.3747,280.2530,468.1771,-1.5332,260.7099,474.8714,2.4822,241.7255,478.2344,3.4879,220.9844,478.3980,1.4568,200.1462,479.0344,-2.1941
319.7868,457.3953,-1.3015,300.6738,460.8449,-3.4358,281.0290,466.8430,-2.1989,261.6076,474.5170,1.3339,242.9996,478.9019,3.5827,222.4087,479.1597,2.3937,201.6786,479.0597,-1.3678
320.5620,457.2415,-0.3443,302.0440,460.3657,-2.9967,282.0152,465.9675,-3.0528,262.5931,473.7073,0.3568,244.5315,478.9593,3.0473,223.9299,480.0931,2.7537,202.6442,479.6313,-0.3438
321.8037,457.1750,0.7404,302.8946,460.0409,-2.8321,283.2786,464.9826,-3.7291,263.7744,472.4480,-0.8378,245.4795,478.5882,2.7521,225.3543,481.2155,3.2738,204.0302,480.4551,0.9457
323.2463,457.6490,1.7660,304.1002,460.0712,-2.0163,283.9327,464.4709,-3.6961,264.6899,471.4224,-1.8036,246.6864,478.3173,1.8629,226.5990,481.9953,3.4186,206.0818,481.6076,1.5708
324.4676,458.0763,2.4790,305.5630,459.7155,-1.0821,285.3005,463.4099,-3.6775,265.5543,470.0708,-2.2624,247.8379,477.5700,0.9308,228.0260,482.8236,3.5562,207.1890,482.8324,2.5567
325.6726,458.0434,2.9417,306.2949,459.8463,0.0619,286.2491,462.9107,-3.0199,266.6918,469.0845,-3.0159,248.5516,476.5847,0.2242,229.2420,482.8732,3.2710,208.5810,483.8225,3.1196
326.9739,458.4117,3.4341,307.8971,460.4776,1.1013,287.4425,462.9867,-2.5624,267.4833,467.8411,-3.6154,249.4089,475.1838,-1.1629,230.4431,482.5231,2.5780,209.9462,485.1862,3.3760
328.4610,458.4181,3.6544,309.1845,460.6982,1.8992,288.7317,462.3090,-1.6048,268.8286,466.8994,-3.4932,250.5734,473.9757,-1.9414,231.5364,482.1937,1.7059,211.5560,486.0998,3.6414
329.6238,458.6275,3.5024,310.6467,461.2383,2.9877,290.0003,462.6768,-0.8598,269.6813,466.0260,-3.3176,251.5669,472.3296,-2.6420,232.5793,481.2295,0.8590,212.7894,486.6914,3.4062
330.6382,458.2699,2.7329,311.6047,461.7016,3.0769,290.9676,462.9997,0.1642,270.8873,465.8524,-2.9874,252.0401,471.1681,-3.4974,233.6231,480.0043,-0.1536,214.0130,486.8840,2.8483
331.6324,457.7986,2.3637,313.0414,461.4906,3.5531,292.4353,463.3099,1.4630,271.9975,465.2699,-2.3779,253.6098,469.9653,-3.5892,234.6775,478.4900,-1.0975,215.0932,486.6517,2.2386
333.2018,457.5664,1.5158,314.4385,461.8930,3.3302,293.4959,464.1798,2.0486,273.1394,465.4738,-1.4988,254.5877,469.0317,-3.5287,235.4152,476.9630,-2.4988,216.5774,485.7123,1.2982
334.2315,457.0150,0.4667,315.6447,461.8585,3.2219,295.6146,464.8362,2.7424,274.6305,465.6514,-0.4315,255.7753,468.3744,-3.0647,236.1874,475.4673,-2.9998,217.5291,484.7554,0.5747
335.2470,456.5861,-0.4916,316.6479,461.8359,2.9537,296.8528,465.4557,3.5880,275.8420,466.2289,0.6759,256.8476,468.0261,-2.4548,236.9596,474.1589,-3.3825,218.2574,483.5429,-0.7274
336.4618,455.7411,-1.4256,318.1205,461.7088,2.0913,297.7861,465.6328,3.6311,277.4700,466.7320,1.7867,257.7733,467.7846,-1.7929,238.0230,472.8565,-3.9387,219.2405,481.4649,-1.7402
337.3315,454.8615,-2.3658,318.8890,461.1465,1.2696,299.0865,465.8102,3.6249,278.6599,467.4859,2.1629,259.3549,468.2696,-1.2371,238.7766,471.6465,-3.6350,219.8200,480.0554,-2.5542
338.7138,454.4780,-2.7570,320.1511,460.4242,0.1767,300.5397,465.8401,3.3098,280.3278,468.2410,2.8466,260.3161,468.6670,-0.0281,240.2323,471.0229,-3.1769,220.8347,478.3068,-2.9371
339.4780,453.6747,-3.8755,321.0818,459.8364,-0.9531,301.4551,465.5682,2.8986,281.5382,468.9492,3.3314,261.7555,469.3642,0.8891,241.3088,470.4351,-2.6370,221.5477,476.5779,-3.3681
340.7512,452.9767,-3.6809,322.0155,458.6441,-1.7478,302.8214,465.6604,1.8172,282.8853,469.4920,3.6002,263.3923,470.1391,2.1121,242.7950,470.5986,-1.6093,222.7967,475.4885,-3.5097
341.8520,452.2729,-3.5393,323.3057,457.9331,-2.6218,303.8267,464.7927,0.7739,283.9778,469.8661,3.5326,264.7197,471.0306,2.4446,244.0248,470.9415,-0.9523,223.7044,474.3546,-3.4795
342.8756,452.0410,-3.3695,324.5254,456.9559,-3.0297,304.9938,463.5448,0.1376,284.9809,469.6181,3.1312,265.9970,471.9437,3.2171,245.1746,471.6898,0.1228,224.9665,473.2254,-3.0068
343.8743,451.6739,-2.7740,325.7052,456.0970,-3.3663,306.2006,463.2119,-1.0271,286.4301,469.6127,2.4052,267.4124,472.6058,3.4709,246.3677,472.5853,1.0568,226.0933,473.1519,-2.5101
345.3957,451.8529,-1.7428,326.3874,455.3096,-3.7079,306.6817,461.8036,-1.8589,287.6373,469.0021,1.6369,268.8119,473.3655,3.7717,248.0992,473.7635,2.0015,227.2426,473.5717,-1.7348
346.5321,451.6617,-0.6759,327.6107,454.9344,-3.1610,308.0687,460.6542,-2.7763,288.7004,468.0189,0.8034,270.2211,473.3891,3.1863,249.6942,474.7157,2.8930,228.8226,473.9324,-0.8998
347.4835,451.4906,0.1960,328.8513,454.5391,-2.6474,309.0977,459.5401,-3.1986,289.7769,467.1671,-0.3613,271.3185,473.2435,2.7212,250.9644,475.7058,3.2118,229.9649,474.9167,0.3351
348.8525,452.0159,1.0197,329.7456,454.5321,-2.0405,310.3305,458.9059,-3.7121,290.6924,466.2700,-1.4980,272.6131,472.9986,2.1300,252.1635,476.4904,3.7216,231.1792,476.0706,1.5627
349.9948,452.3283,2.3444,331.0912,454.1143,-0.9476,311.0920,458.1706,-3.5675,291.7783,464.9755,-2.5304,273.5542,472.1555,1.1261,253.8679,477.3171,3.8509,232.9152,477.2451,2.2050
351.6014,452.3088,3.0300,332.4581,454.3314,-0.1539,311.9669,457.5715,-3.6900,292.6896,463.8688,-3.1773,274.6384,471.4728,0.2766,255.0267,477.4611,3.3900,234.4476,478.5246,2.8714
352.7465,452.6537,3.4075,333.5024,454.7676,0.7408,313.3204,457.1805,-2.7501,293.1740,462.5493,-3.3207,275.7048,469.9675,-0.7909,256.2198,476.9329,2.5125,235.8040,479.2077,3.5037
353.8862,452.6915,3.6003,334.9871,455.2546,1.4047,314.6147,456.8072,-2.1349,294.5924,461.4030,-3.4646,276.3560,468.7665,-1.7695,257.1858,476.8430,2.0090,237.3631,480.5615,3.7631
355.4013,453.0363,3.5829,336.4023,455.4666,2.8209,316.0006,457.2585,-1.0003,295.5600,460.3579,-3.6869,277.4292,467.7038,-2.6041,258.3781,475.6447,0.8600,238.3620,481.0463,3.3913
356.5255,452.5780,3.2108,337.6177,456.1684,3.3150,317.1629,457.4350,0.4062,296.6896,460.3277,-3.0228,278.5855,465.8427,-3.2044,259.1244,474.4748,0.2577,239.7293,481.5475,3.1787
357.4454,452.7012,2.6003,338.8315,456.2696,3.5181,318.6202,457.9190,1.1083,298.0255,459.7923,-2.6406,279.3592,464.6561,-3.6978,260.4205,473.0885,-0.8953,241.0154,480.6546,2.6730
358.7254,452.3169,1.5307,340.1936,456.4161,3.9213,319.7876,458.3534,2.0212,299.3638,459.7186,-1.8224,280.3862,463.5645,-3.5190,261.2912,471.7920,-1.8588,242.4662,480.1792,1.7079
359.8666,451.4510,0.6074,341.4905,456.6289,3.2487,320.9851,458.8541,2.8091,300.5036,459.9610,-0.6015,281.2820,462.8717,-3.4276,261.8313,470.2663,-2.8349,243.1934,479.4463,0.7180
361.2997,450.9460,-0.1810,342.7574,456.2840,2.7269,322.1828,459.2378,3.3701,301.6665,460.3221,0.2739,282.6082,462.5243,-3.1307,262.8057,468.8605,-3.2502,244.0694,478.0629,-0.3608
362.1107,450.1107,-1.1099,343.7901,455.9623,2.2578,323.4301,459.8081,3.7348,303.1247,461.1925,1.1217,283.4475,462.2029,-2.3224,264.0136,467.5525,-3.3666,245.2541,476.5027,-1.2479
363.1520,449.8941,-2.3073,344.7332,455.5291,1.2482,325.1806,460.3846,3.5966,304.3272,461.8860,2.2094,284.9997,462.8550,-1.4458,264.8505,466.3251,-3.5029,245.9958,474.8730,-2.4241
364.2746,449.1722,-2.9088,345.9761,454.9890,0.5050,326.2465,460.3356,3.1060,305.6861,462.5063,2.6932,286.5422,462.9207,-0.3272,265.9827,465.4236,-3.5160,246.4662,473.1147,-3.0305
365.3411,448.2787,-3.1491,346.7598,453.9783,-0.6062,327.6026,460.1986,2.8190,306.9050,463.0809,3.3129,287.8149,463.6094,0.5672,267.2017,465.0101,-2.8389,247.5021,471.5010,-3.0553
366.3166,447.5649,-3.3741,348.2322,453.3392,-1.6023,328.6834,459.6803,2.1036,308.6756,463.8565,3.5270,289.1514,464.0599,1.5450,268.3072,465.1486,-1.7160,248.7880,469.8029,-3.6777
