snout_X,snout_Y,snout_Z,mid1_X,mid1_Y,mid1_Z,mid2_X,mid2_Y,mid2_Z,mid3_X,mid3_Y,mid3_Z,mid4_X,mid4_Y,mid4_Z,peduncle_X,peduncle_Y,peduncle_Z,caudaltip_X,caudaltip_Y,caudaltip_Z
304.4857,463.5695,1.2511,286.1865,468.2248,3.6066,265.8063,470.4509,2.4511,244.9548,471.2489,-1.2317,226.2849,474.7519,-3.5415,206.9060,482.3482,-2.6893,188.1218,491.3267,1.0964
307.2762,462.3921,-0.4144,288.7215,468.1333,2.8938,268.2682,471.3957,3.1881,247.7900,472.2206,0.3605,228.4351,473.8233,-2.8853,209.1174,480.1023,-3.1841,190.1761,489.5507,-0.3955
309.2562,461.3598,-1.5848,290.8677,467.1254,1.7143,270.9134,471.4656,3.9744,250.2730,472.8110,1.6738,230.9952,473.9010,-1.7779,210.8128,478.3227,-3.5504,191.9742,487.0640,-1.6840
311.2896,459.9620,-2.8617,293.1779,466.0870,0.2775,273.6366,471.4552,3.2015,252.8525,473.6022,2.5879,233.3395,474.0771,-0.0689,212.9690,476.8840,-3.3593,193.7479,484.0126,-2.6345
313.3920,459.1176,-3.6040,295.1670,465.0436,-0.9179,275.9145,471.1232,2.1893,255.8397,474.8622,3.5410,236.3085,475.0394,1.0689,215.3497,476.2857,-2.4438,195.7716,481.7527,-3.2541
316.0883,457.9574,-3.5977,297.3221,463.5507,-2.6159,277.7279,470.6590,1.0543,258.1381,475.1234,3.6084,239.1220,476.0477,2.4132,217.9881,476.3153,-1.1203,197.8133,480.0705,-3.6622
318.0024,457.3154,-3.3224,299.5909,462.0949,-2.8846,280.3455,468.8185,0.1269,260.5532,474.9863,2.9062,241.4209,477.2887,3.2404,220.6550,476.7540,0.1785,200.0298,478.7899,-3.2006
320.3122,456.8163,-2.1153,301.7163,460.7898,-3.6008,282.2340,467.3403,-1.5873,262.8371,474.2811,1.9373,244.2065,478.0446,3.6588,223.2926,478.2694,1.4275,202.7101,478.5271,-2.0190
322.9841,456.8505,-0.6095,304.2039,459.9014,-3.0936,284.6923,465.9012,-2.7151,265.0694,473.4246,0.4502,246.7379,478.1628,3.2177,226.1352,479.7773,2.7085,204.9140,478.7850,-0.7463
325.3432,456.9232,1.1767,306.4070,459.2338,-2.4277,286.6050,464.0357,-3.6258,267.1585,471.9614,-0.9087,249.0614,478.2956,2.5238,228.6745,480.8831,3.5486,207.8716,479.8629,0.6900
327.9584,456.7982,2.1079,308.9228,458.7976,-1.3877,288.6926,462.7965,-3.2429,269.2636,469.5891,-2.2940,251.3043,477.0933,1.3015,231.4108,481.7633,3.4430,210.5756,482.0164,2.0681
330.6545,457.2924,3.1607,311.4779,459.1834,-0.0577,290.8074,461.9420,-2.9863,271.4476,467.6877,-3.2730,253.4763,475.4087,-0.2564,234.0380,481.7509,3.1585,213.3707,483.4800,3.0431
333.1210,456.8836,3.4421,313.5027,459.2513,1.6782,293.3893,461.5123,-1.9316,273.1984,466.3796,-3.4826,255.4480,473.5365,-1.7501,236.1916,481.5822,1.8874,216.0546,484.8731,3.5661
335.4368,457.3260,3.3166,316.2959,459.8092,2.6896,295.8906,461.2513,-0.8162,275.6547,464.7481,-3.4930,257.1919,471.2901,-2.7304,238.3177,479.6988,0.7179,218.5116,485.4373,3.4380
337.8249,457.0158,2.7216,318.6996,460.1928,3.3871,298.0509,462.1326,0.5630,278.2269,464.0576,-2.8216,259.4035,469.3962,-3.7076,240.4782,478.0064,-0.8900,221.0673,485.2034,2.9686
340.2049,456.0020,1.3418,321.3200,460.8482,3.7309,300.8420,462.6417,2.1299,280.2867,463.6372,-1.6294,261.6692,467.6027,-3.7414,242.1447,475.5113,-2.1361,223.5769,484.3924,1.6300
342.3152,455.1772,0.1377,324.1410,460.3977,3.3732,303.4233,463.2794,3.0433,283.0734,464.0806,-0.1321,263.6658,466.3795,-2.9631,244.2781,473.5232,-2.9520,225.8046,482.5794,0.1566
344.5494,454.2074,-1.1166,326.1176,459.7290,2.3680,306.1475,463.6841,3.4945,285.6377,464.7874,0.9148,266.1407,466.2256,-2.4417,246.2812,471.1487,-3.6259,227.5472,480.3079,-1.5353
346.7887,452.9196,-2.6045,328.4203,458.8093,0.7736,308.4373,463.9749,3.7723,288.2681,465.8774,2.4178,268.3975,466.2534,-0.6687,248.5576,469.6827,-3.4677,229.0185,477.8997,-2.4003
348.9027,451.7346,-3.3611,330.4906,457.9107,-0.6860,310.7823,463.5179,2.7206,290.8673,466.5276,3.2715,271.0728,467.0342,0.7519,250.6169,468.5855,-2.8628,231.0852,475.1847,-3.1349
351.2274,450.6363,-3.5480,332.6809,456.0243,-1.7552,313.2747,462.9308,1.5979,293.1813,467.2909,3.5407,273.8581,468.0603,1.9839,253.1571,468.3977,-1.6917,233.5409,472.9123,-3.6587
353.5102,449.9020,-3.0854,335.0072,455.3264,-3.2190,315.4777,461.7732,0.2016,295.8662,467.3999,3.3748,276.6383,469.0077,2.9702,255.6664,469.0932,-0.3124,235.2324,471.3025,-3.3104
355.6467,449.4585,-2.4819,337.2893,453.2676,-3.6242,317.6676,460.5606,-1.1306,298.0262,466.9610,2.5230,279.2480,470.1269,3.1493,258.9896,469.9641,1.3044,237.6203,470.8207,-2.2244
358.1960,448.9403,-1.3397,339.4583,452.4176,-3.4384,320.1792,458.8659,-2.4147,300.3721,466.2128,1.2255,281.8919,470.7031,3.4213,261.0016,471.2961,2.6208,240.1376,471.0892,-1.0736
360.5046,449.2831,0.2527,341.7398,451.7124,-2.9615,321.9209,457.0369,-3.2541,302.8364,464.4034,-0.3586,284.3982,470.6481,2.7979,263.8207,472.7318,3.2350,242.8752,471.7836,0.1186
362.9278,449.1980,1.6810,343.8688,451.6317,-1.8784,324.1716,455.6270,-3.6635,304.6433,462.9166,-1.5904,286.4812,469.8719,1.8073,266.2855,473.6422,3.5659,245.6505,473.3821,1.4876
365.7456,449.3032,2.7023,346.3052,451.2602,-0.3925,326.1260,454.6065,-3.5992,306.6515,460.9088,-2.8636,288.5651,468.5301,0.3557,268.9166,474.3253,3.6317,248.3757,475.0245,2.7004
368.0522,449.5727,3.5438,348.9264,451.6571,0.7634,328.5444,454.1134,-2.7349,308.7659,458.8403,-3.2934,290.6903,466.4814,-1.2556,271.2312,473.8240,2.8531,250.9840,476.3483,3.4342
370.6767,449.4667,3.3839,351.3146,452.2925,2.3488,330.7264,453.6165,-1.3535,310.7521,457.4936,-3.6764,292.8108,464.5321,-2.3171,273.6240,473.1124,1.3482,253.9384,477.4097,3.5230
373.0837,449.5181,2.9390,353.7896,452.4145,3.2508,333.2355,453.9899,-0.0244,312.9855,456.6398,-2.8752,294.9770,462.4294,-3.2036,275.9291,471.1640,0.0707,256.4629,477.6332,3.0119
375.3999,448.7125,2.1121,356.3266,452.8901,3.4445,336.0023,454.6119,1.5546,315.6231,456.3025,-2.0580,296.7628,460.5816,-3.5971,277.5689,468.9535,-1.4764,258.3093,476.9918,1.9239
377.4556,447.9967,0.7134,359.1105,452.5539,3.5457,338.5427,455.2820,2.6798,318.0915,456.2513,-0.9593,299.0759,459.0115,-3.0772,279.7215,466.4315,-2.8721,260.5354,475.7310,0.4796
379.8097,446.7565,-0.3124,361.6110,452.3832,2.7213,341.4660,455.8167,3.6079,320.6286,457.0503,0.7162,301.3648,458.2553,-2.6704,281.5212,464.2141,-3.1929,262.6898,473.2641,-0.8306
381.7490,445.5394,-2.0873,363.6883,451.6753,1.1945,343.8964,456.2487,3.7558,323.3234,457.6280,2.1131,303.7823,458.4837,-1.6036,283.8160,462.2307,-3.3389,264.8004,470.8200,-2.3889
384.2417,444.4107,-3.0345,365.9287,450.4521,0.0512,346.2840,455.9190,3.3151,326.0401,458.5528,3.3318,306.2300,458.9256,-0.1369,285.9962,461.3958,-3.2884,266.8621,468.5758,-2.9473
386.2032,443.3442,-3.6661,367.9962,449.1159,-1.4671,348.5504,455.7316,2.1097,329.0018,459.3533,3.6117,308.8939,460.0291,1.2514,288.2302,460.8036,-2.0564,268.5302,466.2406,-3.5356
388.4626,442.3612,-3.2513,370.1576,447.7734,-2.4321,351.1630,454.3301,0.8435,330.9485,459.8802,3.4305,311.6805,461.4516,2.5704,290.7481,461.2274,-0.7032,270.8589,464.4072,-3.6052
390.7982,441.8455,-2.8195,372.3402,446.1140,-3.2279,353.0272,453.2353,-0.5071,333.4561,459.5972,2.4711,314.1505,462.1771,3.4509,293.6555,461.8628,0.5899,272.5163,463.3820,-2.8056
393.0510,441.3551,-1.7181,374.5334,444.9868,-3.4173,355.0025,451.8402,-2.0538,335.8358,458.9223,1.7308,316.9056,462.9417,3.5927,296.3373,463.2691,2.0600,275.1169,463.2895,-1.7716
395.6504,441.5061,-0.6101,376.5844,444.2768,-3.3026,357.2941,449.6854,-3.1144,337.8967,457.6340,0.1013,319.6537,462.9653,3.0076,298.9121,464.4361,3.0296,277.8277,463.8229,-0.5653
398.4919,441.4984,0.9832,379.0608,443.9315,-2.7008,359.4096,448.4481,-3.6512,340.0307,455.8015,-1.1796,321.8735,462.7322,2.3410,301.6931,465.6386,3.3723,280.4150,465.0856,1.1562
400.6677,441.4707,2.1321,381.5015,443.4281,-0.7574,361.4970,447.2118,-3.1248,342.3869,454.1232,-2.4295,324.0002,461.6084,0.9409,304.1574,466.3477,3.6546,283.3210,466.4249,2.6534
403.2384,441.9918,3.2021,383.9817,443.6329,0.3658,363.7596,446.6198,-3.0042,344.1896,451.8480,-3.1718,326.1671,459.6475,-0.5123,306.4945,466.8144,2.8928,286.2461,468.4290,3.1467
405.8207,442.0150,3.6470,386.6831,444.4258,2.0340,366.3682,446.1254,-1.7864,346.1267,450.0624,-3.2257,328.1659,457.7424,-1.8885,309.1172,465.8899,2.0762,288.6944,469.4176,3.7240
407.9858,441.7914,3.2495,388.9543,444.9306,2.8106,368.7491,446.2931,-0.3899,348.4468,449.2656,-3.5304,330.0089,455.6245,-3.0588,310.9771,463.8691,0.5189,291.4962,469.7971,3.2865
410.5878,441.4644,2.5870,391.7400,444.9427,3.8275,371.0599,446.5091,1.1787,350.6346,448.5392,-2.8582,332.0539,453.2887,-3.5897,313.2702,462.1943,-0.7851,293.7166,469.8326,2.6881
412.6830,440.4820,1.3857,394.0227,445.0071,3.5285,373.9349,447.0593,2.0308,353.1362,448.5190,-1.1586,333.9178,451.6894,-3.5802,315.1885,459.7004,-2.4135,296.0706,468.5353,1.3787
415.0044,439.6823,-0.2360,396.8400,445.0379,2.9613,376.4185,447.9576,3.3466,355.5187,448.8598,0.2408,336.5926,451.1116,-3.1929,316.8961,457.1920,-3.1063,298.0469,467.0564,-0.5858
417.0918,438.3865,-1.4699,398.9012,444.1677,2.2554,379.1603,448.3974,3.6778,358.1862,449.5702,1.6479,338.9182,450.4868,-2.1103,319.0115,455.3631,-3.5631,300.1586,464.1138,-1.4024
419.5905,437.3976,-2.6871,401.1665,443.3475,0.4067,381.5988,448.3998,3.2997,361.1190,450.6836,2.8419,341.4715,451.0406,-0.6275,321.4416,453.7082,-3.4595,302.2822,461.5472,-2.6932
421.5914,436.1290,-3.4663,403.2011,442.2740,-0.9401,383.7857,448.1736,2.4936,363.5988,451.2487,3.5217,344.1353,451.8707,1.0217,323.5956,452.9358,-2.6410,303.9053,459.1641,-3.5117
424.0364,435.0697,-3.6810,405.7435,440.8411,-2.2134,385.8771,447.3263,1.3799,366.5632,451.7309,3.5984,346.7465,453.0651,2.2124,325.9830,453.2875,-1.5974,306.1723,456.9809,-3.5012
426.3375,434.4073,-2.9940,407.7069,439.4670,-3.0503,388.3413,446.5838,0.0611,368.6538,451.9406,3.0943,349.3656,453.9686,3.1651,328.4741,453.7600,0.0231,308.1651,455.9696,-3.1178
428.6344,433.7469,-2.2560,410.1007,438.0796,-3.6089,390.4709,444.7556,-1.6424,371.0286,451.4951,2.2540,352.3756,455.1208,3.9849,331.3529,454.8073,1.4101,310.3609,455.3222,-1.9128
431.1363,433.6815,-0.7874,412.0968,437.1206,-3.3849,392.5569,443.0559,-2.4663,373.0766,450.6236,0.5825,354.6590,455.5616,3.5229,334.1362,456.5079,2.7388,313.1162,455.7615,-0.8163
433.5193,433.8277,0.6689,414.6201,436.4941,-2.6762,394.4642,441.2168,-3.3841,375.1543,449.1384,-0.5914,357.1005,455.2594,2.7170,336.8185,457.7591,3.2313,315.5778,456.8467,0.5379
435.9157,434.0876,1.8706,416.8009,435.9130,-1.4278,396.7585,439.9498,-3.5738,377.0926,447.0575,-2.0234,359.0848,454.3681,1.5685,339.4710,458.6000,3.5674,318.5174,458.4323,1.7126
438.4071,433.9494,3.2006,418.9621,436.3143,-0.1287,398.7904,438.9215,-3.5439,379.4202,445.1236,-3.0115,361.5462,452.6298,0.2483,342.0488,458.7063,3.3048,321.2689,459.7901,3.1272
440.9390,434.1017,3.5482,421.5376,436.4476,1.2248,400.9616,438.2770,-2.5498,381.4814,443.1321,-3.5381,363.3741,450.8419,-1.2361,344.3833,458.2292,2.1192,323.8327,461.4601,3.5636
443.3911,434.2736,3.2686,424.3933,436.6469,2.4985,403.8596,438.2267,-0.9720,383.8071,441.8955,-3.5351,365.2030,448.6279,-2.9446,346.5873,457.1115,0.8181,326.6223,462.0386,3.2778
445.8709,434.0025,3.0064,426.8397,437.2983,3.5646,406.3800,438.7614,0.6459,385.8598,441.0538,-3.0592,367.5111,447.0487,-3.2307,348.5982,455.2582,-0.4194,329.1700,462.1988,2.8549
448.0836,433.3579,1.5882,429.0276,437.3811,3.7468,409.3569,439.3384,2.0945,388.5733,440.9034,-1.8382,369.4363,444.6096,-3.6115,350.5327,453.2452,-1.8337,331.1924,461.5485,1.7357
450.3477,432.3082,0.4568,431.4629,437.4625,3.3717,411.6172,440.1717,2.6101,391.1669,440.8823,-0.7044,371.7922,443.4928,-2.9886,352.3925,450.6574,-2.8721,333.4039,459.9216,0.4911
452.5680,431.0889,-1.1927,433.9738,436.7473,2.1929,413.8178,440.8061,3.4714,393.8219,441.7717,0.9327,374.1034,442.8669,-2.4275,354.5385,448.4090,-3.4469,335.7542,457.5007,-1.0140
454.8884,430.0887,-2.1416,436.6353,436.0540,1.2889,416.6953,441.1200,3.4873,396.0457,442.2007,2.0970,376.6121,442.9950,-1.2205,356.5454,446.8043,-3.5549,337.5197,455.2385,-2.3981
456.9084,428.7088,-3.0423,438.5417,435.2219,-0.5716,418.8466,440.7521,2.8840,398.8782,443.5342,3.1871,378.9100,443.4910,0.4740,358.7831,445.6118,-3.0778,339.2490,452.1872,-3.4527
459.0676,427.7807,-3.6469,440.6992,433.5271,-1.7186,421.4089,440.0065,1.7068,401.1886,443.9758,3.9334,382.0244,444.8835,1.7648,361.0713,445.4248,-2.0192,341.1788,450.1923,-3.5197
461.4092,426.6308,-3.5166,443.0828,432.2494,-3.0788,423.4121,438.9105,0.4860,403.9670,444.2866,3.2515,384.7573,445.8991,3.0005,363.6054,445.6381,-0.5257,342.9855,448.4554,-3.2937
463.7270,426.3868,-2.7260,445.1312,430.8082,-3.4362,425.5551,437.8182,-0.8206,406.0715,444.0622,2.6095,386.9548,446.7133,3.5675,366.4896,446.9950,1.0043,345.5546,447.6427,-2.7220
466.2370,425.9834,-1.4549,447.4238,429.7918,-3.6518,427.7630,435.7888,-2.2620,408.4677,443.1784,1.3838,389.7022,447.3279,3.5536,369.1129,448.2609,2.2530,348.2589,447.8121,-1.6301
468.4388,425.8606,0.0581,449.5438,428.5660,-2.8976,429.8598,434.0781,-3.3231,410.4548,441.8134,-0.0557,391.9945,447.5581,2.7388,371.5999,449.3892,3.1074,350.5006,448.4992,0.0221
470.9311,425.9292,1.5120,451.8086,428.1529,-1.7986,432.0795,432.9584,-3.5448,412.6550,440.0347,-1.4933,394.5438,447.0787,1.9416,374.2967,450.6070,3.7810,353.4990,450.1133,1.3622
473.5403,426.5003,2.8196,454.4807,428.3881,-0.6943,434.3732,431.5125,-3.4917,414.6331,438.0946,-2.5377,396.6022,445.8352,0.7782,377.0462,450.9310,3.3437,356.4375,451.7473,2.6790
476.0367,426.5824,3.4627,456.8076,428.7022,1.0345,436.3029,430.9491,-2.2817,416.6497,436.4762,-3.1837,399.0096,444.2776,-0.7486,379.5813,450.9529,2.9430,358.8537,453.3733,3.3325
478.7075,426.5840,3.5471,459.4792,428.8506,2.0061,438.7994,430.7673,-1.4288,418.5908,434.9848,-3.2285,400.7132,441.7936,-1.9888,381.7637,450.1112,1.5082,362.0978,454.1728,3.6083
480.9954,426.3046,3.2836,461.8458,429.4614,3.1641,441.3566,430.6447,-0.1275,421.1174,433.9977,-3.3867,402.8087,439.6899,-2.7815,383.7395,448.2561,0.1688,364.1380,454.8094,3.2884
483.2891,426.0062,2.1851,464.6870,429.7050,3.4207,444.0196,431.4977,1.4074,423.3871,433.1521,-2.3994,405.1133,437.9421,-3.8237,385.9018,446.4463,-0.9840,366.5918,454.2681,2.1105
485.8017,425.2312,0.9401,466.9024,429.5472,3.3970,446.7390,432.0450,2.3718,425.9932,433.2117,-1.1945,406.9909,436.3874,-3.7473,387.9069,443.8642,-2.4642,369.2155,452.7895,0.6130
487.5381,424.0500,-0.3175,469.4744,429.3997,2.6934,449.0067,432.5639,3.4820,428.7102,433.7764,0.4464,409.3743,435.3638,-2.7328,389.9260,441.3018,-3.2122,370.8429,451.0819,-0.5491
490.1955,422.9849,-1.9697,471.7172,428.9453,1.3573,451.7056,432.9991,3.4160,430.9895,434.6147,2.0464,411.4999,435.4125,-1.6515,391.5495,439.7053,-3.8191,372.8887,448.4970,-1.8082
492.2818,421.7344,-2.8723,473.8489,427.4897,0.2569,454.0951,433.0960,3.4025,433.6745,435.3597,2.8571,414.2530,435.6544,-0.0182,393.9935,438.3168,-3.1979,374.7764,445.9855,-3.0539
494.3822,420.4697,-3.6682,476.0414,426.3162,-1.2959,456.5598,432.6390,2.4620,436.5339,436.3166,3.6165,416.9950,436.7968,1.3880,396.2519,437.7325,-2.3532,376.5261,443.4300,-3.4541
496.4688,419.3839,-3.5136,478.0637,425.1188,-2.5504,458.5322,432.0188,0.9909,439.0854,436.5233,3.4237,419.6788,437.6186,2.6023,398.9190,437.7483,-1.1567,378.9057,441.5190,-3.7022
498.9841,419.0726,-3.2426,480.4924,423.5771,-3.1107,460.9244,430.8067,-0.4448,441.5691,436.7086,2.7193,422.3421,438.8376,3.4851,401.4767,438.8119,0.3700,380.7792,440.2952,-3.0527
501.3400,418.2272,-1.9368,482.6794,422.4688,-3.5816,463.2085,428.9244,-1.6511,443.5239,435.9194,1.9356,424.7841,440.0171,4.2419,404.2086,439.8809,1.6883,383.1401,440.0125,-2.1018
503.8260,418.2827,-0.4784,484.8085,421.2844,-3.2257,465.3135,427.2904,-2.9046,446.0151,434.4581,0.6414,427.1979,439.8353,3.3656,406.7911,441.1968,2.8475,385.8736,440.6030,-0.7202
506.4012,418.4324,0.8908,486.8946,420.7682,-2.4752,467.1469,425.5854,-3.6360,448.0023,433.1166,-1.0209,429.9371,439.6494,2.3227,409.4828,442.7900,3.5099,388.5148,441.8938,1.1298
508.8154,418.6986,2.4217,489.6176,420.7198,-1.0198,469.3585,424.4252,-3.8893,450.0617,431.2695,-2.2826,432.0875,438.5876,1.3394,412.1638,443.3345,3.5987,391.3221,443.5128,1.9875
511.3280,418.6367,3.1979,491.8663,420.6578,0.3412,471.9110,423.6903,-3.1229,452.2525,429.5281,-3.3193,434.1182,436.9133,-0.3894,414.7517,443.2497,2.9941,393.9826,444.9304,3.0211
513.5790,418.9710,3.4773,494.5957,421.2961,1.4663,473.9667,423.0129,-2.1805,453.9378,427.7881,-3.6248,436.2466,434.9814,-1.4970,416.8356,443.0864,2.0371,396.6657,446.4782,3.4460
