snout_X,snout_Y,snout_Z,mid1_X,mid1_Y,mid1_Z,mid2_X,mid2_Y,mid2_Z,mid3_X,mid3_Y,mid3_Z,mid4_X,mid4_Y,mid4_Z,peduncle_X,peduncle_Y,peduncle_Z,caudaltip_X,caudaltip_Y,caudaltip_Z
237.5171,475.6729,-2.7177,219.2051,481.5422,0.0553,199.5475,487.4935,3.0914,179.3868,490.0211,3.2208,159.4708,490.3282,0.0596,139.1841,492.7226,-3.1156,120.1004,499.6117,-2.8645
239.0090,474.8358,-3.4777,220.8310,480.6924,-1.4187,201.0856,487.0586,2.6575,180.9940,490.6509,3.9442,161.5795,490.8129,1.3950,140.9195,492.0209,-2.2403,121.2936,497.4306,-3.3225
240.5167,473.7950,-3.3422,222.2564,479.4055,-2.1924,203.0453,486.3150,1.2314,182.9566,490.9467,3.7041,163.6845,492.0086,2.4107,142.6933,492.4455,-1.2458,122.7024,496.1733,-3.2726
242.5247,473.3192,-3.1943,223.8662,478.6097,-3.3217,204.4065,485.0632,-0.1597,185.0232,491.1026,3.2894,165.6548,492.6980,3.0505,144.9024,492.8758,-0.1271,124.1104,494.8100,-3.1359
244.4700,473.1148,-2.6548,225.7821,477.1723,-3.5043,206.0993,484.0980,-1.1596,186.6342,490.8079,2.2557,167.5706,494.0728,3.2771,146.4905,494.1540,0.7337,126.1520,494.3628,-2.5518
246.1664,472.8950,-1.6050,227.1831,476.5487,-3.1739,207.4004,482.4942,-2.1011,188.1381,490.0877,1.4026,169.5724,494.5382,3.2958,148.7801,494.7793,2.0475,128.1313,494.5616,-1.4334
248.1382,472.9265,-0.1374,228.7304,475.5006,-3.0914,209.4728,481.2230,-2.9218,190.2530,488.8153,0.2279,171.5153,494.6332,3.0234,151.1097,495.8715,3.0600,130.0427,495.2927,-0.3549
249.8103,472.8179,1.2592,230.7825,475.1643,-2.3483,211.1149,479.9119,-3.6171,191.6694,487.4587,-0.9624,173.2797,494.0561,2.5111,153.1794,497.1142,3.5912,132.0576,496.4314,1.0342
251.5300,472.9754,2.3766,232.4777,475.2860,-1.2146,212.6697,479.0200,-3.5443,192.9690,485.8992,-2.1858,174.8354,493.1330,1.3642,155.2805,498.0214,3.5160,134.3389,498.1269,2.0922
253.5842,473.3166,2.9795,234.4910,475.2571,-0.3430,214.1434,478.0933,-3.1713,194.6607,484.2964,-2.9801,176.6111,492.1234,0.4403,156.7992,498.0593,3.4946,136.2390,499.3410,2.9908
255.3096,473.1482,3.5518,236.2435,475.9052,1.0370,215.6545,477.8872,-2.2891,196.1986,483.0669,-3.4412,178.0353,490.5543,-1.0657,158.7881,497.8567,2.4010,138.4093,500.6889,3.7282
257.3893,473.5023,3.7763,238.2021,476.1020,2.0744,217.8606,477.7835,-1.4691,197.6152,481.4418,-3.6564,179.7310,488.6770,-2.4204,160.4392,496.9159,1.1964,140.4275,501.6148,3.9018
258.8941,473.6214,3.2259,240.2362,476.4407,3.2542,219.6899,477.9451,-0.1701,199.5410,480.6125,-3.1920,180.9365,487.1072,-3.2616,162.1113,495.5329,0.3225,142.3156,501.9480,3.0600
260.8474,473.2479,2.5058,242.1431,476.7688,3.4894,221.6115,478.4303,0.7544,201.1211,480.1337,-2.6787,182.4917,485.0649,-3.3807,163.2957,493.9672,-0.8651,144.0194,501.4682,2.5194
262.5329,472.3974,1.8638,244.0577,476.6347,3.5679,223.5697,479.1576,2.0454,202.7600,480.3551,-1.6317,184.1698,483.9548,-3.3834,164.7907,492.1249,-2.2219,145.9092,500.6532,1.6071
264.2987,471.7891,0.0746,245.9360,476.8509,3.3534,225.4114,479.6087,3.0806,204.7581,480.6433,-0.3129,185.7149,483.3723,-3.3448,166.3273,489.9507,-3.1207,147.7152,499.2564,0.0529
265.9097,471.2630,-1.2158,247.5072,476.6312,2.3123,227.4237,480.2594,3.3083,206.7303,481.1076,1.0887,187.2789,482.6006,-2.6503,167.7674,488.1259,-3.5521,148.5606,497.4940,-0.8893
267.5546,469.7894,-2.1885,248.8102,475.8259,1.3643,229.0720,480.7303,3.2876,208.7172,481.8965,2.1123,189.3547,482.7946,-1.5060,169.3365,486.5963,-3.4776,150.2862,495.3643,-2.2211
269.2477,469.0453,-2.9793,250.9440,475.0660,0.1407,231.2272,480.4913,3.2720,210.4579,482.7882,3.2705,191.2192,483.1892,-0.3440,170.9458,485.9194,-3.1185,151.6834,492.8872,-3.1825
270.7426,468.1355,-3.4486,252.6941,473.9850,-1.1919,233.1999,480.2316,2.4152,212.5317,483.6524,3.4269,193.1489,483.9142,1.0007,172.7600,484.8509,-2.4446,153.0945,490.9559,-3.2738
272.7282,467.1134,-3.5317,253.8456,473.0029,-1.9845,234.8618,479.4683,1.5774,214.4521,484.1905,3.7833,195.1939,484.9862,2.3494,174.4953,485.3387,-1.5966,154.5825,489.3342,-3.3666
274.0757,466.7022,-3.2943,255.6268,471.7051,-3.0456,236.2057,478.6150,0.0856,216.8124,484.3163,3.3024,197.1606,485.8035,3.0105,176.0515,485.5858,0.0619,156.2165,488.0715,-3.2837
275.9673,466.2475,-2.6242,257.1435,470.6539,-3.3825,237.9094,477.6063,-1.0439,218.1901,484.1481,2.7064,199.3213,486.8709,3.5524,178.7333,486.6034,0.9112,157.8810,487.5189,-2.4146
277.9173,466.1580,-1.8193,258.9446,469.8069,-3.4649,239.2833,476.3763,-1.9082,220.0549,483.3113,1.6472,201.2083,487.3277,3.4870,180.4366,487.8329,2.1198,159.8471,487.6145,-1.5404
279.6087,466.0894,-0.2156,260.3949,468.9636,-3.1611,241.1175,474.8195,-2.9159,221.6447,482.3104,0.6648,203.0611,487.6689,3.4161,182.7603,489.2271,2.9299,161.7647,488.5389,-0.4782
281.3235,466.1952,0.7880,261.9911,468.3701,-2.4431,242.5653,473.3013,-3.6679,223.3551,480.9691,-0.7294,204.6801,487.3299,2.3895,184.7400,490.2637,3.4176,163.9044,489.6405,0.7232
283.3622,466.3185,1.6829,264.4431,468.3190,-1.3803,244.2446,472.4190,-3.7999,224.6175,479.3242,-1.9085,206.7760,486.6611,1.5035,186.6706,490.9283,3.9846,165.8850,491.0130,1.9304
284.9990,466.6526,2.8987,265.9409,468.6982,-0.1238,246.0410,471.9369,-3.4577,226.3743,477.7380,-2.8840,208.2266,485.5117,0.2885,188.6859,491.1404,3.1156,168.0031,492.1096,2.9101
287.1569,466.3853,3.3651,268.1285,468.6413,0.9691,247.4850,471.2360,-2.3588,227.9198,476.3569,-3.5630,210.1118,483.8892,-1.1137,190.7049,491.4348,2.6940,169.9858,493.6874,3.5555
288.9418,466.7376,3.4940,269.8347,469.4098,2.0885,249.2838,470.9615,-1.8936,229.5171,474.9302,-3.7350,211.2553,482.3545,-2.0276,192.2797,490.3615,1.4893,172.2586,494.5151,3.3398
290.6689,466.7790,3.3764,271.8231,469.4683,3.1096,251.0851,471.1882,-0.2563,231.2733,473.9290,-3.3492,212.9175,480.5014,-2.7068,193.5943,489.0504,0.1078,174.0064,494.9607,3.1107
292.3354,466.2114,2.7831,273.8718,470.1396,3.4624,253.1294,471.2887,0.8401,232.6046,473.8174,-2.5701,213.9485,478.7830,-3.5857,195.1088,487.6562,-1.0234,175.8754,494.8388,2.5459
294.0486,465.6737,1.6853,275.7907,470.5454,3.6198,255.1685,472.2374,1.9782,234.5844,473.5794,-1.7496,215.7465,477.2769,-3.4807,196.4472,485.5934,-2.0051,177.3389,494.3399,1.9972
296.1107,464.8618,0.6976,277.2975,470.0451,3.2521,257.2501,472.7494,2.8730,236.5341,473.7872,-0.3991,217.2933,476.3746,-3.4498,197.9800,483.8341,-2.9235,179.1524,492.9779,0.7674
297.5421,464.4233,-0.3162,279.2159,469.5766,2.5110,259.3063,473.4950,3.2717,238.3747,474.2590,0.9480,219.1105,475.8310,-2.3820,199.3468,481.6845,-3.3806,180.7868,490.9632,-0.2346
299.3682,463.4296,-2.0135,280.8694,468.9101,1.4763,260.9780,473.4604,3.6028,240.7425,474.9283,1.8488,221.1893,476.0781,-1.7475,200.8603,480.2325,-3.7265,182.1157,488.7637,-1.8354
300.9800,462.5890,-2.7885,282.5971,468.7134,0.2481,262.5081,473.9134,3.3039,242.5822,475.9126,2.8616,222.9753,476.2337,-0.4843,202.6236,479.0120,-3.3719,183.3402,486.8769,-2.6934
302.4829,461.4158,-3.4967,284.2470,467.4732,-0.9758,264.8743,473.3101,2.6008,244.4835,476.5694,3.2032,224.8576,477.0789,0.8035,204.4321,478.5539,-2.4424,184.8285,484.4233,-3.1673
304.3617,460.8300,-3.7519,285.8040,466.4271,-2.0768,266.1963,472.7296,1.7714,246.2569,477.1463,3.7985,226.9732,477.9697,1.9290,206.0767,478.5597,-1.5670,186.1945,483.1332,-3.4807
305.8289,460.1750,-3.3979,287.5915,465.0436,-2.8703,268.1919,472.1301,0.4659,248.2518,477.6538,3.6232,228.7291,479.1078,2.8309,208.0930,478.6546,-0.8129,187.8941,481.6393,-3.4668
307.7837,459.5302,-2.7053,288.9944,463.9790,-3.5307,269.6345,470.6461,-0.6455,249.9825,477.0433,2.7379,231.1017,479.7435,3.5069,209.8771,479.9543,0.9156,189.3831,481.1389,-2.6701
309.2685,459.2610,-1.6790,290.3970,463.2987,-3.4416,271.1317,469.5496,-1.8997,252.1642,476.7343,1.8464,232.7972,480.5108,3.6904,212.2055,480.9884,1.6990,191.5747,480.8488,-1.9900
311.0788,459.5035,-0.6005,292.2083,462.3991,-3.5200,272.8751,467.9807,-2.7571,253.3332,475.8303,0.7129,235.0232,480.7845,3.3917,214.5073,482.1058,2.9309,193.3699,481.3332,-0.5284
313.0905,459.0596,0.6644,293.7533,461.5169,-2.7635,274.0265,466.8345,-3.4792,254.9258,474.3953,-0.6124,236.8405,480.7725,2.7185,216.5806,483.4112,3.5259,195.4233,482.5109,0.7839
315.0058,459.5516,1.8414,295.6028,461.4845,-1.6230,275.5232,466.1251,-3.5215,256.7962,472.8815,-1.5425,238.0586,479.7019,1.7017,218.6011,483.8869,3.5199,197.5660,483.4842,1.8605
317.0079,459.5095,2.7254,297.7078,461.6307,-0.5607,277.4368,464.8257,-3.3423,258.0968,471.3477,-2.9001,239.9757,479.1002,0.7495,220.4326,484.4615,3.7618,199.5477,485.3766,2.6367
319.0606,459.9862,3.2708,299.5456,462.1143,0.4608,279.3868,464.6145,-2.4807,259.1492,469.7266,-3.2569,241.7608,477.4527,-0.9439,222.1797,484.3192,2.7117,201.8960,486.5164,3.2444
320.5741,460.0337,3.6781,301.6499,462.3882,2.0605,280.9649,464.1266,-1.5767,261.1132,468.3677,-3.6417,243.0858,475.8395,-1.6862,223.8209,483.8037,1.8836,203.8499,487.4562,3.6783
322.5597,460.2389,3.5008,303.5512,462.9281,2.9737,282.8630,464.2085,-0.3635,262.5858,467.6693,-3.3382,244.2267,474.2367,-2.6829,225.4474,482.7798,0.7854,206.0400,488.2339,3.5733
324.2390,459.8258,3.1795,305.4487,463.1170,3.2369,284.7890,464.6517,0.3491,264.4394,466.7696,-2.7361,246.0759,472.1982,-3.3342,226.7619,481.0139,-0.4907,207.8391,488.2774,2.9158
326.1885,459.3137,1.6601,307.3744,463.3499,3.5852,286.7671,465.1517,1.6569,266.4145,466.5576,-1.8377,247.5895,470.9258,-3.5715,228.6657,479.0791,-1.7413,209.0622,487.5810,1.7446
327.5101,458.6396,0.6030,309.2828,463.4917,3.2806,289.0181,465.8156,2.6980,267.9986,466.7616,-0.8262,249.2258,469.8141,-3.5389,229.7281,476.9271,-2.5146,210.8200,486.0838,0.7533
329.3245,457.8454,-0.6607,310.8040,462.8792,2.5977,290.8258,466.5243,3.6006,269.9608,467.6361,0.5574,251.1878,468.9340,-2.7809,231.6159,475.1666,-3.3814,212.3376,484.4523,-0.0781
331.1684,456.9168,-1.8698,312.4747,462.4576,1.9132,292.6484,466.8066,3.8436,272.0570,468.0729,1.5618,252.6168,468.8919,-1.7564,232.8003,473.8258,-3.5189,213.4995,482.5116,-1.2827
332.4003,455.9064,-2.6971,314.2925,461.8385,0.7748,294.8210,467.1407,3.2933,273.8597,468.9693,2.4365,254.7244,469.2004,-0.5746,234.3241,472.4319,-3.1521,215.1192,480.3184,-2.7981
334.2244,454.7220,-3.4663,315.9388,460.8994,-0.4669,296.3017,466.9684,2.8156,276.0775,469.6320,3.1903,256.2226,469.8642,0.4075,236.2302,471.5226,-2.6552,216.6472,478.1069,-3.2384
335.8793,454.0809,-3.6341,317.5892,459.5340,-1.6486,298.2254,466.0899,2.0126,278.2165,470.3442,3.6320,258.6557,470.7779,1.5026,238.0223,471.3256,-1.8733,217.9446,476.3020,-3.4412
337.6869,453.1789,-3.3306,318.9875,458.4611,-2.8348,299.5923,465.2073,0.6740,279.9739,470.7697,3.2907,260.7009,472.1449,2.5867,239.7580,472.1764,-0.8593,219.4905,474.9074,-3.5642
339.7112,452.5526,-3.1767,320.4556,457.5431,-3.3020,301.2106,464.1515,-0.3080,281.6153,470.6278,2.7592,262.8727,473.1239,3.2526,241.7534,472.7876,0.4020,221.2399,474.3962,-2.8975
341.2523,452.4385,-1.7549,322.2039,456.4098,-3.7102,303.0215,463.1832,-1.7155,283.5911,469.8771,2.1314,264.8031,473.7185,3.4579,243.9812,473.6712,1.8027,223.0530,474.2997,-1.6855
342.6978,452.4216,-0.8627,323.8890,455.4436,-3.3738,304.3446,461.5899,-2.5277,285.3519,468.9291,0.9767,266.6633,473.8104,3.4369,245.8164,475.2865,2.8135,225.1636,474.3290,-0.8812
344.8985,452.2294,0.2716,325.5953,455.0438,-2.7907,305.8169,460.3334,-3.5248,286.6946,468.0302,-0.2175,268.4529,473.7609,2.8707,247.9474,476.1128,3.3017,226.8500,475.2712,0.3341
346.6565,452.4708,1.5556,327.3626,454.6286,-1.8613,307.5606,459.3372,-3.4907,288.1690,466.8390,-1.6899,270.3380,473.1499,1.9377,250.0065,477.2215,3.5067,229.0677,476.9131,1.5676
348.7394,452.8221,2.6883,329.5379,454.8721,-0.8486,309.4755,458.3653,-3.2021,289.8045,464.7713,-2.6875,271.8668,472.3839,0.8632,251.9274,477.7029,3.7360,231.2374,478.1495,2.7419
350.6186,452.9703,3.4034,331.5439,455.2090,0.4302,310.7085,457.4622,-3.0920,291.3236,463.3039,-3.0483,273.0124,470.9948,-0.4042,253.8791,477.8878,2.8358,233.4911,479.6371,3.3529
352.3288,453.1558,3.3464,333.1072,455.4409,1.8068,312.7558,457.4425,-2.2058,293.0036,462.0171,-3.7000,275.0619,469.4578,-1.5755,255.4838,477.2552,1.9260,235.5121,480.4860,3.2057
354.2395,453.1192,3.3336,335.2383,455.6626,2.7594,314.9941,457.7897,-0.8885,294.3703,460.8190,-3.3104,276.4400,467.2331,-2.4199,257.0459,476.2749,0.9191,237.4074,481.4891,3.5172
356.0967,452.6810,2.8550,336.7892,456.0679,3.2713,316.3637,457.7766,0.4123,296.0799,460.2992,-2.9566,277.6295,465.9035,-3.3848,258.9062,474.4031,-0.2793,239.2954,481.3315,3.0859
357.6348,452.5721,2.1607,338.9675,456.4473,3.4446,318.3039,458.2801,1.5072,297.8203,459.8703,-2.1233,279.1266,464.2681,-3.5715,260.2784,472.9084,-1.6733,241.1921,480.7568,2.2230
359.4696,451.7655,0.7725,340.8528,456.3502,3.4179,320.2785,458.8625,2.6487,299.7830,459.9275,-0.8223,280.7524,463.0171,-3.3373,261.6280,470.6867,-2.4459,242.6725,479.7780,0.6591
361.0107,450.9703,-0.1785,342.5906,456.5523,2.9242,322.3222,459.4899,3.3561,301.8669,460.4668,0.0700,282.6534,462.5641,-3.0521,263.1795,468.6406,-3.0737,244.1465,478.2869,-0.1582
362.8150,449.9634,-1.4342,344.1522,455.8684,2.0132,324.1117,459.9397,3.3781,303.8346,460.8464,1.2437,284.3250,462.1485,-2.0053,264.3489,466.9657,-3.6221,245.2824,475.9679,-1.3273
364.2385,448.9242,-2.5036,345.8984,455.2666,0.7588,326.1903,460.2908,3.2178,305.5992,461.8392,2.4691,286.1200,462.3189,-1.0095,265.8837,465.9040,-3.7586,246.9914,474.0317,-2.6528
365.8599,448.4538,-3.4184,347.3964,454.2381,-0.4325,327.8509,459.8688,2.7912,307.8233,462.9289,3.1116,288.4361,462.9827,0.2703,267.4664,465.3622,-3.1041,248.4833,471.6858,-3.2694
367.6467,447.2168,-3.6795,349.4705,453.2057,-1.6392,329.8163,459.5008,2.0069,310.0103,463.1435,3.4486,290.3779,463.9456,1.5473,269.5753,464.5359,-1.9571,249.7176,469.8157,-3.6261
369.2500,446.4198,-3.2778,350.7820,452.0751,-2.6727,331.4250,458.7113,0.9781,311.6715,463.9323,3.6835,292.2735,465.1123,2.4635,271.6677,464.8113,-1.1857,251.4218,468.4929,-3.3176
370.9600,445.9633,-2.9264,352.3313,450.8615,-3.2338,332.7485,457.7868,-0.1412,313.7291,463.7668,2.5816,294.4408,466.1328,3.3509,273.7650,465.5884,0.1009,252.8261,467.4357,-3.2395
372.8784,445.6091,-1.9385,354.0260,450.1246,-3.9936,334.6985,456.4936,-1.5585,315.0944,463.5428,1.9678,296.1736,467.0028,3.3760,275.4806,466.6013,1.3728,254.5765,467.2074,-2.3788
374.5120,445.7229,-1.0047,355.8061,448.8787,-3.4310,336.2672,454.8279,-2.3588,316.8429,462.4908,1.0148,298.1968,467.3697,3.3591,277.4161,467.9639,2.8873,256.4978,467.1936,-1.3257
376.3316,445.6858,0.0579,357.5554,448.2684,-3.0660,337.6427,454.0775,-3.1000,318.4270,461.0634,-0.2812,300.3073,467.2855,2.8174,279.8353,468.9011,3.3736,258.8789,468.6749,0.1570
378.4601,445.8007,1.1636,359.3544,448.3140,-2.1643,339.5662,452.5474,-3.9210,319.9051,460.0608,-1.2276,302.2587,466.6316,2.2049,281.5817,470.3236,3.5782,260.6273,469.6033,1.5720
380.1957,446.1728,2.4429,361.2799,447.9184,-0.5339,340.7585,451.3376,-3.5504,321.2976,458.3355,-2.2941,303.5310,465.7212,1.2132,283.9089,470.9001,3.6833,262.8034,471.1503,2.3691
382.1161,446.1627,3.1598,363.0508,448.3237,0.3613,342.6738,450.7912,-3.0906,322.9454,456.5288,-3.2330,304.6346,464.1815,-0.0150,285.4751,470.6784,3.0496,265.0943,472.2400,3.3238
383.8011,446.4205,3.4365,364.7128,448.4393,1.5199,344.4874,450.5455,-2.1292,324.5617,455.3939,-3.7226,306.3534,462.6502,-1.3598,287.3923,470.6729,2.1008,267.0601,473.5443,3.8462
385.7794,446.3127,3.5692,366.5246,448.8744,2.3938,346.2612,450.5948,-1.2328,326.1249,454.2024,-3.7543,308.0722,461.1756,-2.4459,288.7091,469.5888,0.8937,269.0735,474.4361,3.5102
387.6071,446.1209,3.2908,368.9808,449.5403,3.1755,348.3367,450.8787,0.0435,327.7847,453.3036,-2.9175,309.4971,459.2017,-3.4005,290.4690,468.0123,0.1131,271.1981,474.4618,3.3382
389.2490,445.7987,2.4441,370.5872,449.6946,3.5651,349.6903,451.4838,1.3828,329.6883,453.0493,-2.1087,310.8622,457.6764,-3.4663,291.5581,466.1806,-1.2648,272.6525,473.9920,2.4014
391.1274,444.9748,1.3625,372.5054,449.7086,3.3597,352.0859,452.0052,2.4688,331.2456,453.3607,-0.9956,312.4751,456.4809,-3.4867,293.5184,464.3896,-2.3531,274.1362,473.0957,1.3772
392.7802,444.5478,-0.0172,374.2318,449.5157,2.7524,353.7414,452.5626,3.1105,333.4899,453.4870,-0.0281,314.1238,455.7748,-3.1711,294.7909,462.3324,-3.0715,275.9897,471.7969,0.1665
394.0941,443.3814,-1.1717,376.0241,449.1690,1.8451,355.9874,453.0644,3.8460,335.5189,454.2787,0.9719,316.1440,455.1296,-2.1121,296.0423,460.7076,-3.6203,277.3651,469.5988,-1.1010
396.2441,442.4563,-2.1730,377.8835,448.7022,1.0905,357.7896,453.4223,3.4737,337.3904,455.1816,2.3947,317.7208,455.7056,-1.1044,297.6296,459.2182,-3.4889,278.5665,467.6177,-2.1445
397.6206,441.5899,-2.9205,379.3697,447.4772,-0.0693,359.7653,453.2971,3.0561,339.4645,455.8900,2.9506,319.8936,456.2244,0.1237,299.5471,458.1875,-3.1965,279.9739,465.3780,-3.2967
399.2892,440.8139,-3.5057,380.8941,446.5861,-1.3265,361.7240,452.9987,2.2842,341.2347,456.4499,3.4297,321.9369,456.9187,1.3803,301.3155,458.0631,-2.2959,281.4996,463.4217,-3.5991
400.9462,440.1194,-3.4450,382.5881,445.2204,-2.3044,363.2069,452.4579,1.1196,343.3781,457.2157,3.8278,323.8562,457.8852,2.1687,303.0301,458.1740,-1.1490,282.8201,461.8516,-3.5356
402.7252,439.4227,-2.9166,384.1986,443.8728,-3.0785,364.6561,451.1221,0.3030,345.0248,456.8884,3.0916,326.0912,459.1631,3.2135,304.9257,458.7204,-0.0583,284.5319,460.9944,-3.3706
404.6973,438.9205,-2.3926,385.8635,443.0104,-3.6311,366.2846,450.1506,-1.2295,346.9850,456.3641,2.3958,327.9707,459.7300,3.6561,307.2042,459.9916,1.4687,286.0434,460.5629,-2.2611
406.2460,438.8711,-1.1872,387.6365,442.4061,-3.5914,368.2491,448.6187,-2.1416,348.7217,455.7005,1.3815,329.9306,460.1882,3.5461,309.2108,461.0727,2.1216,288.2111,460.2904,-1.3707
408.0285,438.8636,-0.2031,389.1135,441.4860,-3.3411,369.4985,447.2289,-3.3482,350.1615,454.6925,-0.1943,332.0080,460.3983,3.2318,311.3560,462.0909,3.4772,290.4449,461.5060,-0.0376
409.9389,439.1636,1.4882,390.9340,441.4872,-2.4792,370.7956,445.7313,-3.5392,351.8660,453.5060,-0.9756,333.4909,459.9927,2.2645,313.4825,463.6326,3.4072,292.5279,462.5021,1.0944
411.9258,439.3978,2.1996,392.6837,441.2259,-1.0766,372.5788,444.7082,-3.5727,353.0159,451.6742,-2.1733,335.3077,459.0759,0.8476,315.5662,463.9723,3.5375,294.4225,463.9651,2.3004
413.8352,439.4878,2.9288,394.5857,441.3352,-0.0292,374.3667,444.2281,-3.2869,354.6699,450.1744,-3.0318,336.8692,457.8370,-0.0917,317.2993,464.0576,3.1149,296.8320,465.5012,3.1238
415.6863,439.6058,3.6739,396.4467,441.8397,1.2134,376.1472,443.6909,-2.3218,356.0238,448.7137,-3.7357,338.3645,456.2615,-1.2205,318.9140,463.6714,2.1242,298.9340,466.3391,3.5466
417.6500,439.7754,3.7763,398.3549,442.0503,2.3516,377.9451,443.5644,-1.1738,357.8259,447.5937,-3.5111,339.8173,454.5236,-2.3835,320.6885,462.7924,1.3739,300.8180,467.5249,3.4618
419.0289,439.6082,3.1834,400.2644,442.1674,3.2829,379.5963,443.9378,-0.0979,359.4077,446.7616,-3.2381,341.4610,452.7041,-3.0554,321.9656,461.6362,-0.1210,302.5821,467.7320,3.0592
421.0794,439.0946,2.5157,402.1198,443.2004,3.6174,381.7655,444.2924,1.4680,361.4039,446.2108,-2.4168,342.6206,451.2020,-3.8556,323.7229,459.4968,-1.2715,304.2488,467.5918,2.5105
422.8476,438.7701,1.2867,404.1654,442.9790,3.7139,383.7304,444.7668,2.3198,363.4727,446.4753,-1.2382,344.2914,449.9262,-3.6322,325.0654,458.0148,-2.1468,306.2671,466.4395,1.6310
424.4347,437.9838,0.3101,405.7770,442.6612,3.0035,385.8726,445.7542,2.7987,365.4301,446.7886,-0.4132,346.1294,448.9210,-3.3774,326.5144,455.9710,-2.9324,307.2748,465.1622,0.5224
426.1406,437.1685,-1.0695,407.7859,442.6499,2.4302,387.8913,446.1538,3.5071,366.9059,447.3450,0.8591,347.6005,448.8849,-2.3761,328.0957,454.1399,-3.4693,309.0314,463.2730,-0.9831
427.4859,435.7186,-2.2800,409.2614,441.8247,1.1151,389.7134,446.6451,3.4107,368.9564,448.0812,2.1368,349.5385,448.6655,-1.2625,329.3705,452.5340,-3.8667,310.5683,461.2184,-2.1137
429.2997,434.9766,-2.9334,411.1592,440.9066,0.2958,391.4161,446.7894,3.2661,370.8746,449.1843,2.9512,351.4414,449.2604,-0.0980,330.9071,451.4363,-3.4470,311.9362,458.8746,-2.9464
431.1217,433.9082,-3.5726,412.7332,439.5673,-1.2642,393.1745,446.2402,2.3339,373.1266,449.6887,3.3170,353.3989,450.1179,0.9408,332.6736,451.1083,-2.4731,313.3406,456.9009,-3.2543
432.9149,433.2134,-3.7363,414.1919,438.6479,-2.2539,394.9984,445.5432,1.3515,374.9462,449.8703,3.6553,355.2452,451.2565,2.1807,334.7442,451.3640,-1.2329,314.6574,455.3376,-3.5840
434.4357,432.5225,-3.6487,415.9149,437.3648,-2.8148,396.4025,444.4206,0.0651,376.9937,450.2615,3.1111,357.4978,452.2026,3.2421,336.8274,451.8497,-0.3543,316.5350,454.1070,-3.1889
436.2503,432.2625,-2.6332,417.1926,436.3547,-3.8764,397.8774,443.5760,-1.0896,378.3989,450.0039,2.3072,359.4252,452.8437,3.4949,338.7645,453.1244,1.1662,318.0312,453.7884,-2.3634
437.8590,431.8299,-1.6397,419.2338,435.3955,-3.4526,399.8240,442.1120,-2.2455,380.2034,449.3690,1.2798,361.8002,453.5375,3.6114,341.0682,454.1345,2.2726,319.8162,453.9799,-1.3140
439.8334,432.0249,-0.1971,420.8868,435.1535,-3.3627,401.3462,440.5883,-2.9400,382.2545,448.3254,0.7750,363.3989,453.8101,3.3430,342.9387,455.0926,2.7258,322.3297,454.3316,-0.0542
