eye_X,eye_Y,eye_Z,snout_X,snout_Y,snout_Z,peduncle_X,peduncle_Y,peduncle_Z,dorsaltip_X,dorsaltip_Y,dorsaltip_Z,analtip_X,analtip_Y,analtip_Z,caudaltip_X,caudaltip_Y,caudaltip_Z,Rpecttip_X,Rpecttip_Y,Rpecttip_Z,Rpectbase_X,Rpectbase_Y,Rpectbase_Z,Lpectbase_X,Lpectbase_Y,Lpectbase_Z,Lpecttip_X,Lpecttip_Y,Lpecttip_Z,Rpelvictip_X,Rpelvictip_Y,Rpelvictip_Z,Rpelvicbase_X,Rpelvicbase_Y,Rpelvicbase_Z,Lpelvictip_X,Lpelvictip_Y,Lpelvictip_Z,Lpelvicbase_X,Lpelvicbase_Y,Lpelvicbase_Z
-0.013872,5.980976,5.390227,-0.304559,6.302237,5.438291,7.045281,5.440539,1.713635,7.048825,5.418605,2.627546,7.064315,5.668277,1.197461,9.184537,4.819756,1.421949,1.154848,4.962203,3.333266,0.871519,5.878185,4.373618,1.037452,6.583934,4.375847,1470.97619,737.835474,NaN,5.204587,5.962781,1.309727,4.658213,5.971934,1.865666,5.425612,6.325704,1.477588,4.689093,6.231522,1.91135
-0.011608,5.983058,5.391928,-0.300126,6.294417,5.457121,7.044119,5.443493,1.713537,7.047506,5.415,2.625641,7.064118,5.668282,1.197376,9.183736,4.817923,1.420599,1.112733,4.965001,3.329486,0.872325,5.877338,4.388421,1.037452,6.583934,4.375847,1469.590909,742.458266,NaN,5.204587,5.962781,1.309727,4.658213,5.971934,1.865666,5.409234,6.325509,1.478104,4.689093,6.231522,1.91135
-0.01111,5.984351,5.394397,-0.29664,6.28705,5.461357,7.04312,5.44108,1.713004,7.045743,5.415161,2.623955,7.058497,5.668302,1.197369,9.195622,4.766049,1.416684,1.110511,4.989259,3.334941,0.872325,5.877338,4.388421,1.038228,6.582964,4.390545,1468.205628,745.925361,NaN,5.204587,5.962781,1.309727,4.658213,5.971934,1.865666,5.393289,6.300202,1.483658,4.688895,6.247868,1.912427
0.012716,5.965598,5.3982,-0.296055,6.28047,5.462555,7.042833,5.440969,1.712396,7.045737,5.415038,2.623582,7.058367,5.668314,1.197136,9.183139,4.791356,1.418033,1.135849,5.013556,3.359167,0.875183,5.876907,4.393536,1.042093,6.58121,4.415218,1468.205628,751.703852,NaN,5.204349,5.979277,1.310903,4.658213,5.971934,1.865666,5.382372,6.300073,1.484016,4.68337,6.255952,1.91318
0.015512,5.965059,5.404932,-0.292159,6.273301,5.471172,7.042294,5.441009,1.711632,7.045702,5.414943,2.62269,7.058236,5.668318,1.197055,9.177045,4.791494,1.417119,1.144715,5.02979,3.373758,0.875183,5.876907,4.393536,1.04261,6.580563,4.425011,1468.205628,760.949438,NaN,5.204349,5.979277,1.310903,4.658213,5.971934,1.865666,5.382372,6.300073,1.484016,4.68337,6.255952,1.91318
0.02304,5.96072,5.411115,-0.288639,6.267034,5.480988,7.041189,5.441131,1.710688,7.045776,5.415119,2.622033,7.047092,5.668356,1.197124,9.172953,4.787546,1.416211,1.136549,5.028804,3.417799,0.875183,5.876907,4.393536,1.04261,6.580563,4.425011,1468.205628,765.572231,NaN,5.204349,5.979277,1.310903,4.657923,5.996474,1.86729,5.382372,6.300073,1.484016,4.68337,6.255952,1.91318
0.030785,5.956975,5.41744,-0.282489,6.258001,5.495041,7.040973,5.441263,1.708133,7.045775,5.415274,2.620415,7.047027,5.668364,1.19697,9.1664,4.787256,1.413773,1.164668,5.044269,3.447521,0.877773,5.876758,4.393717,1.04261,6.580563,4.425011,1479.287879,764.416533,NaN,5.203993,6.00402,1.312667,4.646775,6.020842,1.869331,5.382497,6.291841,1.483441,4.677945,6.255865,1.913395
0.035466,5.956996,5.423471,-0.274353,6.251662,5.504764,7.040507,5.441307,1.707295,7.045599,5.415268,2.619157,7.046864,5.668372,1.196812,9.158436,4.784948,1.412851,1.176203,5.048968,3.518335,0.877773,5.876758,4.393717,1.042648,6.588387,4.425353,1488.984848,766.727929,NaN,5.20406,6.003628,1.319458,4.646678,6.02902,1.869873,5.382497,6.291841,1.483441,4.677748,6.272208,1.914473
0.023077,5.96317,5.431009,-0.268243,6.246699,5.508911,7.041513,5.443851,1.706682,7.045588,5.415248,2.618186,7.046766,5.668376,1.196731,9.147901,4.795474,1.411885,1.221334,5.062811,3.573573,0.877773,5.876758,4.393717,1.042648,6.588387,4.425353,1491.755411,772.506421,NaN,5.200519,6.003684,1.319259,4.646678,6.02902,1.869873,5.377039,6.291777,1.483622,4.677748,6.272208,1.914473
0.016104,5.971635,5.437513,-0.256571,6.242405,5.51418,7.041125,5.443891,1.705917,7.045697,5.415517,2.617091,7.046668,5.668384,1.196576,9.173733,4.791757,1.410091,1.272274,5.09291,3.591067,0.883221,5.87618,4.399014,1.042648,6.588387,4.425353,1491.755411,772.506421,NaN,5.200519,6.003684,1.319259,4.646678,6.02902,1.869873,5.377039,6.291777,1.483622,4.672323,6.27212,1.914689
0.024807,5.962583,5.439807,-0.246034,6.236546,5.526908,7.040867,5.443926,1.705231,7.045558,5.415627,2.616355,7.046506,5.6684,1.196267,9.150915,4.792175,1.409954,1.301672,5.147003,3.600164,0.886346,5.875467,4.409061,1.042648,6.588387,4.425353,1500.0671,777.129213,NaN,5.200587,6.003292,1.32605,4.646485,6.045377,1.870955,5.37158,6.291713,1.483805,4.672323,6.27212,1.914689
0.032798,5.955989,5.441129,-0.231821,6.280399,5.533666,7.035091,5.444003,1.70408,7.045701,5.415669,2.615532,7.04641,5.668417,1.195961,9.137897,4.795879,1.406412,1.354548,5.194057,3.602938,0.886346,5.875467,4.409061,1.042648,6.588387,4.425353,1512.534632,778.284912,NaN,5.200587,6.003292,1.32605,4.646388,6.053555,1.871497,5.37158,6.291713,1.483805,4.672323,6.27212,1.914689
0.042327,5.949741,5.44397,-0.227111,6.314647,5.543321,7.034782,5.441878,1.702069,7.045377,5.416286,2.614602,7.046182,5.668433,1.195648,9.149139,4.792376,1.404778,1.40446,5.233112,3.60074,0.891793,5.874891,4.414358,1.042648,6.588387,4.425353,1512.534632,778.284912,NaN,5.200587,6.003292,1.32605,4.646195,6.069911,1.87258,5.37158,6.291713,1.483805,4.675838,6.272056,1.9149
0.050768,5.94527,5.449313,-0.216024,6.347314,5.553965,7.033049,5.444189,1.700546,7.04542,5.415873,2.614343,7.045987,5.668453,1.195262,9.148496,4.791059,1.402662,1.453054,5.257097,3.573303,0.891793,5.874891,4.414358,1.042944,6.595886,4.43059,1513.919913,773.662119,NaN,5.200587,6.003292,1.32605,4.646195,6.069911,1.87258,5.37158,6.291713,1.483805,4.686385,6.271868,1.915537
0.030989,5.961233,5.457603,-0.230177,6.278851,5.558408,7.032661,5.444236,1.69963,7.045264,5.41616,2.614288,7.045925,5.668478,1.194807,9.148088,4.786322,1.40054,1.515584,5.29604,3.561997,0.891793,5.874891,4.414358,1.042944,6.595886,4.43059,1516.690476,771.350722,NaN,5.195118,6.003227,1.326235,4.646098,6.078089,1.873121,5.360538,6.299816,1.484749,4.686488,6.271456,1.922262
0.047312,5.946188,5.462407,-0.215568,6.23487,5.558996,7.032008,5.444262,1.699153,7.045233,5.416176,2.613978,7.045663,5.668486,1.194643,9.149665,4.779913,1.396414,1.581623,5.312632,3.561527,0.891793,5.874891,4.414358,1.046108,6.610745,4.441243,1518.075758,763.260835,NaN,5.195118,6.003227,1.326235,4.646098,6.078089,1.873121,5.360287,6.316277,1.485898,4.686488,6.271456,1.922262
0.042913,5.945541,5.469113,-0.200539,6.188476,5.564091,7.020972,5.425425,1.697914,7.045077,5.416219,2.613158,7.045174,5.668523,1.193942,9.148132,4.772423,1.394322,1.621034,5.326933,3.564355,0.892328,5.874326,4.42422,1.046624,6.610095,4.45103,1518.075758,755.170947,NaN,5.194881,6.019719,1.327408,4.646098,6.078089,1.873121,5.365619,6.324573,1.486288,4.693519,6.271332,1.922688
0.043483,5.94606,5.475819,-0.181845,6.141931,5.566027,7.019609,5.427428,1.697619,7.044525,5.416318,2.612636,7.043296,5.668739,1.189857,9.145785,4.763296,1.39239,1.721537,5.407566,3.566248,0.892328,5.874326,4.42422,1.046662,6.617916,4.45137,1495.911255,755.170947,NaN,5.194881,6.019719,1.327408,4.646098,6.078089,1.873121,5.365619,6.324573,1.486288,4.693519,6.271332,1.922688
0.046011,5.947538,5.482861,-0.223554,6.277291,5.5777,7.008121,5.425494,1.697286,7.028321,5.419478,2.611782,7.040526,5.677019,1.19101,9.140809,4.758438,1.389859,1.778095,5.428421,3.599251,0.892596,5.874044,4.42915,1.047178,6.617265,4.461155,1491.755411,758.638042,NaN,5.183708,6.036079,1.328955,4.646098,6.078089,1.873121,5.3707,6.349329,1.487828,4.693519,6.271332,1.922688
0.048122,5.94908,5.48991,-0.222974,6.276745,5.586427,7.006413,5.427406,1.697421,7.02669,5.416258,2.610644,7.038019,5.676991,1.191417,9.137256,4.756709,1.387105,1.837544,5.481104,3.638364,0.892596,5.874044,4.42915,1.047178,6.617265,4.461155,1491.755411,760.949438,NaN,5.183708,6.036079,1.328955,4.645905,6.094444,1.874204,5.386823,6.365986,1.488434,4.693519,6.271332,1.922688
0.048952,5.949627,5.49622,-0.224408,6.297087,5.590136,7.006026,5.427618,1.697488,7.024557,5.416196,2.609144,7.037658,5.677,1.191249,9.130955,4.75661,1.385823,1.880634,5.535747,3.660751,0.892596,5.874044,4.42915,1.047178,6.617265,4.461155,1487.599567,765.572231,NaN,5.183708,6.036079,1.328955,4.645905,6.094444,1.874204,5.392281,6.366052,1.488256,4.693519,6.271332,1.922688
0.049794,5.949989,5.502237,-0.222298,6.276108,5.596608,7.005607,5.427759,1.697536,7.024479,5.416248,2.609504,7.037429,5.677008,1.191088,9.12609,4.753396,1.38402,1.898295,5.581759,3.702167,0.892864,5.873762,4.434081,1.047951,6.616289,4.475829,1483.443723,766.727929,NaN,5.183708,6.036079,1.328955,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.693519,6.271332,1.922688
0.050048,5.950401,5.504405,-0.221896,6.276613,5.606843,7.004386,5.427692,1.697468,7.024429,5.416103,2.609563,7.037134,5.67702,1.190847,9.12115,4.750111,1.382456,1.915796,5.611017,3.743996,0.892864,5.873762,4.434081,1.048209,6.615964,4.48072,1486.214286,752.859551,NaN,5.183708,6.036079,1.328955,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.693519,6.271332,1.922688
0.050223,5.950974,5.50601,-0.220347,6.275088,5.61265,7.004214,5.427689,1.697512,7.024413,5.416088,2.60985,7.036938,5.677032,1.190612,9.116139,4.751374,1.379444,1.949917,5.639284,3.805445,0.893399,5.873197,4.44394,1.048982,6.614988,4.495391,1486.214286,747.081059,NaN,5.183353,6.060813,1.330715,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.693519,6.271332,1.922688
0.05056,5.951748,5.508637,-0.218533,6.273009,5.618314,7.003216,5.427617,1.697558,7.024271,5.416219,2.610077,7.03671,5.677045,1.190375,9.110919,4.750841,1.37839,1.961853,5.636906,3.840933,0.893399,5.873197,4.44394,1.042044,6.614423,4.509515,1486.214286,741.302568,NaN,5.176179,6.076616,1.345056,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.693519,6.271332,1.922688
0.050895,5.952412,5.514354,-0.215286,6.272735,5.62123,7.001677,5.42754,1.697697,7.023969,5.416126,2.610508,7.036447,5.677053,1.190212,9.107434,4.750749,1.377452,1.891251,5.559588,3.91549,0.893399,5.873197,4.44394,1.042302,6.614098,4.514403,1459.893939,725.122793,NaN,5.165519,6.08463,1.351827,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.700346,6.272037,1.909669
0.051069,5.954511,5.520424,-0.215242,6.273468,5.621252,7.000952,5.427813,1.697996,7.023727,5.416163,2.611171,7.030793,5.677073,1.190204,9.104366,4.751682,1.376283,1.87065,5.550856,3.92559,0.893399,5.873197,4.44394,1.042302,6.614098,4.514403,1459.893939,723.967095,NaN,5.154675,6.101286,1.352404,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.707378,6.271918,1.9101
0.051886,5.954715,5.527199,-0.214242,6.27794,5.621442,7.000246,5.4278,1.698258,7.023565,5.416207,2.611684,7.019286,5.677104,1.190333,9.102634,4.751304,1.374709,1.810816,5.525341,3.941201,0.893666,5.872915,4.448869,1.037161,6.614372,4.514043,1458.508658,715.877207,NaN,5.151279,6.100545,1.365772,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.707378,6.271918,1.9101
0.052283,5.955539,5.533701,-0.213087,6.283349,5.62301,6.997978,5.427808,1.698175,7.023262,5.416072,2.612925,7.013304,5.685438,1.190921,9.101692,4.751536,1.37243,1.742617,5.491979,3.947375,0.893666,5.872915,4.448869,1.037677,6.613722,4.523819,1458.508658,705.475923,NaN,5.151163,6.108785,1.366356,4.645905,6.094444,1.874204,5.403052,6.381802,1.502544,4.707378,6.271918,1.9101
0.052846,5.958043,5.539973,-0.210356,6.288327,5.627598,6.997724,5.425466,1.698118,7.022961,5.416188,2.61344,7.010602,5.685422,1.191091,9.101195,4.751143,1.370928,1.724192,5.444554,3.945188,0.893666,5.872915,4.448869,1.037677,6.613722,4.523819,1458.508658,702.008828,NaN,5.151163,6.108785,1.366356,4.645905,6.094444,1.874204,5.396058,6.38148,1.508913,4.707378,6.271918,1.9101
0.053275,5.960565,5.546973,-0.208504,6.294364,5.642303,6.995115,5.427307,1.69825,7.022648,5.416024,2.613871,7.007932,5.685403,1.191338,9.099671,4.749644,1.369626,1.70047,5.412348,3.94478,0.893666,5.872915,4.448869,1.048122,6.614191,4.523203,1458.508658,693.918941,NaN,5.151163,6.108785,1.366356,4.645905,6.094444,1.874204,5.396166,6.380638,1.522402,4.707378,6.271918,1.9101
0.053951,5.963818,5.553111,-0.207224,6.300314,5.646804,6.994454,5.427739,1.698248,7.020295,5.416097,2.612527,7.005195,5.685371,1.191808,9.097764,4.751873,1.368311,1.689946,5.388696,3.94359,0.89679,5.872204,4.458909,1.048122,6.614191,4.523203,1454.352814,690.451846,NaN,5.151163,6.108785,1.366356,4.646115,6.093646,1.887685,5.39071,6.380571,1.522576,4.696527,6.271748,1.910555
0.053577,5.968117,5.555994,-0.205521,6.30546,5.652711,6.993273,5.428248,1.698166,7.017454,5.419534,2.610987,7.002295,5.685357,1.19197,9.095813,4.752595,1.366428,1.676756,5.356845,3.942541,0.897057,5.871922,4.463836,1.04838,6.613866,4.528091,1452.967532,685.829053,NaN,5.151163,6.108785,1.366356,4.646115,6.093646,1.887685,5.381786,6.380133,1.529307,4.696527,6.271748,1.910555
0.053852,5.97394,5.558867,-0.203949,6.305664,5.662847,6.992105,5.425508,1.697506,7.014852,5.419604,2.609702,6.999756,5.685326,1.19245,9.095699,4.750887,1.362838,1.642463,5.27728,3.93983,0.897592,5.871357,4.473691,1.04838,6.613866,4.528091,1448.811688,678.894864,NaN,5.151163,6.108785,1.366356,4.646219,6.093247,1.894424,5.381786,6.380133,1.529307,4.696527,6.271748,1.910555
0.054702,5.978131,5.567124,-0.203383,6.306403,5.671499,6.991253,5.425527,1.69717,7.012251,5.419679,2.608344,6.999165,5.685342,1.192121,9.099439,4.749162,1.361469,1.60747,5.229665,3.92441,0.897859,5.871075,4.478618,1.05352,6.613591,4.528448,1446.041126,674.272071,NaN,5.147698,6.108444,1.372941,4.646219,6.093247,1.894424,5.381786,6.380133,1.529307,4.696527,6.271748,1.910555
0.055342,5.98433,5.574767,-0.202858,6.307226,5.672847,6.989083,5.425532,1.697154,7.011693,5.419662,2.608692,6.998804,5.685351,1.191952,9.086406,4.727484,1.358346,1.560518,5.175659,3.878613,0.900448,5.870929,4.478801,1.05866,6.613316,4.528807,1446.041126,669.649278,NaN,5.140768,6.107763,1.386111,4.646123,6.101422,1.894964,5.381786,6.380133,1.529307,4.696527,6.271748,1.910555
0.05633,5.989165,5.586317,-0.204383,6.306941,5.682641,6.988162,5.425536,1.697115,7.011301,5.419663,2.608677,6.998412,5.685371,1.191557,9.08504,4.727611,1.354985,1.481804,5.16225,3.874039,0.900715,5.870647,4.483727,1.058917,6.612991,4.533694,1452.967532,662.715088,NaN,5.137233,6.107824,1.385918,4.640406,6.12586,1.896793,5.381786,6.380133,1.529307,4.691102,6.271664,1.910784
0.057832,5.993572,5.598545,-0.20229,6.30713,5.689711,6.98734,5.425539,1.697081,6.99474,5.419664,2.609558,6.99815,5.685384,1.191318,9.084036,4.727904,1.354574,1.434391,5.130308,3.873304,0.901249,5.870083,4.493579,1.061487,6.612855,4.533874,1458.508658,656.936597,NaN,5.130233,6.107547,1.392311,4.64052,6.13323,1.910805,5.374795,6.379812,1.535674,4.691102,6.271664,1.910784
0.05816,5.967965,5.605597,-0.199616,6.306795,5.701109,6.985104,5.425541,1.697137,6.995285,5.416007,2.609906,6.997856,5.685396,1.191078,9.083221,4.729167,1.352925,1.420222,5.107744,3.851897,0.901516,5.869801,4.498505,1.061487,6.612855,4.533874,1462.664502,653.469502,NaN,5.129848,6.140088,1.401413,4.64052,6.13323,1.910805,5.374795,6.379812,1.535674,4.680253,6.271494,1.911246
0.059282,5.972742,5.6137,-0.194668,6.306349,5.709537,6.983325,5.425525,1.697513,6.994646,5.415963,2.610787,7.008313,5.693696,1.191285,9.081027,4.730135,1.352036,1.405257,5.07754,3.815811,0.907226,5.868944,4.50872,1.07442,6.612679,4.534104,1466.820346,651.158106,NaN,5.126086,6.156619,1.402383,4.640327,6.149576,1.911882,5.374905,6.378971,1.549158,4.680253,6.271494,1.911246
0.061892,5.978476,5.621806,-0.191932,6.306121,5.721035,6.9823,5.425491,1.69822,6.994956,5.415905,2.611899,7.007985,5.693704,1.191118,9.079862,4.728028,1.351619,1.384585,5.056388,3.768918,0.907493,5.868663,4.513644,1.07699,6.612543,4.534284,1466.820346,651.158106,NaN,5.126116,6.164044,1.416512,4.640327,6.149576,1.911882,5.363997,6.378835,1.549509,4.680253,6.271494,1.911246
0.064411,5.983792,5.630187,-0.187244,6.305509,5.729784,6.981472,5.425449,1.699085,6.994821,5.416076,2.612717,7.007458,5.693701,1.191169,9.076584,4.727677,1.351022,1.375877,5.033292,3.752848,0.907493,5.868663,4.513644,1.082212,6.612776,4.533973,1464.049784,675.427769,NaN,5.122428,6.180166,1.424252,4.640327,6.149576,1.911882,5.358294,6.395214,1.550826,4.680253,6.271494,1.911246
0.065686,5.989828,5.639056,-0.181787,6.305065,5.735568,6.980672,5.425383,1.700402,6.994704,5.415959,2.613588,7.004755,5.693683,1.191417,9.07291,4.728638,1.351209,1.350361,5.011025,3.716968,0.908027,5.868099,4.523491,1.087352,6.612505,4.534334,1462.664502,696.230337,NaN,5.122458,6.187585,1.438372,4.640432,6.149173,1.918615,5.358294,6.395214,1.550826,4.676737,6.271552,1.911025
