eye_X,eye_Y,eye_Z,snout_X,snout_Y,snout_Z,peduncle_X,peduncle_Y,peduncle_Z,dorsaltip_X,dorsaltip_Y,dorsaltip_Z,analtip_X,analtip_Y,analtip_Z,caudaltip_X,caudaltip_Y,caudaltip_Z,Rpecttip_X,Rpecttip_Y,Rpecttip_Z,Rpectbase_X,Rpectbase_Y,Rpectbase_Z,Lpectbase_X,Lpectbase_Y,Lpectbase_Z,Lpecttip_X,Lpecttip_Y,Lpecttip_Z,Rpelvictip_X,Rpelvictip_Y,Rpelvictip_Z,Rpelvicbase_X,Rpelvicbase_Y,Rpelvicbase_Z,Lpelvictip_X,Lpelvictip_Y,Lpelvictip_Z,Lpelvicbase_X,Lpelvicbase_Y,Lpelvicbase_Z
-1.504059,5.163985,-8.049711,-2.268901,5.010847,-8.04405,5.331146,3.978284,-3.81529,5.949141,4.268883,-4.567712,7.322716,3.391876,-3.226206,7.369082,3.401311,-3.192304,0.175547,5.449243,-6.492901,-0.803318,4.898979,-6.837722,-1.152916,3.8537,-6.863635,-1.920269,2.650883,-6.611452,2.719187,3.518914,-3.468198,2.40703,3.172362,-4.127816,2.438083,2.734203,-3.454188,2.459487,3.012538,-4.044192
-1.513327,5.165732,-8.063146,-2.276727,5.006651,-8.053961,5.3202,3.996153,-3.823385,5.923791,4.263063,-4.5765,7.273796,3.49975,-3.207833,7.219962,3.477434,-3.188367,0.157256,5.524504,-6.490279,-0.818271,4.901987,-6.869478,-1.172323,3.862437,-6.898879,-2.010197,2.693626,-6.658913,2.720514,3.559582,-3.469881,2.405656,3.166483,-4.128232,2.434591,2.734113,-3.489574,2.387277,2.959256,-4.067347
-1.564017,5.162573,-8.068347,-2.351516,4.977949,-8.054083,5.253646,4.014525,-3.81661,5.910533,4.230336,-4.589581,7.248235,3.542357,-3.199299,7.187476,3.53545,-3.17633,0.092385,5.698299,-6.450588,-0.843776,4.930628,-6.869846,-1.232768,3.878047,-6.947464,-2.083446,2.762355,-6.653552,2.573847,3.422344,-3.454641,2.402228,3.145901,-4.129972,2.419814,2.734963,-3.512698,2.334656,2.940479,-4.108744
-1.573399,5.164261,-8.079574,-2.360618,4.979719,-8.067811,5.231255,4.014778,-3.819465,5.868732,4.206239,-4.5932,7.194629,3.659092,-3.177384,7.195866,3.702077,-3.169956,-0.037401,5.84446,-6.432314,-0.860076,4.954569,-6.871597,-1.277552,3.89062,-7.002324,-2.174007,2.921049,-6.662001,2.534602,3.331706,-3.50896,2.355367,3.114201,-4.14863,2.402713,2.706583,-3.530333,2.301672,2.924482,-4.119209
-1.599611,5.175067,-8.087165,-2.369587,4.981479,-8.081766,5.144178,3.976882,-3.810473,5.849749,4.195008,-4.596564,7.177354,3.811299,-3.171845,7.264058,3.874332,-3.156444,-0.137543,5.93007,-6.331078,-0.963762,5.010177,-6.843158,-1.301641,3.902798,-7.024675,-2.117544,2.935774,-6.69216,2.518556,3.311844,-3.523136,2.317446,3.084823,-4.168825,2.339018,2.65893,-3.523226,2.276631,2.873334,-4.12009
-1.626162,5.180213,-8.09392,-2.389985,4.964819,-8.096012,5.12372,3.922889,-3.817463,5.84069,4.1958,-4.596722,7.169886,3.942077,-3.161525,7.233159,4.031941,-3.145079,-0.214311,5.965409,-6.250316,-1.066144,5.032097,-6.842998,-1.309243,3.914648,-7.059466,-2.134198,3.061665,-6.694674,2.50669,3.28944,-3.52428,2.279955,3.010729,-4.170045,2.29773,2.601453,-3.532908,2.256747,2.811774,-4.123264
-1.639049,5.197853,-8.102644,-2.416406,4.947433,-8.108425,5.098417,3.884827,-3.821302,5.818774,4.194969,-4.598053,7.162619,4.061992,-3.156716,7.143315,4.30958,-3.097575,-0.320657,6.000691,-6.143369,-1.14315,5.052118,-6.83547,-1.317386,3.927365,-7.068524,-2.045526,2.923942,-6.762049,2.4637,3.268542,-3.527454,2.237573,2.952513,-4.168358,2.285795,2.578852,-3.538927,2.237122,2.755675,-4.125839
-1.658262,5.220449,-8.107997,-2.431025,4.948271,-8.11562,5.073218,3.874165,-3.819658,5.784273,4.17094,-4.595702,7.110373,4.211344,-3.135921,7.123303,4.467404,-3.081167,-0.379019,6.00354,-6.069833,-0.994702,5.019475,-6.87318,-1.325539,3.939486,-7.084041,-2.02924,2.730774,-6.797093,2.436407,3.26476,-3.520501,2.237573,2.952513,-4.168358,2.280444,2.562256,-3.557762,2.218273,2.715958,-4.126626
-1.666745,5.222063,-8.120282,-2.451725,4.948402,-8.12113,4.990184,3.809388,-3.812954,5.747763,4.130334,-4.59238,7.01886,4.390364,-3.100031,7.098106,4.520644,-3.07153,-0.47417,6.010906,-6.061494,-0.999797,5.020365,-6.879572,-1.345017,3.959622,-7.095905,-1.908551,2.645201,-6.834995,2.431707,3.255218,-3.520603,2.237573,2.952513,-4.168358,2.278692,2.524252,-3.561707,2.218273,2.715958,-4.126626
-1.674514,5.223498,-8.130175,-2.466351,4.943593,-8.128939,4.976766,3.799526,-3.809783,5.704765,4.094794,-4.584902,6.992524,4.464817,-3.087317,6.998167,4.589698,-3.045186,-0.4578,6.009728,-6.109332,-1.009692,5.022541,-6.904949,-1.349386,3.978689,-7.11752,-1.769094,2.659717,-6.819762,2.426566,3.246318,-3.520542,2.237573,2.952513,-4.168358,2.288226,2.487183,-3.567987,2.218273,2.715958,-4.126626
-1.681832,5.224858,-8.139675,-2.479303,4.944178,-8.135947,4.95826,3.772745,-3.810225,5.657767,3.986816,-4.590335,6.982077,4.475275,-3.059309,6.875187,4.640674,-3.015845,-0.332945,5.958531,-6.191393,-1.017448,5.026035,-6.918,-1.344496,3.960093,-7.121438,-1.762604,2.740116,-7.220182,2.435138,3.237652,-3.523305,2.237573,2.952513,-4.168358,2.288226,2.487183,-3.567987,2.22395,2.716456,-4.127749
-1.695971,5.225621,-8.147428,-2.503822,4.943271,-8.140266,4.934935,3.761807,-3.804846,5.615623,3.903165,-4.590184,6.879761,4.511121,-3.005759,6.869812,4.651171,-3.013711,-0.366433,5.974987,-6.458136,-0.98602,5.011761,-6.927019,-1.341956,3.951525,-7.136056,-1.646784,2.839078,-7.350557,2.435138,3.237652,-3.523305,2.231895,2.951999,-4.167264,2.286723,2.454599,-3.571369,2.224322,2.717537,-4.128797
-1.71371,5.242327,-8.15237,-2.522363,4.943083,-8.146042,4.911837,3.734405,-3.802507,5.599667,3.83695,-4.596197,6.754796,4.573857,-2.959175,6.827408,4.647598,-2.986441,-0.338993,5.926714,-6.492546,-0.97473,5.007571,-6.930107,-1.342433,3.945911,-7.15726,-1.529759,2.947731,-7.38674,2.435138,3.237652,-3.523305,2.22721,2.94724,-4.166876,2.271376,2.445472,-3.590755,2.204149,2.72006,-4.146947
-1.721006,5.243607,-8.159415,-2.528718,4.944286,-8.154189,4.88861,3.707024,-3.800233,5.58362,3.819766,-4.5958,6.612887,4.749977,-2.873469,6.687974,4.610812,-2.981342,-0.331921,5.885109,-6.584917,-0.971729,5.003482,-6.965535,-1.374877,3.944464,-7.185177,-1.451941,3.122713,-7.37172,2.32262,3.232979,-3.500286,2.20456,2.971261,-4.159401,2.235337,2.449389,-3.608868,2.188234,2.721835,-4.1467
-1.729567,5.245033,-8.165333,-2.534407,4.956692,-8.161015,4.877957,3.707877,-3.794349,5.567164,3.687894,-4.610065,6.508926,4.891861,-2.813291,6.623303,4.648974,-2.938809,-0.303012,5.822201,-6.636382,-0.98487,4.999254,-6.975957,-1.386437,3.940053,-7.206419,-1.282847,3.266239,-7.186227,2.301589,3.235205,-3.500024,2.199147,2.976205,-4.157707,2.220137,2.451121,-3.620985,2.141187,2.727359,-4.158205
-1.737233,5.246353,-8.171767,-2.546639,4.957186,-8.168551,4.865969,3.708919,-3.790132,5.566052,3.654665,-4.613753,6.502393,4.891084,-2.803378,6.517622,4.806451,-2.928618,-0.247878,5.722607,-6.697802,-0.994603,4.992806,-6.974849,-1.382446,3.932265,-7.208469,-1.143755,3.375189,-6.933847,2.228079,3.241642,-3.494828,2.187792,2.975175,-4.155507,2.199982,2.453463,-3.639172,2.086228,2.725741,-4.162506
-1.746281,5.247868,-8.177995,-2.558569,4.963292,-8.17562,4.85437,3.709904,-3.785061,5.505046,3.584437,-4.603211,6.502842,4.907381,-2.801825,6.457925,4.932644,-2.878715,-0.217278,5.625109,-6.746735,-1.005307,4.985306,-6.979996,-1.378625,3.92399,-7.210558,-0.986903,3.516593,-6.738421,2.2099,3.241362,-3.49106,2.16071,2.978286,-4.167829,2.174509,2.475998,-3.64671,1.986043,2.750454,-4.139943
-1.755569,5.249469,-8.185606,-2.581233,4.979078,-8.178832,4.836423,3.710466,-3.778437,5.471739,3.433156,-4.601694,6.463738,4.956318,-2.793147,6.418726,4.960993,-2.898987,-0.125216,5.486506,-6.835756,-1.024019,4.984258,-6.990049,-1.374736,3.915333,-7.212719,-0.922605,3.55242,-6.607512,2.192097,3.239598,-3.487531,2.095877,2.977987,-4.184225,2.142797,2.492579,-3.647546,1.930437,2.761804,-4.133085
-1.76496,5.251079,-8.192907,-2.586751,4.991485,-8.186346,4.780328,3.626086,-3.772164,5.441294,3.410612,-4.595942,6.289047,4.91774,-2.76703,6.394466,4.960943,-2.870036,-0.232198,5.35957,-6.806556,-1.047272,4.983515,-6.994099,-1.466047,4.039844,-7.174042,-0.880172,3.583462,-6.50715,2.249019,3.240876,-3.499281,2.052027,2.992465,-4.175618,2.138016,2.504005,-3.646364,1.913684,2.765737,-4.129106
-1.774272,5.252712,-8.201049,-2.592963,4.992846,-8.200265,4.769604,3.510239,-3.784418,5.43287,3.343611,-4.597661,6.081657,4.786085,-2.741973,6.376481,4.963635,-2.906747,-0.147266,5.202414,-6.800602,-1.086095,4.984972,-7.011052,-1.494092,4.05319,-7.165977,-0.878379,3.582736,-6.482299,2.119689,3.234563,-3.472852,2.029852,3.00131,-4.169984,2.122978,2.515606,-3.656227,1.908922,2.777238,-4.127857
-1.812961,5.250723,-8.203345,-2.633325,4.989637,-8.207275,4.692669,3.327905,-3.78478,5.382465,3.301344,-4.585166,6.047547,4.704693,-2.754775,6.258597,4.921926,-2.883031,-0.180154,5.053028,-6.904104,-1.035582,5.009362,-7.028388,-1.533592,4.081712,-7.153069,-0.830498,3.571513,-6.416237,2.095368,3.27095,-3.470265,2.02483,3.007367,-4.169307,2.101803,2.517877,-3.656018,1.898987,2.778551,-4.140041
-1.845097,5.249366,-8.206997,-2.659789,4.978049,-8.22452,4.665678,3.2513,-3.781032,5.353938,3.225173,-4.591825,6.030516,4.689006,-2.763742,6.100369,4.877782,-2.87819,-0.254835,4.972052,-6.885557,-1.068865,5.004331,-7.038574,-1.526862,4.082536,-7.154388,-0.925272,3.370142,-6.403148,2.06978,3.294377,-3.466639,1.976101,3.023551,-4.161642,2.09651,2.518449,-3.655962,1.89402,2.779209,-4.146133
-1.902256,5.234036,-8.20803,-2.686754,4.977794,-8.238774,4.621037,3.184357,-3.772316,5.357098,3.077858,-4.619497,5.909463,4.673497,-2.754783,6.003313,4.844635,-2.871141,-0.189721,4.886271,-6.762873,-1.163489,4.971234,-7.023364,-1.535836,4.088056,-7.1516,-0.949029,3.296201,-6.391245,2.048007,3.309873,-3.48163,1.960121,3.029697,-4.159774,2.080968,2.520218,-3.661911,1.89402,2.779209,-4.146133
-1.953394,5.219407,-8.210111,-2.720244,4.959866,-8.251287,4.548545,3.087726,-3.766803,5.314348,3.024398,-4.590922,5.790911,4.705243,-2.751169,5.805257,4.759016,-2.837217,-0.203421,4.907553,-6.672729,-1.237328,4.96677,-7.018388,-1.551229,4.087,-7.156159,-0.96048,3.235792,-6.362156,2.019996,3.325635,-3.502389,1.949161,3.029784,-4.158583,2.070382,2.521375,-3.661789,1.884083,2.780529,-4.158314
-1.968453,5.220284,-8.216905,-2.747649,4.948304,-8.264797,4.453342,2.989348,-3.759236,5.282125,3.027367,-4.589494,5.731673,4.70864,-2.762029,5.794054,4.758171,-2.835108,-0.275743,4.969393,-6.524306,-1.252667,4.969502,-7.037602,-1.562705,4.080641,-7.154678,-0.974469,3.195844,-6.364998,1.997553,3.343816,-3.522945,1.91796,3.057388,-4.158173,2.048493,2.520532,-3.664448,1.884411,2.78059,-4.164471
-1.977191,5.221828,-8.224992,-2.756604,4.950104,-8.279589,4.4374,2.984406,-3.758582,5.240628,2.956686,-4.620967,5.667575,4.679965,-2.759134,5.794535,4.758173,-2.835748,-0.328168,5.098172,-6.297109,-1.263989,4.95953,-7.0367,-1.575748,4.074181,-7.152872,-1.047788,3.059144,-6.459478,1.989506,3.357639,-3.519686,1.869573,3.0931,-4.146074,1.992325,2.502552,-3.658023,1.868252,2.79003,-4.16606
-1.985379,5.223283,-8.232682,-2.769516,4.950706,-8.287243,4.427342,2.963435,-3.761353,5.207133,2.884189,-4.606822,5.59209,4.445583,-2.76669,5.563511,4.74245,-2.780716,-0.426095,5.247127,-6.237064,-1.280691,4.94748,-7.048931,-1.589103,4.066047,-7.164011,-1.102206,2.905154,-6.527692,1.971797,3.373535,-3.528377,1.869573,3.0931,-4.146074,1.971157,2.504888,-3.657787,1.852034,2.804863,-4.160888
-1.993836,5.224763,-8.239837,-2.817275,4.952455,-8.286342,4.401512,2.930018,-3.764222,5.187726,2.843942,-4.598786,5.546554,4.370894,-2.766334,5.545597,4.673063,-2.787061,-0.494543,5.357846,-6.196449,-1.331365,4.966317,-7.051672,-1.602875,4.064354,-7.167675,-1.157097,2.766581,-6.574559,1.95936,3.384141,-3.530575,1.865216,3.099323,-4.15768,1.955944,2.506742,-3.669849,1.831172,2.820416,-4.167961
-2.001333,5.226128,-8.247663,-2.852764,4.955626,-8.288883,4.391918,2.870603,-3.774517,5.138588,2.789061,-4.599701,5.523619,4.322803,-2.76939,5.506737,4.574928,-2.771399,-0.528244,5.443796,-6.315865,-1.358544,4.967917,-7.0622,-1.61654,4.066204,-7.177184,-1.143374,2.829477,-6.643562,1.949948,3.420973,-3.524392,1.843729,3.114708,-4.15248,1.928783,2.507533,-3.667392,1.831979,2.836779,-4.166168
-2.026028,5.225233,-8.25167,-2.859145,4.956846,-8.297224,4.383934,2.854993,-3.779922,5.113245,2.74508,-4.604597,5.509341,4.247777,-2.776228,5.466435,4.532473,-2.741476,-0.590903,5.577864,-6.425778,-1.385636,4.972891,-7.065901,-1.629834,4.067794,-7.174051,-1.401053,2.708814,-6.700458,1.940093,3.448263,-3.519203,1.811891,3.135703,-4.151635,1.91785,2.507633,-3.666197,1.812474,2.860071,-4.180939
-2.128124,5.286892,-8.228412,-2.862037,5.00837,-8.29764,4.371619,2.810213,-3.804537,NaN,NaN,NaN,5.726741,4.504648,-2.939392,5.695515,4.26714,-2.855848,-0.520215,5.725089,-6.608961,-1.452016,4.968482,-7.096868,-1.636889,4.075339,-7.193812,-1.613578,2.662703,-6.892751,1.88942,3.511389,-3.523772,1.815307,3.214498,-4.176548,1.762867,2.732585,-3.626469,1.734323,3.05709,-4.221816
